"","Gene_IDs","Day","Uniprot","gene","count"
"112","PGEN_.00g331740","Day21","O00203","AP-3 complex subunit beta-1 ",2
"113","PGEN_.00g331940","Day21","O75165","DnaJ homolog subfamily C member 13 ",2
"114","PGEN_.00g331940","Day7","O75165","DnaJ homolog subfamily C member 13 ",2
"115","PGEN_.00g332010","Day7","O75165","DnaJ homolog subfamily C member 13 ",2
"116","PGEN_.00g332010","Day21","O75165","DnaJ homolog subfamily C member 13 ",2
"117","PGEN_.00g339990","Day14","P35280","Ras-related protein Rab-8A",2
"118","PGEN_.00g339990","Day7","P35280","Ras-related protein Rab-8A",2
"119","PGEN_.00g348850","Day14","Q12913","Receptor-type tyrosine-protein phosphatase eta ",2
"120","PGEN_.00g348850","Day7","Q12913","Receptor-type tyrosine-protein phosphatase eta ",2
"121","PGEN_.00g006210","Day21","Q86Y82","Syntaxin-12",1
"122","PGEN_.00g008070","Day21","Q8CFF0","Protein mono-ADP-ribosyltransferase PARP11 ",1
"123","PGEN_.00g013560","Day21","Q08DB5","Syntaxin-5",1
"124","PGEN_.00g014380","Day7","P54923","[Protein ADP-ribosylarginine] hydrolase ",1
"125","PGEN_.00g019320","Day14","Q6BWX4","Cofilin ",1
"126","PGEN_.00g021820","Day7","Q5TYV4","Spermatogenesis-defective protein 39 homolog ",1
"127","PGEN_.00g022820","Day21","P36975","Synaptosomal-associated protein 25 ",1
"128","PGEN_.00g023990","Day14","Q05974","Ras-related protein Rab-1A",1
"129","PGEN_.00g024630","Day21","P17081","Rho-related GTP-binding protein RhoQ ",1
"130","PGEN_.00g030380","Day21","Q504Y2","Extracellular tyrosine-protein kinase PKDCC ",1
"131","PGEN_.00g032460","Day21","Q15907","Ras-related protein Rab-11B ",1
"132","PGEN_.00g034470","Day21","Q8CF82","ATP-binding cassette sub-family A member 5",1
"133","PGEN_.00g035110","Day21","Q96AJ9","Vesicle transport through interaction with t-SNAREs homolog 1A ",1
"134","PGEN_.00g036040","Day21","P70280","Vesicle-associated membrane protein 7 ",1
"135","PGEN_.00g036060","Day14","Q3UPL0","Protein transport protein Sec31A ",1
"136","PGEN_.00g037810","Day21","A7RJI7","Vacuolar fusion protein CCZ1 homolog",1
"137","PGEN_.00g039830","Day7","Q7T2P6","Mitochondrial import inner membrane translocase subunit Tim23",1
"138","PGEN_.00g040080","Day21","Q8CFD4","Sorting nexin-8",1
"139","PGEN_.00g041520","Day21","Q60997","Deleted in malignant brain tumors 1 protein ",1
"140","PGEN_.00g043260","Day21","Q63HQ0","AP-1 complex-associated regulatory protein ",1
"141","PGEN_.00g044960","Day14","A0A0R4IVV0","Microsomal triglyceride transfer protein large subunit",1
"142","PGEN_.00g046140","Day7","Q8BZ36","RAD50-interacting protein 1 ",1
"143","PGEN_.00g050660","Day21","F1MH24","AP2-associated protein kinase 1 ",1
"144","PGEN_.00g052880","Day21","O35250","Exocyst complex component 7 ",1
"145","PGEN_.00g054860","Day21","Q9BZE9","Tether containing UBX domain for GLUT4 ",1
"146","PGEN_.00g055760","Day7","Q6GMA4","Charged multivesicular body protein 6-A ",1
"147","PGEN_.00g055970","Day14","P63000","Ras-related C3 botulinum toxin substrate 1 ",1
"148","PGEN_.00g062340","Day21","Q9VI75","Phosphatidylinositol-binding clathrin assembly protein LAP ",1
"149","PGEN_.00g062920","Day14","Q29122","Unconventional myosin-VI ",1
"150","PGEN_.00g071930","Day21","O95562","Vesicle transport protein SFT2B ",1
"151","PGEN_.00g075760","Day21","Q67FQ3","Low density lipoprotein receptor adapter protein 1-B ",1
"152","PGEN_.00g075780","Day21","Q5F3A2","Charged multivesicular body protein 2b ",1
"153","PGEN_.00g079020","Day21","Q9ULJ7","Ankyrin repeat domain-containing protein 50",1
"154","PGEN_.00g079680","Day21","Q8HY02","CD209 antigen ",1
"155","PGEN_.00g080000","Day21","Q6PFX9","Poly [ADP-ribose] polymerase tankyrase-1 ",1
"156","PGEN_.00g082330","Day14","Q96G03","Phosphoglucomutase-2 ",1
"157","PGEN_.00g082970","Day7","Q5ZL74","Vesicle-associated membrane protein 7 ",1
"158","PGEN_.00g083720","Day21","Q60949","TBC1 domain family member 1",1
"159","PGEN_.00g095990","Day14","Q8BHH2","Ras-related protein Rab-9B",1
"160","PGEN_.00g100450","Day21","O95714","E3 ubiquitin-protein ligase HERC2 ",1
"161","PGEN_.00g103380","Day21","B0V207","FTS and Hook-interacting protein homolog ",1
"162","PGEN_.00g104520","Day14","Q01484","Ankyrin-2 ",1
"163","PGEN_.00g108790","Day21","Q3TZZ7","Extended synaptotagmin-2 ",1
"164","PGEN_.00g109150","Day14","Q8BTI9","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform ",1
"165","PGEN_.00g114300","Day21","Q9UBG0","C-type mannose receptor 2 ",1
"166","PGEN_.00g127920","Day21","Q92609","TBC1 domain family member 5",1
"167","PGEN_.00g131010","Day7","Q9UMZ2","Synergin gamma ",1
"168","PGEN_.00g131980","Day21","A5HK05","Amyloid protein-binding protein 2 ",1
"169","PGEN_.00g132570","Day7","O18973","Rab5 GDP/GTP exchange factor ",1
"170","PGEN_.00g148510","Day21","Q5U247","Exocyst complex component 8",1
"171","PGEN_.00g149750","Day7","O35551","Rab GTPase-binding effector protein 1 ",1
"172","PGEN_.00g156010","Day14","Q6ZT07","TBC1 domain family member 9 ",1
"173","PGEN_.00g156310","Day21","Q9BXB4","Oxysterol-binding protein-related protein 11 ",1
"174","PGEN_.00g157600","Day21","O75096","Low-density lipoprotein receptor-related protein 4 ",1
"175","PGEN_.00g158040","Day7","Q5ZLY5","Pleckstrin homology domain-containing family F member 2 ",1
"176","PGEN_.00g166220","Day21","P26990","ADP-ribosylation factor 6",1
"177","PGEN_.00g166570","Day21","Q8I4E2","Sorting nexin lst-4 ",1
"178","PGEN_.00g170650","Day7","O75131","Copine-3 ",1
"179","PGEN_.00g171520","Day21","Q5R9W3","Derlin-1 ",1
"180","PGEN_.00g177930","Day14","Q09225","Nose resistant to fluoxetine protein 6 ",1
"181","PGEN_.00g178110","Day21","Q5RJI4","Extracellular tyrosine-protein kinase PKDCC ",1
"182","PGEN_.00g181780","Day21","P61019","Ras-related protein Rab-2A",1
"183","PGEN_.00g184620","Day21","Q5REW9","Ankyrin repeat domain-containing protein 27",1
"184","PGEN_.00g185010","Day21","Q8BVI5","Syntaxin-16",1
"185","PGEN_.00g185910","Day21","Q9UN37","Vacuolar protein sorting-associated protein 4A ",1
"186","PGEN_.00g186210","Day21","O43861","Probable phospholipid-transporting ATPase IIB ",1
"187","PGEN_.00g199150","Day21","Q9Z160","Conserved oligomeric Golgi complex subunit 1 ",1
"188","PGEN_.00g199700","Day21","O95714","E3 ubiquitin-protein ligase HERC2 ",1
"189","PGEN_.00g204640","Day14","P51638","Caveolin-3",1
"190","PGEN_.00g205320","Day21","Q9P2N4","A disintegrin and metalloproteinase with thrombospondin motifs 9 ",1
"191","PGEN_.00g205330","Day21","Q9P2N4","A disintegrin and metalloproteinase with thrombospondin motifs 9 ",1
"192","PGEN_.00g207950","Day21","Q8C0L8","Conserved oligomeric Golgi complex subunit 5 ",1
"193","PGEN_.00g208100","Day14","P51644","ADP-ribosylation factor 4",1
"194","PGEN_.00g210520","Day21","Q9UBN7","Histone deacetylase 6 ",1
"195","PGEN_.00g212320","Day21","A4IG59","WASH complex subunit 1 ",1
"196","PGEN_.00g213930","Day14","Q8BL66","Early endosome antigen 1",1
"197","PGEN_.00g216310","Day14","P50397","Rab GDP dissociation inhibitor beta ",1
"198","PGEN_.00g217890","Day14","Q99758","ATP-binding cassette sub-family A member 3 ",1
"199","PGEN_.00g220140","Day14","Q8R4U0","Stabilin-2 ",1
"200","PGEN_.00g228950","Day14","Q9DB50","AP-1 complex subunit sigma-2 ",1
"201","PGEN_.00g229320","Day21","P98158","Low-density lipoprotein receptor-related protein 2 ",1
"202","PGEN_.00g229340","Day21","P98158","Low-density lipoprotein receptor-related protein 2 ",1
"203","PGEN_.00g236720","Day14","Q86WV6","Stimulator of interferon genes protein ",1
"204","PGEN_.00g238470","Day21","Q676U5","Autophagy-related protein 16-1 ",1
"205","PGEN_.00g240510","Day21","Q99J21","Mucolipin-1 ",1
"206","PGEN_.00g243370","Day21","Q155U0","Vacuolar protein sorting-associated protein 51 homolog ",1
"207","PGEN_.00g246740","Day21","Q3UIR3","E3 ubiquitin-protein ligase DTX3L ",1
"208","PGEN_.00g249860","Day21","Q8WUX9","Charged multivesicular body protein 7 ",1
"209","PGEN_.00g254890","Day21","O95271","Poly [ADP-ribose] polymerase tankyrase-1 ",1
"210","PGEN_.00g255300","Day21","Q5BKM3","Charged multivesicular body protein 3 ",1
"211","PGEN_.00g257240","Day21","P42859","Huntingtin ",1
"212","PGEN_.00g257250","Day21","P51111","Huntingtin ",1
"213","PGEN_.00g262850","Day21","P49754","Vacuolar protein sorting-associated protein 41 homolog ",1
"214","PGEN_.00g263870","Day7","Q17R14","Unconventional myosin-Id",1
"215","PGEN_.00g274350","Day14","P84080","ADP-ribosylation factor 1",1
"216","PGEN_.00g277740","Day21","Q9W332","Cubilin homolog",1
"217","PGEN_.00g284150","Day21","Q9GQQ0","Protein spinster ",1
"218","PGEN_.00g285320","Day21","Q9ESN9","C-Jun-amino-terminal kinase-interacting protein 3 ",1
"219","PGEN_.00g290440","Day21","Q91V41","Ras-related protein Rab-14",1
"220","PGEN_.00g294670","Day21","Q9BZC7","ATP-binding cassette sub-family A member 2 ",1
"221","PGEN_.00g295070","Day14","Q9NVG8","TBC1 domain family member 13",1
"222","PGEN_.00g297150","Day14","Q86VP6","Cullin-associated NEDD8-dissociated protein 1 ",1
"223","PGEN_.00g297680","Day14","Q92783","Signal transducing adapter molecule 1 ",1
"224","PGEN_.00g305670","Day21","O60645","Exocyst complex component 3 ",1
"225","PGEN_.00g313220","Day14","Q9UBG0","C-type mannose receptor 2 ",1
"226","PGEN_.00g318890","Day7","P24668","Cation-dependent mannose-6-phosphate receptor ",1
"227","PGEN_.00g323600","Day21","Q98930","Sortilin-related receptor ",1
"228","PGEN_.00g328600","Day21","Q4A1L5","Beclin-1 [Cleaved into: Beclin-1-C 35 kDa; Beclin-1-C 37 kDa]",1
"229","PGEN_.00g331010","Day21","Q6PB44","Tyrosine-protein phosphatase non-receptor type 23 ",1
"230","PGEN_.00g338640","Day14","P18708","Vesicle-fusing ATPase ",1
"231","PGEN_.00g341690","Day14","Q5S006","Leucine-rich repeat serine/threonine-protein kinase 2 ",1
"232","PGEN_.00g342850","Day14","Q9Y4I1","Unconventional myosin-Va ",1
"233","PGEN_.00g342950","Day14","Q9ULV0","Unconventional myosin-Vb",1
"234","PGEN_.00g343270","Day14","P54939","Talin-1",1
