"","Gene_IDs","Day","Uniprot","gene","count"
"32","PGEN_.00g311290","Day14","A6QP15","Hydroxyacid-oxoacid transhydrogenase, mitochondrial ",2
"33","PGEN_.00g317160","Day7","Q99NF1","Beta,beta-carotene 9',10'-oxygenase ",2
"34","PGEN_.00g317160","Day14","Q99NF1","Beta,beta-carotene 9',10'-oxygenase ",2
"35","PGEN_.00g002290","Day14","Q71R50","Dehydrogenase/reductase SDR family member 11 ",1
"36","PGEN_.00g002440","Day7","P48416","Cytochrome P450 10 ",1
"37","PGEN_.00g010860","Day14","Q4V8D1","Cytochrome P450 2U1 ",1
"38","PGEN_.00g012200","Day14","P00185","Cytochrome P450 1A1 ",1
"39","PGEN_.00g018500","Day14","P47990","Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase ",1
"40","PGEN_.00g039850","Day7","Q6ZWL3","Cytochrome P450 4V2 ",1
"41","PGEN_.00g042250","Day7","P79896","Alcohol dehydrogenase class-3 ",1
"42","PGEN_.00g068260","Day14","C1C4R8","3-hydroxybutyrate dehydrogenase type 2 ",1
"43","PGEN_.00g076740","Day14","P14755","Lambda-crystallin ",1
"44","PGEN_.00g104910","Day14","P70097","Succinate dehydrogenase cytochrome b560 subunit, mitochondrial ",1
"45","PGEN_.00g117300","Day21","Q2KIL5","Protein disulfide-isomerase A5 ",1
"46","PGEN_.00g119840","Day14","P38117","Electron transfer flavoprotein subunit beta ",1
"47","PGEN_.00g120210","Day14","P38117","Electron transfer flavoprotein subunit beta ",1
"48","PGEN_.00g161270","Day14","Q8AVY8","Very-long-chain 3-oxoacyl-CoA reductase-B ",1
"49","PGEN_.00g162660","Day14","Q3T001","17-beta-hydroxysteroid dehydrogenase type 6 ",1
"50","PGEN_.00g169370","Day14","P78417","Glutathione S-transferase omega-1 ",1
"51","PGEN_.00g169390","Day14","Q9VSL3","Pyrimidodiazepine synthase ",1
"52","PGEN_.00g169450","Day14","Q9GKX2","Dehydrogenase/reductase SDR family member 4 ",1
"53","PGEN_.00g180320","Day14","O36032","Glutaredoxin-1",1
"54","PGEN_.00g180630","Day14","P78417","Glutathione S-transferase omega-1 ",1
"55","PGEN_.00g188590","Day7","A8WGA0","Cytochrome P450 27C1 ",1
"56","PGEN_.00g189040","Day7","Q9GKX2","Dehydrogenase/reductase SDR family member 4 ",1
"57","PGEN_.00g203570","Day14","Q8VCC1","15-hydroxyprostaglandin dehydrogenase [NAD",1
"58","PGEN_.00g213920","Day14","P09623","Dihydrolipoyl dehydrogenase, mitochondrial ",1
"59","PGEN_.00g231830","Day14","O15439","Multidrug resistance-associated protein 4 ",1
"60","PGEN_.00g236540","Day14","O86034","D-beta-hydroxybutyrate dehydrogenase ",1
"61","PGEN_.00g261210","Day14","Q86W10","Cytochrome P450 4Z1 ",1
"62","PGEN_.00g282850","Day14","Q5TJF5","Estradiol 17-beta-dehydrogenase 8 ",1
"63","PGEN_.00g285980","Day7","P97872","Dimethylaniline monooxygenase [N-oxide-forming] 5 ",1
"64","PGEN_.00g288870","Day7","P18172","Glucose dehydrogenase [FAD, quinone] ",1
"65","PGEN_.00g291710","Day14","Q29496","Cytochrome P450 3A24 ",1
"66","PGEN_.00g310290","Day14","Q8BSY0","Aspartyl/asparaginyl beta-hydroxylase ",1
"67","PGEN_.00g310300","Day14","Q28056","Aspartyl/asparaginyl beta-hydroxylase ",1
"68","PGEN_.00g318780","Day14","P51869","Cytochrome P450 4F4 ",1
"69","PGEN_.00g325500","Day7","Q91X52","L-xylulose reductase ",1
"70","PGEN_.00g325650","Day14","Q91XV4","L-xylulose reductase ",1
"71","PGEN_.00g325710","Day14","Q8JIS3","D-erythrulose reductase ",1
