"","Gene_IDs","Day","Uniprot","gene","count"
"43","PGEN_.00g214370","Day21","Q8IZD9","Dedicator of cytokinesis protein 3 ",1
"44","PGEN_.00g214390","Day21","Q8IZD9","Dedicator of cytokinesis protein 3 ",1
"45","PGEN_.00g216270","Day21","Q9Y2R2","Tyrosine-protein phosphatase non-receptor type 22 ",1
"46","PGEN_.00g216640","Day21","P0CG71","Polyubiquitin-A [Cleaved into: Ubiquitin; Ubiquitin-related]",1
"47","PGEN_.00g216710","Day7","Q13177","Serine/threonine-protein kinase PAK 2 ",1
"48","PGEN_.00g223100","Day7","Q8BKT8","HAUS augmin-like complex subunit 7 ",1
"49","PGEN_.00g223990","Day7","Q96M96","FYVE, RhoGEF and PH domain-containing protein 4 ",1
"50","PGEN_.00g224070","Day7","Q96M96","FYVE, RhoGEF and PH domain-containing protein 4 ",1
"51","PGEN_.00g224320","Day7","Q6ZV73","FYVE, RhoGEF and PH domain-containing protein 6 ",1
"52","PGEN_.00g232090","Day7","Q63406","Guanine nucleotide exchange factor DBS ",1
"53","PGEN_.00g239490","Day21","O75096","Low-density lipoprotein receptor-related protein 4 ",1
"54","PGEN_.00g239770","Day21","O75096","Low-density lipoprotein receptor-related protein 4 ",1
"55","PGEN_.00g240170","Day7","Q99M80","Receptor-type tyrosine-protein phosphatase T ",1
"56","PGEN_.00g242090","Day7","A2AF47","Dedicator of cytokinesis protein 11 ",1
"57","PGEN_.00g244000","Day21","O95786","Antiviral innate immune response receptor RIG-I ",1
"58","PGEN_.00g244140","Day21","Q920R0","Alsin ",1
"59","PGEN_.00g248070","Day7","Q9Z2B5","Eukaryotic translation initiation factor 2-alpha kinase 3 ",1
"60","PGEN_.00g270570","Day21","Q9JJZ4","Ubiquitin-conjugating enzyme E2 J1 ",1
"61","PGEN_.00g272080","Day21","Q9D4H8","Cullin-2 ",1
"62","PGEN_.00g278620","Day7","Q8K389","CDK5 regulatory subunit-associated protein 2 ",1
"63","PGEN_.00g278670","Day7","P18293","Atrial natriuretic peptide receptor 1 ",1
"64","PGEN_.00g285160","Day7","Q9QXW2","F-box/WD repeat-containing protein 5 ",1
"65","PGEN_.00g302370","Day7","Q8TC41","Probable E3 ubiquitin-protein ligase RNF217 ",1
"66","PGEN_.00g312430","Day21","Q24307","Death-associated inhibitor of apoptosis 2 ",1
"67","PGEN_.00g319120","Day21","Q8TC07","TBC1 domain family member 15 ",1
"68","PGEN_.00g320630","Day21","Q4U2R1","E3 ubiquitin-protein ligase HERC2 ",1
"69","PGEN_.00g328840","Day7","Q9P2G1","Ankyrin repeat and IBR domain-containing protein 1 ",1
"70","PGEN_.00g331050","Day21","O35274","Neurabin-2 ",1
