"","Gene_IDs","Day","Uniprot","gene","count"
"55","PGEN_.00g073750","Day21","B4PTD3","Forkhead box protein O",1
"56","PGEN_.00g081800","Day7","Q92793","CREB-binding protein ",1
"57","PGEN_.00g082680","Day21","O08623","Sequestosome-1 ",1
"58","PGEN_.00g083640","Day7","Q13887","Krueppel-like factor 5 ",1
"59","PGEN_.00g092450","Day21","D3ZUU2","GDNF-inducible zinc finger protein 1 ",1
"60","PGEN_.00g093280","Day7","Q15262","Receptor-type tyrosine-protein phosphatase kappa ",1
"61","PGEN_.00g100200","Day21","Q14590","Zinc finger protein 235 ",1
"62","PGEN_.00g104810","Day7","Q9TUZ1","Signal transducer and activator of transcription 5A",1
"63","PGEN_.00g108630","Day21","Q5ZL67","Endoplasmic reticulum membrane sensor NFE2L1 ",1
"64","PGEN_.00g110370","Day21","A1L209","Ataxin-7-like protein 3 ",1
"65","PGEN_.00g113850","Day21","Q04861","Nuclear factor NF-kappa-B p105 subunit ",1
"66","PGEN_.00g114540","Day21","Q1KKV2","Homeobox protein Hox-C11a",1
"67","PGEN_.00g117060","Day21","Q9UH92","Max-like protein X ",1
"68","PGEN_.00g118300","Day21","Q8TD23","Zinc finger protein 675 ",1
"69","PGEN_.00g119570","Day7","Q924A2","Protein capicua homolog",1
"70","PGEN_.00g128160","Day21","P05067","Amyloid-beta precursor protein ",1
"71","PGEN_.00g131040","Day21","Q96I76","G patch domain-containing protein 3",1
"72","PGEN_.00g147960","Day7","Q9H6U6","Breast carcinoma-amplified sequence 3 ",1
"73","PGEN_.00g147990","Day14","O73718","T-box transcription factor TBX3 ",1
"74","PGEN_.00g155000","Day7","B5DF45","TNF receptor-associated factor 6 ",1
"75","PGEN_.00g160800","Day21","G3I6Z6","Neurogenic locus notch homolog protein 1 ",1
"76","PGEN_.00g162040","Day7","Q961D9","Protein BCL9 homolog ",1
"77","PGEN_.00g164100","Day7","Q62735","Bile acid receptor ",1
"78","PGEN_.00g165530","Day21","P26323","Friend leukemia integration 1 transcription factor ",1
"79","PGEN_.00g168650","Day14","P54254","Ataxin-1 ",1
"80","PGEN_.00g170430","Day7","Q99MN1","Lysine--tRNA ligase ",1
"81","PGEN_.00g174090","Day7","Q8BZZ3","NEDD4-like E3 ubiquitin-protein ligase WWP1 ",1
"82","PGEN_.00g174680","Day7","O00268","Transcription initiation factor TFIID subunit 4 ",1
"83","PGEN_.00g176580","Day7","Q3SZP0","Interferon regulatory factor 1 ",1
"84","PGEN_.00g177960","Day21","Q60855","Receptor-interacting serine/threonine-protein kinase 1 ",1
"85","PGEN_.00g187530","Day21","A6NN14","Zinc finger protein 729",1
"86","PGEN_.00g188700","Day21","C0HL13","Low-density lipoprotein receptor-related protein 2 ",1
"87","PGEN_.00g192900","Day14","B6CHA3","E3 ubiquitin-protein ligase UHRF1 ",1
"88","PGEN_.00g193040","Day21","P15870","Histone H1-delta",1
"89","PGEN_.00g199640","Day21","Q7Z401","C-myc promoter-binding protein ",1
"90","PGEN_.00g202830","Day7","O88685","26S proteasome regulatory subunit 6A ",1
"91","PGEN_.00g203220","Day21","Q86XN6","Zinc finger protein 761",1
"92","PGEN_.00g209960","Day21","Q3B725","Zinc finger and BTB domain-containing protein 24 ",1
"93","PGEN_.00g211820","Day21","Q9WUN2","Serine/threonine-protein kinase TBK1 ",1
"94","PGEN_.00g212640","Day21","Q62733","Lamina-associated polypeptide 2, isoform beta ",1
"95","PGEN_.00g213370","Day14","Q08E02","Nuclear receptor subfamily 1 group D member 1 ",1
"96","PGEN_.00g214770","Day21","Q5EA28","CXXC-type zinc finger protein 1 ",1
"97","PGEN_.00g216480","Day21","Q9VGZ5","Transcription factor cwo ",1
"98","PGEN_.00g219110","Day21","P29375","Lysine-specific demethylase 5A ",1
"99","PGEN_.00g220340","Day21","Q9WU00","Nuclear respiratory factor 1 ",1
"100","PGEN_.00g222910","Day7","P19532","Transcription factor E3 ",1
"101","PGEN_.00g226560","Day14","Q8BHJ5","F-box-like/WD repeat-containing protein TBL1XR1 ",1
"102","PGEN_.00g232320","Day7","Q8CGN4","BCL-6 corepressor ",1
"103","PGEN_.00g235110","Day14","P21783","Neurogenic locus notch homolog protein 1 ",1
"104","PGEN_.00g237950","Day21","P41047","Tumor necrosis factor ligand superfamily member 6 ",1
"105","PGEN_.00g238130","Day21","B0ZTE2","Transcription factor Sox-14 ",1
"106","PGEN_.00g246070","Day21","Q9Y297","F-box/WD repeat-containing protein 1A ",1
"107","PGEN_.00g248170","Day21","Q3UIR3","E3 ubiquitin-protein ligase DTX3L ",1
"108","PGEN_.00g250180","Day21","Q8TDB6","E3 ubiquitin-protein ligase DTX3L ",1
"109","PGEN_.00g253230","Day21","Q5SVQ0","Histone acetyltransferase KAT7 ",1
"110","PGEN_.00g253850","Day7","Q98TX3","Programmed cell death protein 4 ",1
"111","PGEN_.00g255060","Day7","Q9VC61","Protein CREBRF homolog ",1
"112","PGEN_.00g258910","Day7","Q9Z2E3","Serine/threonine-protein kinase/endoribonuclease IRE2 ",1
"113","PGEN_.00g259100","Day21","O96028","Histone-lysine N-methyltransferase NSD2 ",1
"114","PGEN_.00g260450","Day7","Q8IVI9","Nostrin ",1
"115","PGEN_.00g263240","Day14","Q5R8L2","Polycomb complex protein BMI-1 ",1
"116","PGEN_.00g265420","Day21","Q9Y3M9","Zinc finger protein 337",1
"117","PGEN_.00g266870","Day21","Q15648","Mediator of RNA polymerase II transcription subunit 1 ",1
"118","PGEN_.00g267200","Day21","A6QLA0","Transcriptional repressor NF-X1 ",1
"119","PGEN_.00g271100","Day21","P11362","Fibroblast growth factor receptor 1 ",1
"120","PGEN_.00g278620","Day7","Q8K389","CDK5 regulatory subunit-associated protein 2 ",1
"121","PGEN_.00g279490","Day7","P42231","Signal transducer and activator of transcription 5A ",1
"122","PGEN_.00g283290","Day21","Q9H9B1","Histone-lysine N-methyltransferase EHMT1 ",1
"123","PGEN_.00g283300","Day7","Q28141","ATP-dependent RNA helicase A ",1
"124","PGEN_.00g284000","Day21","Q8TF47","Zinc finger protein 90 homolog ",1
"125","PGEN_.00g286700","Day7","Q01105","Protein SET ",1
"126","PGEN_.00g299380","Day21","C0HL13","Low-density lipoprotein receptor-related protein 2 ",1
"127","PGEN_.00g302170","Day7","Q63504","Nuclear receptor subfamily 1 group D member 2 ",1
"128","PGEN_.00g302300","Day7","Q03172","Zinc finger protein 40 ",1
"129","PGEN_.00g303640","Day21","Q6ZSB9","Zinc finger and BTB domain-containing protein 49 ",1
"130","PGEN_.00g304170","Day14","Q9NSC2","Sal-like protein 1 ",1
"131","PGEN_.00g307830","Day14","O75362","Zinc finger protein 217",1
"132","PGEN_.00g308890","Day7","P13010","X-ray repair cross-complementing protein 5 ",1
"133","PGEN_.00g314920","Day21","Q92539","Phosphatidate phosphatase LPIN2 ",1
"134","PGEN_.00g316240","Day21","Q9EQJ4","Zinc finger protein 384 ",1
"135","PGEN_.00g322790","Day21","Q9WV70","Nucleolar complex protein 2 homolog ",1
"136","PGEN_.00g339330","Day21","O75182","Paired amphipathic helix protein Sin3b ",1
"137","PGEN_.00g339550","Day21","O75182","Paired amphipathic helix protein Sin3b ",1
"138","PGEN_.00g348260","Day21","P14316","Interferon regulatory factor 2 ",1
"139","PGEN_.00g348540","Day21","P14316","Interferon regulatory factor 2 ",1
