"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"14","PGEN_.00g092270","cellular protein modification proce...",0.0100614391179261,"GO:0001933","negative regulation of protein phosphorylation","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"15","PGEN_.00g092270","anatomical structure development",0.00460015434981484,"GO:0001942","hair follicle development","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"16","PGEN_.00g092270","transport",0.00461372265023647,"GO:0002576","platelet degranulation","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"17","PGEN_.00g092270","vesicle-mediated transport",0.00461372265023647,"GO:0002576","platelet degranulation","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"18","PGEN_.00g092270","cell population proliferation",0.00509461193144129,"GO:0010839","negative regulation of keratinocyte proliferation","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"19","PGEN_.00g092270","signal transduction",0.00708039351996058,"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"20","PGEN_.00g092270","anatomical structure development",0.0020399176558856,"GO:0045616","regulation of keratinocyte differentiation","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"21","PGEN_.00g092270","cell differentiation",0.0020399176558856,"GO:0045616","regulation of keratinocyte differentiation","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"22","PGEN_.00g092270","response to stress",0.00201675871616687,"GO:0061045","negative regulation of wound healing","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"23","PGEN_.00g092270","immune system process",0.00161132726524391,"GO:0072675","osteoclast fusion","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"24","PGEN_.00g092270","anatomical structure development",0.00161132726524391,"GO:0072675","osteoclast fusion","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"25","PGEN_.00g092270","anatomical structure formation invo...",0.00161132726524391,"GO:0072675","osteoclast fusion","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"26","PGEN_.00g092270","cell differentiation",0.00161132726524391,"GO:0072675","osteoclast fusion","BP","Day21","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"27","PGEN_.00g168590","secondary metabolic process",0.00118868850347386,"GO:0042438","melanin biosynthetic process","BP","Day21","Down","Putative tyrosinase-like protein tyr-3"
"28","PGEN_.00g168590","biosynthetic process",0.00118868850347386,"GO:0042438","melanin biosynthetic process","BP","Day21","Down","Putative tyrosinase-like protein tyr-3"
"29","PGEN_.00g169010","secondary metabolic process",0.00118868850347386,"GO:0042438","melanin biosynthetic process","BP","Day21","Down","Putative tyrosinase-like protein tyr-3"
"30","PGEN_.00g169010","biosynthetic process",0.00118868850347386,"GO:0042438","melanin biosynthetic process","BP","Day21","Down","Putative tyrosinase-like protein tyr-3"
