"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"16","PGEN_.00g012860","anatomical structure development",0.00149415732967458,"GO:0050771","negative regulation of axonogenesis","BP","NF-kappa-B inhibitor cactus"
"17","PGEN_.00g012860","immune system process",0.00057242546316402,"GO:0019730","antimicrobial humoral response","BP","NF-kappa-B inhibitor cactus"
"18","PGEN_.00g012860","anatomical structure development",0.00661407810344552,"GO:0048813","dendrite morphogenesis","BP","NF-kappa-B inhibitor cactus"
"19","PGEN_.00g012860","anatomical structure development",0.0183451679287498,"GO:0042475","odontogenesis of dentin-containing tooth","BP","NF-kappa-B inhibitor cactus"
"20","PGEN_.00g012860","immune system process",0.0095284342167367,"GO:0045087","innate immune response","BP","NF-kappa-B inhibitor cactus"
"21","PGEN_.00g012860","anatomical structure development",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","NF-kappa-B inhibitor cactus"
"22","PGEN_.00g012860","anatomical structure development",0.0403477259088927,"GO:0001942","hair follicle development","BP","NF-kappa-B inhibitor cactus"
"23","PGEN_.00g012860","anatomical structure development",0.0438798265576095,"GO:0042733","embryonic digit morphogenesis","BP","NF-kappa-B inhibitor cactus"
"24","PGEN_.00g012860","anatomical structure development",0.00134915656754333,"GO:0009954","proximal/distal pattern formation","BP","NF-kappa-B inhibitor cactus"
"25","PGEN_.00g012860","anatomical structure development",0.00761228340132432,"GO:0008584","male gonad development","BP","NF-kappa-B inhibitor cactus"
"26","PGEN_.00g012860","immune system process",0.0335179098212934,"GO:0051607","defense response to virus","BP","NF-kappa-B inhibitor cactus"
"27","PGEN_.00g012860","anatomical structure development",0.00161424899599981,"GO:0051124","synaptic growth at neuromuscular junction","BP","NF-kappa-B inhibitor cactus"
"28","PGEN_.00g012860","anatomical structure development",0.0401835413900646,"GO:0007409","axonogenesis","BP","NF-kappa-B inhibitor cactus"
"29","PGEN_.00g012860","anatomical structure development",0.0101904465589979,"GO:0097105","presynaptic membrane assembly","BP","NF-kappa-B inhibitor cactus"
"30","PGEN_.00g012860","immune system process",0.0060717330752518,"GO:0045088","regulation of innate immune response","BP","NF-kappa-B inhibitor cactus"
"31","PGEN_.00g012860","anatomical structure development",0.00546272970326702,"GO:0060612","adipose tissue development","BP","NF-kappa-B inhibitor cactus"
"32","PGEN_.00g012860","anatomical structure development",0.00282372109707748,"GO:0009953","dorsal/ventral pattern formation","BP","NF-kappa-B inhibitor cactus"
"33","PGEN_.00g015220","cellular protein modification proce...",0.00198317806396165,"GO:0006470","protein dephosphorylation","BP","Dual specificity protein phosphatase 10"
"34","PGEN_.00g015220","cellular protein modification proce...",0.00945742792427414,"GO:0031397","negative regulation of protein ubiquitination","BP","Dual specificity protein phosphatase 10"
"35","PGEN_.00g015220","cellular protein modification proce...",0.01605108939564,"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","BP","Dual specificity protein phosphatase 10"
"36","PGEN_.00g019730","anatomical structure development",0.0438798265576095,"GO:0042733","embryonic digit morphogenesis","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"37","PGEN_.00g019730","anatomical structure development",0.0183451679287498,"GO:0042475","odontogenesis of dentin-containing tooth","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"38","PGEN_.00g019730","anatomical structure development",0.00546272970326702,"GO:0060612","adipose tissue development","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"39","PGEN_.00g019730","anatomical structure development",0.00161424899599981,"GO:0051124","synaptic growth at neuromuscular junction","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"40","PGEN_.00g019730","anatomical structure development",0.0403477259088927,"GO:0001942","hair follicle development","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"41","PGEN_.00g019730","anatomical structure development",0.00980120666737925,"GO:0001702","gastrulation with mouth forming second","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"42","PGEN_.00g019730","anatomical structure development",0.00761228340132432,"GO:0008584","male gonad development","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"43","PGEN_.00g019730","anatomical structure development",0.00282372109707748,"GO:0009953","dorsal/ventral pattern formation","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"44","PGEN_.00g019730","anatomical structure development",0.0401835413900646,"GO:0007409","axonogenesis","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"45","PGEN_.00g019730","anatomical structure development",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"46","PGEN_.00g019730","anatomical structure development",0.00149415732967458,"GO:0050771","negative regulation of axonogenesis","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"47","PGEN_.00g019730","anatomical structure development",0.00726606412949046,"GO:0051965","positive regulation of synapse assembly","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"48","PGEN_.00g019730","anatomical structure development",0.0101904465589979,"GO:0097105","presynaptic membrane assembly","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"49","PGEN_.00g019730","anatomical structure development",0.0124451523646452,"GO:0060173","limb development","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"50","PGEN_.00g019730","anatomical structure development",0.00661407810344552,"GO:0048813","dendrite morphogenesis","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"51","PGEN_.00g019730","anatomical structure development",0.00134915656754333,"GO:0009954","proximal/distal pattern formation","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"52","PGEN_.00g019730","anatomical structure development",0.00858314001897663,"GO:0016525","negative regulation of angiogenesis","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"53","PGEN_.00g019730","reproduction",0.00761228340132432,"GO:0008584","male gonad development","BP","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)"
"54","PGEN_.00g025100","transport",7.59543719811066e-06,"GO:0006897","endocytosis","BP","EH domain-binding protein 1"
"55","PGEN_.00g025100","transport",0.0100058530737147,"GO:1902476","chloride transmembrane transport","BP","EH domain-binding protein 1"
"56","PGEN_.00g025100","transport",0.001595487922189,"GO:0030001","metal ion transport","BP","EH domain-binding protein 1"
"57","PGEN_.00g025100","cytoskeleton organization",0.00210702591629917,"GO:0051017","actin filament bundle assembly","BP","EH domain-binding protein 1"
"58","PGEN_.00g025100","transport",0.00175218858154225,"GO:0006821","chloride transport","BP","EH domain-binding protein 1"
"59","PGEN_.00g025100","vesicle-mediated transport",7.59543719811066e-06,"GO:0006897","endocytosis","BP","EH domain-binding protein 1"
"60","PGEN_.00g025100","cytoskeleton organization",0.00501840269287548,"GO:0030036","actin cytoskeleton organization","BP","EH domain-binding protein 1"
"61","PGEN_.00g037780","cell-cell signaling",0.0253341714851985,"GO:0090263","positive regulation of canonical Wnt signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"62","PGEN_.00g037780","signal transduction",0.0228487797773867,"GO:0030514","negative regulation of BMP signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"63","PGEN_.00g037780","cell-cell signaling",0.0173501322626057,"GO:0090090","negative regulation of canonical Wnt signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"64","PGEN_.00g037780","signal transduction",0.0253341714851985,"GO:0090263","positive regulation of canonical Wnt signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"65","PGEN_.00g037780","cell-cell signaling",0.00565026471255708,"GO:0016055","Wnt signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"66","PGEN_.00g037780","signal transduction",0.000568869744060692,"GO:0048015","phosphatidylinositol-mediated signaling","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"67","PGEN_.00g037780","signal transduction",0.0173501322626057,"GO:0090090","negative regulation of canonical Wnt signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"68","PGEN_.00g037780","signal transduction",0.00565026471255708,"GO:0016055","Wnt signaling pathway","BP","Protein chibby homolog 1 (Cytosolic leucine-rich protein) (PIGEA-14) (PKD2 interactor, Golgi and endoplasmic reticulum-associated 1)"
"69","PGEN_.00g041010","transport",0.0100058530737147,"GO:1902476","chloride transmembrane transport","BP","Cytochrome c oxidase assembly protein COX19"
"70","PGEN_.00g041010","transport",7.59543719811066e-06,"GO:0006897","endocytosis","BP","Cytochrome c oxidase assembly protein COX19"
"71","PGEN_.00g041010","transport",0.001595487922189,"GO:0030001","metal ion transport","BP","Cytochrome c oxidase assembly protein COX19"
"72","PGEN_.00g041010","transport",0.00175218858154225,"GO:0006821","chloride transport","BP","Cytochrome c oxidase assembly protein COX19"
"73","PGEN_.00g048130","cellular component assembly",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"74","PGEN_.00g048130","cellular component assembly",0.00892204692777014,"GO:0051290","protein heterotetramerization","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"75","PGEN_.00g048130","cellular component assembly",0.00210702591629917,"GO:0051017","actin filament bundle assembly","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"76","PGEN_.00g048130","cellular component assembly",0.00726606412949046,"GO:0051965","positive regulation of synapse assembly","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"77","PGEN_.00g048130","cellular component assembly",0.00308744683633809,"GO:0030032","lamellipodium assembly","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"78","PGEN_.00g048130","cellular component assembly",0.0101904465589979,"GO:0097105","presynaptic membrane assembly","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"79","PGEN_.00g048130","cellular component assembly",0.00161424899599981,"GO:0051124","synaptic growth at neuromuscular junction","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"80","PGEN_.00g048130","cellular component assembly",0.00018083332077074,"GO:0097178","ruffle assembly","BP","Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1)"
"81","PGEN_.00g053780","cellular component assembly",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","Fascin-2 (Retinal fascin)"
"82","PGEN_.00g053780","cell motility",0.0311204934864407,"GO:0030335","positive regulation of cell migration","BP","Fascin-2 (Retinal fascin)"
"83","PGEN_.00g053780","cytoskeleton organization",0.00210702591629917,"GO:0051017","actin filament bundle assembly","BP","Fascin-2 (Retinal fascin)"
"84","PGEN_.00g053780","locomotion",0.0311204934864407,"GO:0030335","positive regulation of cell migration","BP","Fascin-2 (Retinal fascin)"
"85","PGEN_.00g053780","cellular component assembly",0.00161424899599981,"GO:0051124","synaptic growth at neuromuscular junction","BP","Fascin-2 (Retinal fascin)"
"86","PGEN_.00g053780","cellular component assembly",0.00308744683633809,"GO:0030032","lamellipodium assembly","BP","Fascin-2 (Retinal fascin)"
"87","PGEN_.00g053780","cellular component assembly",0.00018083332077074,"GO:0097178","ruffle assembly","BP","Fascin-2 (Retinal fascin)"
"88","PGEN_.00g053780","cell motility",0.00704603646280015,"GO:0010596","negative regulation of endothelial cell migration","BP","Fascin-2 (Retinal fascin)"
"89","PGEN_.00g053780","locomotion",0.00704603646280015,"GO:0010596","negative regulation of endothelial cell migration","BP","Fascin-2 (Retinal fascin)"
"90","PGEN_.00g053780","cellular component assembly",0.0101904465589979,"GO:0097105","presynaptic membrane assembly","BP","Fascin-2 (Retinal fascin)"
"91","PGEN_.00g053780","cellular component assembly",0.00892204692777014,"GO:0051290","protein heterotetramerization","BP","Fascin-2 (Retinal fascin)"
"92","PGEN_.00g053780","cellular component assembly",0.00210702591629917,"GO:0051017","actin filament bundle assembly","BP","Fascin-2 (Retinal fascin)"
"93","PGEN_.00g053780","cell motility",0.000837297460410429,"GO:0016477","cell migration","BP","Fascin-2 (Retinal fascin)"
"94","PGEN_.00g053780","locomotion",0.000837297460410429,"GO:0016477","cell migration","BP","Fascin-2 (Retinal fascin)"
"95","PGEN_.00g053780","cellular component assembly",0.00726606412949046,"GO:0051965","positive regulation of synapse assembly","BP","Fascin-2 (Retinal fascin)"
"96","PGEN_.00g053780","cytoskeleton organization",0.00501840269287548,"GO:0030036","actin cytoskeleton organization","BP","Fascin-2 (Retinal fascin)"
"97","PGEN_.00g058310","transmembrane transport",0.0100058530737147,"GO:1902476","chloride transmembrane transport","BP","Anoctamin-4 (Transmembrane protein 16D)"
"98","PGEN_.00g058310","transport",0.0100058530737147,"GO:1902476","chloride transmembrane transport","BP","Anoctamin-4 (Transmembrane protein 16D)"
"99","PGEN_.00g058310","transport",0.001595487922189,"GO:0030001","metal ion transport","BP","Anoctamin-4 (Transmembrane protein 16D)"
"100","PGEN_.00g058310","transport",0.00175218858154225,"GO:0006821","chloride transport","BP","Anoctamin-4 (Transmembrane protein 16D)"
"101","PGEN_.00g058310","transport",7.59543719811066e-06,"GO:0006897","endocytosis","BP","Anoctamin-4 (Transmembrane protein 16D)"
"102","PGEN_.00g058440","cell junction organization",0.0101904465589979,"GO:0097105","presynaptic membrane assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"103","PGEN_.00g058440","cell differentiation",0.0401835413900646,"GO:0007409","axonogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"104","PGEN_.00g058440","cell differentiation",0.00661407810344552,"GO:0048813","dendrite morphogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"105","PGEN_.00g058440","cellular component assembly",0.00308744683633809,"GO:0030032","lamellipodium assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"106","PGEN_.00g058440","anatomical structure development",0.0401835413900646,"GO:0007409","axonogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"107","PGEN_.00g058440","anatomical structure formation invo...",0.00858314001897663,"GO:0016525","negative regulation of angiogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"108","PGEN_.00g058440","cellular protein modification proce...",0.01605108939564,"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"109","PGEN_.00g058440","anatomical structure development",0.00980120666737925,"GO:0001702","gastrulation with mouth forming second","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"110","PGEN_.00g058440","immune system process",0.00057242546316402,"GO:0019730","antimicrobial humoral response","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"111","PGEN_.00g058440","anatomical structure development",0.0438798265576095,"GO:0042733","embryonic digit morphogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"112","PGEN_.00g058440","response to stress",0.0060717330752518,"GO:0045088","regulation of innate immune response","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"113","PGEN_.00g058440","immune system process",0.0060717330752518,"GO:0045088","regulation of innate immune response","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"114","PGEN_.00g058440","cell motility",0.00704603646280015,"GO:0010596","negative regulation of endothelial cell migration","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"115","PGEN_.00g058440","cell morphogenesis",0.00661407810344552,"GO:0048813","dendrite morphogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"116","PGEN_.00g058440","cell junction organization",0.00194508934332998,"GO:0071340","skeletal muscle acetylcholine-gated channel clustering","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"117","PGEN_.00g058440","cellular component assembly",0.00161424899599981,"GO:0051124","synaptic growth at neuromuscular junction","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"118","PGEN_.00g058440","cell junction organization",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"119","PGEN_.00g058440","cell differentiation",0.00149415732967458,"GO:0050771","negative regulation of axonogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"120","PGEN_.00g058440","cellular component assembly",0.0101904465589979,"GO:0097105","presynaptic membrane assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"121","PGEN_.00g058440","locomotion",0.0311204934864407,"GO:0030335","positive regulation of cell migration","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"122","PGEN_.00g058440","cell motility",0.0311204934864407,"GO:0030335","positive regulation of cell migration","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"123","PGEN_.00g058440","cell junction organization",0.00161424899599981,"GO:0051124","synaptic growth at neuromuscular junction","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"124","PGEN_.00g058440","anatomical structure development",0.0183451679287498,"GO:0042475","odontogenesis of dentin-containing tooth","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"125","PGEN_.00g058440","anatomical structure development",0.00134915656754333,"GO:0009954","proximal/distal pattern formation","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"126","PGEN_.00g058440","anatomical structure development",0.00661407810344552,"GO:0048813","dendrite morphogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"127","PGEN_.00g058440","locomotion",0.00704603646280015,"GO:0010596","negative regulation of endothelial cell migration","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"128","PGEN_.00g058440","cellular component assembly",0.00018083332077074,"GO:0097178","ruffle assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"129","PGEN_.00g058440","anatomical structure development",0.0403477259088927,"GO:0001942","hair follicle development","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"130","PGEN_.00g058440","anatomical structure development",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"131","PGEN_.00g058440","anatomical structure development",0.00761228340132432,"GO:0008584","male gonad development","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"132","PGEN_.00g058440","cell junction organization",0.000283487540612603,"GO:1901631","positive regulation of presynaptic membrane organization","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"133","PGEN_.00g058440","cellular component assembly",0.00690729657592635,"GO:0097104","postsynaptic membrane assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"134","PGEN_.00g058440","response to stress",0.0335179098212934,"GO:0051607","defense response to virus","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"135","PGEN_.00g058440","anatomical structure development",0.00149415732967458,"GO:0050771","negative regulation of axonogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"136","PGEN_.00g058440","anatomical structure development",0.00726606412949046,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"137","PGEN_.00g058440","cell junction organization",0.0304531396000049,"GO:0050808","synapse organization","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"138","PGEN_.00g058440","cellular protein modification proce...",0.00945742792427414,"GO:0031397","negative regulation of protein ubiquitination","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"139","PGEN_.00g058440","immune system process",0.0095284342167367,"GO:0045087","innate immune response","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"140","PGEN_.00g058440","cellular component assembly",0.00726606412949046,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"141","PGEN_.00g058440","cell morphogenesis",0.0401835413900646,"GO:0007409","axonogenesis","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"142","PGEN_.00g058440","anatomical structure development",0.0124451523646452,"GO:0060173","limb development","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
