"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"11","PGEN_.00g045090","signal transduction",0.0425832021772375,"GO:0007166","cell surface receptor signaling pathway","BP","Arf-GAP with dual PH domain-containing protein 1 (Centaurin-alpha-1) (Cnt-a1) (Putative MAPK-activating protein PM25)"
"12","PGEN_.00g058530","cellular component assembly",0.00507281742723644,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"13","PGEN_.00g058530","anatomical structure development",0.00507281742723644,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"14","PGEN_.00g058530","signal transduction",0.0425832021772375,"GO:0007166","cell surface receptor signaling pathway","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"15","PGEN_.00g058530","cell junction organization",0.00507281742723644,"GO:0051965","positive regulation of synapse assembly","BP","Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"
"16","PGEN_.00g063200","response to stress",0.0406259979072539,"GO:0006974","cellular response to DNA damage stimulus","BP","E3 ubiquitin-protein ligase XIAP"
"17","PGEN_.00g063200","cell death",0.0318020947299752,"GO:0043066","negative regulation of apoptotic process","BP","E3 ubiquitin-protein ligase XIAP"
"18","PGEN_.00g083640","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)"
"19","PGEN_.00g083640","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)"
"20","PGEN_.00g083640","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Krueppel-like factor 5 (Basic transcription element-binding protein 2) (BTE-binding protein 2) (Colon krueppel-like factor) (GC-box-binding protein 2) (Intestinal-enriched krueppel-like factor) (Transcription factor BTEB2)"
"21","PGEN_.00g104810","cell death",0.0318020947299752,"GO:0043066","negative regulation of apoptotic process","BP","Signal transducer and activator of transcription 5A"
"22","PGEN_.00g109150","catabolic process",0.0184547874374251,"GO:0006914","autophagy","BP","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta)"
"23","PGEN_.00g119570","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Protein capicua homolog"
"24","PGEN_.00g119570","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Protein capicua homolog"
"25","PGEN_.00g119570","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Protein capicua homolog"
"26","PGEN_.00g121110","signal transduction",0.0425832021772375,"GO:0007166","cell surface receptor signaling pathway","BP","E3 ubiquitin-protein ligase CBL-B"
"27","PGEN_.00g127260","cell death",0.0318020947299752,"GO:0043066","negative regulation of apoptotic process","BP","Protein SON (Negative regulatory element-binding protein) (NRE-binding protein)"
"28","PGEN_.00g140080","catabolic process",0.0184547874374251,"GO:0006914","autophagy","BP","Serine/threonine-protein kinase unc-51"
"29","PGEN_.00g155000","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","TNF receptor-associated factor 6"
"30","PGEN_.00g155000","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","TNF receptor-associated factor 6"
"31","PGEN_.00g155000","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","TNF receptor-associated factor 6"
"32","PGEN_.00g155000","response to stress",0.0406259979072539,"GO:0006974","cellular response to DNA damage stimulus","BP","TNF receptor-associated factor 6"
"33","PGEN_.00g161230","catabolic process",0.0184547874374251,"GO:0006914","autophagy","BP","DNA damage-regulated autophagy modulator protein 2 (Transmembrane protein 77)"
"34","PGEN_.00g163020","catabolic process",0.0184547874374251,"GO:0006914","autophagy","BP","LIX1-like protein"
"35","PGEN_.00g164100","cell death",0.0318020947299752,"GO:0043066","negative regulation of apoptotic process","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"36","PGEN_.00g164100","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"37","PGEN_.00g164100","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"38","PGEN_.00g164100","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)"
"39","PGEN_.00g189530","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)"
"40","PGEN_.00g189530","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)"
"41","PGEN_.00g189530","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)"
"42","PGEN_.00g234590","response to stress",0.0406259979072539,"GO:0006974","cellular response to DNA damage stimulus","BP","E3 ubiquitin-protein ligase rnf168"
"43","PGEN_.00g248070","cell death",0.0318020947299752,"GO:0043066","negative regulation of apoptotic process","BP","Eukaryotic translation initiation factor 2-alpha kinase 3"
"44","PGEN_.00g265020","signal transduction",0.0425832021772375,"GO:0007166","cell surface receptor signaling pathway","BP","Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)"
"45","PGEN_.00g278670","signal transduction",0.0425832021772375,"GO:0007166","cell surface receptor signaling pathway","BP","Atrial natriuretic peptide receptor 1"
"46","PGEN_.00g302170","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Nuclear receptor subfamily 1 group D member 2 (EAR4) (Rev-erb-beta)"
"47","PGEN_.00g302170","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Nuclear receptor subfamily 1 group D member 2 (EAR4) (Rev-erb-beta)"
"48","PGEN_.00g302170","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Nuclear receptor subfamily 1 group D member 2 (EAR4) (Rev-erb-beta)"
"49","PGEN_.00g302300","cellular nitrogen compound metaboli...",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
"50","PGEN_.00g302300","transcription, DNA-templated",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
"51","PGEN_.00g302300","biosynthetic process",0.0355970523522719,"GO:0000122","negative regulation of transcription by RNA polymerase II","BP","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
"52","PGEN_.00g308890","response to stress",0.0406259979072539,"GO:0006974","cellular response to DNA damage stimulus","BP","X-ray repair cross-complementing protein 5"
"53","PGEN_.00g317500","cell death",0.0318020947299752,"GO:0043066","negative regulation of apoptotic process","BP","N-alpha-acetyltransferase 38, NatC auxiliary subunit (LSM domain-containing protein 1)"
"54","PGEN_.00g326580","cellular component assembly",0.00507281742723644,"GO:0051965","positive regulation of synapse assembly","BP","Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]"
"55","PGEN_.00g326580","cell junction organization",0.00507281742723644,"GO:0051965","positive regulation of synapse assembly","BP","Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]"
"56","PGEN_.00g326580","anatomical structure development",0.00507281742723644,"GO:0051965","positive regulation of synapse assembly","BP","Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]"
"57","PGEN_.00g327960","signal transduction",0.0425832021772375,"GO:0007166","cell surface receptor signaling pathway","BP","Caspase-10 (CASP-10)"
"58","PGEN_.00g331590","response to stress",0.0406259979072539,"GO:0006974","cellular response to DNA damage stimulus","BP","ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1)"
