"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"63","crg:105339566","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105339566","dipeptidyl peptidase 1"
"64","crg:105339789","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"65","crg:105339789","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"66","crg:105339789","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"67","crg:105339902","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105339902","catalase"
"68","crg:105339958","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105339958","cation-independent mannose-6-phosphate receptor"
"69","crg:105339958","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105339958","cation-independent mannose-6-phosphate receptor"
"70","crg:105340049","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105340049","lysosomal thioesterase PPT2-A isoform X1"
"71","crg:105340049","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105340049","lysosomal thioesterase PPT2-A isoform X1"
"72","crg:105340059","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105340059","clathrin heavy chain 1 isoform X1"
"73","crg:105340059","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105340059","clathrin heavy chain 1 isoform X1"
"74","crg:105340690","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105340690","epididymal secretory protein E1-like"
"75","crg:105340763","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105340763","beta-galactosidase isoform X1"
"76","crg:105340763","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105340763","beta-galactosidase isoform X1"
"77","crg:105341564","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105341564","very-long-chain 3-oxoacyl-CoA reductase-like isoform X2"
"78","crg:105341804","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105341804","sialin"
"79","crg:105342001","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105342001","peroxisomal 2,4-dienoyl-CoA reductase-like"
"80","crg:105342074","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105342074","sorting nexin-6"
"81","crg:105342463","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105342463","clathrin light chain A isoform X1"
"82","crg:105342463","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105342463","clathrin light chain A isoform X1"
"83","crg:105342925","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105342925","long-chain-fatty-acid--CoA ligase 4"
"84","crg:105342925","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105342925","long-chain-fatty-acid--CoA ligase 4"
"85","crg:105342925","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105342925","long-chain-fatty-acid--CoA ligase 4"
"86","crg:105342944","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105342944","caveolin-1"
"87","crg:105343071","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105343071","tubulin beta chain"
"88","crg:105344224","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105344224","ras-related C3 botulinum toxin substrate 2"
"89","crg:105345550","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105345550","low density lipoprotein receptor adapter protein 1-A"
"90","crg:105345691","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105345691","V-type proton ATPase subunit G"
"91","crg:105346656","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105346656/105329358/105330227/105336995/105342925/105325406/105325181/105333701/105339789",13,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"92","crg:105346656","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"93","crg:105346656","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"94","crg:105347007","crg04144","Endocytosis","105317810/105342074/105338791/105339958/105325264/105345550/105327720/105325897/105324709/105318650/105347007/105340059/105333224/105335021/105342944/105322050/105317406/105332531/105326340/105342463/105334311",21,"105347007","ras-related protein Rab-35-like"
"95","crg:105347059","crg04142","Lysosome","105340690/105319353/105347059/105335967/105339958/105340763/105329422/105321566/105326821/105335927/105340059/105333214/105318218/105339566/105338648/105334333/105340049/105328916/105318342/105338347/105341804/105342463/105320698/105338683/105331760",25,"105347059","prosaposin isoform X1"
"96","crg:105347059","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105347059","prosaposin isoform X1"
"97","crg:105347347","crg04145","Phagosome","105336770/105322492/105344224/105321566/105321678/105318218/105338620/105332531/105343071/105328999/105347347/105345691/105318342/105338263/105331760",15,"105347347","tubulin alpha-1A chain"
"98","crg:105347438","crg00600","Sphingolipid metabolism","105334190/105338792/105347059/105347438/105340763/105330505/105334333/105334232",8,"105347438","neutral ceramidase"
"99","crg:105348652","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105342925/105321895/105339789",8,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"100","crg:105348652","crg01212","Fatty acid metabolism","105339056/105348652/105333437/105346656/105341564/105342925/105340049/105330728/105321895/105339789",10,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
