"","Gene_IDs","Day","Uniprot","gene","count"
"104","PGEN_.00g109150","Day7","Q8BTI9","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform ",1
"105","PGEN_.00g110870","Day21","Q90385","Sonic hedgehog protein ",1
"106","PGEN_.00g113650","Day21","Q68ED2","Metabotropic glutamate receptor 7 ",1
"107","PGEN_.00g118120","Day7","Q9H0K1","Serine/threonine-protein kinase SIK2 ",1
"108","PGEN_.00g118490","Day7","B4F6U4","PR domain zinc finger protein 10 ",1
"109","PGEN_.00g119250","Day21","P0DN79","Cystathionine beta-synthase-like protein ",1
"110","PGEN_.00g119410","Day7","Q5RDF5","Juxtaposed with another zinc finger protein 1",1
"111","PGEN_.00g120700","Day21","Q6P132","Tax1-binding protein 1 homolog B",1
"112","PGEN_.00g122260","Day7","Q96H40","Zinc finger protein 486 ",1
"113","PGEN_.00g127070","Day7","Q80TI0","Protein Aster-B ",1
"114","PGEN_.00g128360","Day7","O88196","E3 ubiquitin-protein ligase TTC3 ",1
"115","PGEN_.00g128480","Day21","Q0VCS9","Ankyrin repeat and MYND domain-containing protein 2",1
"116","PGEN_.00g130160","Day21","Q8BR93","Putative nuclease HARBI1 ",1
"117","PGEN_.00g131630","Day7","P11274","Breakpoint cluster region protein ",1
"118","PGEN_.00g140080","Day7","Q23023","Serine/threonine-protein kinase unc-51 ",1
"119","PGEN_.00g140230","Day7","Q5PQT2","Myotubularin-related protein 3 ",1
"120","PGEN_.00g140560","Day7","O60688","Protein yippee-like 1",1
"121","PGEN_.00g141520","Day7","O60688","Protein yippee-like 1",1
"122","PGEN_.00g141950","Day7","Q55E58","Probable serine/threonine-protein kinase pats1 ",1
"123","PGEN_.00g143610","Day21","Q9C086","INO80 complex subunit B ",1
"124","PGEN_.00g145970","Day21","P35400","Metabotropic glutamate receptor 7 ",1
"125","PGEN_.00g146460","Day21","Q9QZR0","E3 ubiquitin-protein ligase RNF25 ",1
"126","PGEN_.00g149230","Day7","Q9UH65","Switch-associated protein 70 ",1
"127","PGEN_.00g158020","Day7","Q8K2W6","PHD finger protein 13",1
"128","PGEN_.00g160230","Day21","Q6ITT3","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C ",1
"129","PGEN_.00g162080","Day21","O57321","Excitatory amino acid transporter 1 ",1
"130","PGEN_.00g164700","Day7","O55192","Sodium-dependent noradrenaline transporter ",1
"131","PGEN_.00g166530","Day7","Q29RK9","MOB kinase activator 3B ",1
"132","PGEN_.00g170430","Day7","Q99MN1","Lysine--tRNA ligase ",1
"133","PGEN_.00g170570","Day21","P82600","Chorion peroxidase ",1
"134","PGEN_.00g172050","Day14","Q8CGV7","Thiamine-triphosphatase ",1
"135","PGEN_.00g175210","Day7","Q06A37","Chromodomain-helicase-DNA-binding protein 7 ",1
"136","PGEN_.00g176570","Day7","Q9GYZ0","Kinesin-like protein KIF15 ",1
"137","PGEN_.00g181010","Day21","Q96EP0","E3 ubiquitin-protein ligase RNF31 ",1
"138","PGEN_.00g181770","Day7","Q8R1Q8","Cytoplasmic dynein 1 light intermediate chain 1 ",1
"139","PGEN_.00g183210","Day7","Q8WY64","E3 ubiquitin-protein ligase MYLIP ",1
"140","PGEN_.00g184070","Day14","P70227","Inositol 1,4,5-trisphosphate receptor type 3 ",1
"141","PGEN_.00g186210","Day7","O43861","Probable phospholipid-transporting ATPase IIB ",1
"142","PGEN_.00g187490","Day14","Q19673","Putative tyrosinase-like protein tyr-3",1
"143","PGEN_.00g187500","Day14","Q19673","Putative tyrosinase-like protein tyr-3",1
"144","PGEN_.00g187530","Day21","A6NN14","Zinc finger protein 729",1
"145","PGEN_.00g187760","Day21","O60884","DnaJ homolog subfamily A member 2 ",1
"146","PGEN_.00g192790","Day7","Q15937","Zinc finger protein 79 ",1
"147","PGEN_.00g194280","Day21","P10155","60 kDa SS-A/Ro ribonucleoprotein ",1
"148","PGEN_.00g195300","Day7","P46940","Ras GTPase-activating-like protein IQGAP1 ",1
"149","PGEN_.00g195980","Day7","P46940","Ras GTPase-activating-like protein IQGAP1 ",1
"150","PGEN_.00g196600","Day14","Q6ID18","Laccase-10 ",1
"151","PGEN_.00g200760","Day21","Q9VR91","Probable E3 ubiquitin-protein ligase HERC2 ",1
"152","PGEN_.00g202830","Day7","O88685","26S proteasome regulatory subunit 6A ",1
"153","PGEN_.00g203220","Day21","Q86XN6","Zinc finger protein 761",1
"154","PGEN_.00g204080","Day7","Q01415","N-acetylgalactosamine kinase ",1
"155","PGEN_.00g207030","Day7","O14427","Serine/threonine-protein kinase CLA4 ",1
"156","PGEN_.00g209960","Day21","Q3B725","Zinc finger and BTB domain-containing protein 24 ",1
"157","PGEN_.00g210230","Day21","Q96B70","Leukocyte receptor cluster member 9",1
"158","PGEN_.00g213450","Day7","O02812","Mitogen-activated protein kinase 14 ",1
"159","PGEN_.00g213830","Day7","F1ND48","F-box DNA helicase 1 ",1
"160","PGEN_.00g215560","Day7","Q6DFJ6","Serine/threonine-protein kinase TBK1 ",1
"161","PGEN_.00g216710","Day7","Q13177","Serine/threonine-protein kinase PAK 2 ",1
"162","PGEN_.00g220500","Day7","Q5RBA1","Inhibitor of growth protein 3",1
"163","PGEN_.00g223560","Day7","A9TXT1","Chitin elicitor receptor kinase 1 ",1
"164","PGEN_.00g224070","Day7","Q96M96","FYVE, RhoGEF and PH domain-containing protein 4 ",1
"165","PGEN_.00g224320","Day7","Q6ZV73","FYVE, RhoGEF and PH domain-containing protein 6 ",1
"166","PGEN_.00g224420","Day14","Q92630","Dual specificity tyrosine-phosphorylation-regulated kinase 2 ",1
"167","PGEN_.00g224980","Day7","O61122","Serine/threonine-protein kinase svkA ",1
"168","PGEN_.00g225900","Day7","Q9HCI7","E3 ubiquitin-protein ligase MSL2 ",1
"169","PGEN_.00g227090","Day21","P14629","DNA repair protein complementing XP-G cells homolog ",1
"170","PGEN_.00g227520","Day7","Q17LW0","Myosin-VIIa ",1
"171","PGEN_.00g229460","Day7","P23919","Thymidylate kinase ",1
"172","PGEN_.00g231680","Day7","P53356","Tyrosine-protein kinase HTK16 ",1
"173","PGEN_.00g231870","Day7","O15439","Multidrug resistance-associated protein 4 ",1
"174","PGEN_.00g234590","Day7","Q7T308","E3 ubiquitin-protein ligase rnf168 ",1
"175","PGEN_.00g236740","Day21","A8E5V9","Stimulator of interferon genes protein ",1
"176","PGEN_.00g236800","Day21","A8E5V9","Stimulator of interferon genes protein ",1
"177","PGEN_.00g237150","Day14","Q8WSR4","Inositol 1,4,5-trisphosphate receptor ",1
"178","PGEN_.00g238290","Day21","A6QR55","Ubiquitin carboxyl-terminal hydrolase 4 ",1
"179","PGEN_.00g238430","Day7","Q6P549","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 ",1
"180","PGEN_.00g240250","Day21","P04052","DNA-directed RNA polymerase II subunit RPB1 ",1
"181","PGEN_.00g243080","Day7","Q9NFT7","Hexokinase type 2 ",1
"182","PGEN_.00g243690","Day7","Q9NY93","Probable ATP-dependent RNA helicase DDX56 ",1
"183","PGEN_.00g244000","Day7","O95786","Antiviral innate immune response receptor RIG-I ",1
"184","PGEN_.00g244170","Day21","Q8C827","Zinc finger protein 62 ",1
"185","PGEN_.00g246930","Day14","Q5ZI51","ADP-ribose glycohydrolase ARH3 ",1
"186","PGEN_.00g248070","Day7","Q9Z2B5","Eukaryotic translation initiation factor 2-alpha kinase 3 ",1
"187","PGEN_.00g248170","Day21","Q3UIR3","E3 ubiquitin-protein ligase DTX3L ",1
"188","PGEN_.00g249540","Day21","Q5ZIG2","Pre-mRNA-splicing factor SLU7",1
"189","PGEN_.00g249840","Day7","B4JHI7","Lateral signaling target protein 2 homolog",1
"190","PGEN_.00g250180","Day21","Q8TDB6","E3 ubiquitin-protein ligase DTX3L ",1
"191","PGEN_.00g251160","Day7","P48729","Casein kinase I isoform alpha ",1
"192","PGEN_.00g251200","Day21","Q8TBZ5","Zinc finger protein 502",1
"193","PGEN_.00g251790","Day21","Q08CG8","RING finger protein 44",1
"194","PGEN_.00g252270","Day21","Q61824","Disintegrin and metalloproteinase domain-containing protein 12 ",1
"195","PGEN_.00g257110","Day21","Q6ZPY7","Lysine-specific demethylase 3B ",1
"196","PGEN_.00g257480","Day7","P43249","G protein-coupled receptor kinase 5 ",1
"197","PGEN_.00g257600","Day21","P24705","Putative superoxide dismutase [Cu-Zn] ",1
"198","PGEN_.00g258910","Day7","Q9Z2E3","Serine/threonine-protein kinase/endoribonuclease IRE2 ",1
"199","PGEN_.00g259180","Day21","Q8N9I9","Probable E3 ubiquitin-protein ligase DTX3 ",1
"200","PGEN_.00g261650","Day7","Q5F450","PAN2-PAN3 deadenylation complex catalytic subunit PAN2 ",1
"201","PGEN_.00g262050","Day7","Q99558","Mitogen-activated protein kinase kinase kinase 14 ",1
"202","PGEN_.00g262720","Day7","O95622","Adenylate cyclase type 5 ",1
"203","PGEN_.00g263300","Day21","Q91648","Polycomb complex protein BMI-1-A ",1
"204","PGEN_.00g265420","Day21","Q9Y3M9","Zinc finger protein 337",1
"205","PGEN_.00g271100","Day7","P11362","Fibroblast growth factor receptor 1 ",1
"206","PGEN_.00g271420","Day7","Q5DU56","Protein NLRC3",1
"207","PGEN_.00g271580","Day21","P98170","E3 ubiquitin-protein ligase XIAP ",1
"208","PGEN_.00g271590","Day21","P98170","E3 ubiquitin-protein ligase XIAP ",1
"209","PGEN_.00g272230","Day14","Q9W719","Hypoxanthine-guanine phosphoribosyltransferase ",1
"210","PGEN_.00g273240","Day21","P10155","60 kDa SS-A/Ro ribonucleoprotein ",1
"211","PGEN_.00g274040","Day7","P54277","PMS1 protein homolog 1 ",1
"212","PGEN_.00g278670","Day7","P18293","Atrial natriuretic peptide receptor 1 ",1
"213","PGEN_.00g278880","Day14","Q19673","Putative tyrosinase-like protein tyr-3",1
"214","PGEN_.00g278890","Day21","O94760","N",1
"215","PGEN_.00g279740","Day14","Q5TZ24","DBH-like monooxygenase protein 1 homolog ",1
"216","PGEN_.00g283300","Day7","Q28141","ATP-dependent RNA helicase A ",1
"217","PGEN_.00g284000","Day21","Q8TF47","Zinc finger protein 90 homolog ",1
"218","PGEN_.00g284890","Day21","P52735","Guanine nucleotide exchange factor VAV2 ",1
"219","PGEN_.00g285680","Day21","Q5XK91","Fibrinogen C domain-containing protein 1-B",1
"220","PGEN_.00g298100","Day21","A0A044RE18","Endoprotease bli ",1
"221","PGEN_.00g298510","Day21","A0A044RE18","Endoprotease bli ",1
"222","PGEN_.00g299390","Day21","O35593","26S proteasome non-ATPase regulatory subunit 14 ",1
"223","PGEN_.00g303640","Day21","Q6ZSB9","Zinc finger and BTB domain-containing protein 49 ",1
"224","PGEN_.00g304200","Day14","Q04467","Isocitrate dehydrogenase [NADP], mitochondrial ",1
"225","PGEN_.00g308890","Day7","P13010","X-ray repair cross-complementing protein 5 ",1
"226","PGEN_.00g309800","Day7","Q9EQW7","Kinesin-like protein KIF13A",1
"227","PGEN_.00g311070","Day7","B3M1F2","Protein cereblon homolog",1
"228","PGEN_.00g316240","Day21","Q9EQJ4","Zinc finger protein 384 ",1
"229","PGEN_.00g317310","Day7","Q8N859","Zinc finger protein 713",1
"230","PGEN_.00g322450","Day7","Q9BXM7","Serine/threonine-protein kinase PINK1, mitochondrial ",1
"231","PGEN_.00g325640","Day7","Q5PQS0","Pleckstrin homology domain-containing family M member 1 ",1
"232","PGEN_.00g328700","Day21","Q1ENI8","Peroxidasin homolog ",1
"233","PGEN_.00g328840","Day7","Q9P2G1","Ankyrin repeat and IBR domain-containing protein 1 ",1
"234","PGEN_.00g330270","Day21","P23377","Furin ",1
"235","PGEN_.00g331910","Day7","A7J1T0","Mitogen-activated protein kinase kinase kinase 13-B ",1
"236","PGEN_.00g333150","Day14","Q01320","DNA topoisomerase 2-alpha ",1
"237","PGEN_.00g339180","Day21","O77819","Rho-associated protein kinase 1 ",1
"238","PGEN_.00g347320","Day21","O55176","E3 ubiquitin-protein ligase Praja-1 ",1
