"","substanceBXH","geneSymbol","moduleColor","Uniprot","HGNC","GO.terms","GO.description","GS.taocTAOC","p.GS.taocTAOC","MM.pink","p.MM.pink","MM.blue","p.MM.blue","MM.green","p.MM.green","MM.yellow","p.MM.yellow","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.turquoise","p.MM.turquoise","MM.red","p.MM.red"
"PGEN_.00g312070","PGEN_.00g312070","PGEN_.00g312070","green",NA,NA,NA,NA,-0.524725948553063,0.00121187987458678,0.902464619050524,1.29145074118237e-13,0.459647631761791,0.00547103121935979,0.84245303702962,2.21417266434232e-10,0.290926534620497,0.089974279751088,0.0142683336736685,0.935162833065651,0.243739530753992,0.158245370384689,-0.0145629741480517,0.933826850648846,-0.111225315554431,0.52471198527884,-0.146373829769348,0.401445324930958
"PGEN_.00g156750","PGEN_.00g156750","PGEN_.00g156750","green","P41366","VMO1_CHICK","GO:0005615; GO:0005623","cell [GO:0005623]; extracellular space [GO:0005615]",-0.523816554671089,0.0012402722353697,0.626696647808806,5.6286793893027e-05,0.403526794150904,0.0162251116834096,0.750085909844816,2.13364019228982e-07,0.145415644973311,0.404567997208403,0.0672900495198612,0.700925494684153,0.460950851068495,0.00532306795263041,-0.0184764706446366,0.916100205729731,-0.0330456787206826,0.850522268050894,-0.115574800677701,0.508523279636385
"PGEN_.00g080280","PGEN_.00g080280","PGEN_.00g080280","green",NA,NA,NA,NA,-0.513161058683459,0.00161923877515778,0.55455521932128,0.00054631712610321,0.349406876091716,0.0396478469646921,0.837638670708016,3.50314077202854e-10,0.015515039094008,0.929511154770436,0.0634008477784543,0.717481475864763,0.660465977588422,1.57788449806377e-05,0.108633721320801,0.534476009903626,0.0116830999266179,0.946892077203036,-0.182916454040671,0.292912628835526
"PGEN_.00g318940","PGEN_.00g318940","PGEN_.00g318940","green","Q9NL83","ORCKA_PROCL","GO:0005184; GO:0005576; GO:0007218","extracellular region [GO:0005576]; neuropeptide hormone activity [GO:0005184]; neuropeptide signaling pathway [GO:0007218]",-0.506580363966419,0.00190098761111,0.8185362722324,1.88746222424093e-09,0.523800347694615,0.00124078350074308,0.831241158384972,6.30192354350711e-10,0.175211730456047,0.314061463774667,0.0665133904972705,0.704221140148753,0.280697969882222,0.10239558858237,0.15515121359279,0.373488459959685,0.0793585256397619,0.650435999750695,-0.184398486020214,0.28895175286493
"PGEN_.00g313730","PGEN_.00g313730","PGEN_.00g313730","green","Q641Q2","WAC2A_HUMAN","GO:0005730; GO:0005769; GO:0005829; GO:0005886; GO:0008289; GO:0015031; GO:0031901; GO:0036010; GO:0042147; GO:0043231; GO:0071203","cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; WASH complex [GO:0071203]; lipid binding [GO:0008289]; protein localization to endosome [GO:0036010]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]",-0.500404326228518,0.00220353405858834,0.375910065977018,0.0260487811118052,0.372342468451044,0.0276165113683281,0.64144942077277,3.29055120581616e-05,0.126114875129437,0.470356461851227,-0.0276297108231765,0.874808998638065,0.641693543621732,3.2606778882975e-05,0.435165946544914,0.00898511577066978,0.30898811384244,0.0709034637427517,-0.237662995980558,0.169205586414156
"PGEN_.00g293880","PGEN_.00g293880","PGEN_.00g293880","green",NA,NA,NA,NA,-0.497166184512338,0.00237835804762031,0.655216236846736,1.94269486471199e-05,0.320008211897595,0.0609225274146005,0.959937760304106,8.37968853755629e-20,0.0443522599507224,0.800278613285195,-0.0900837900790207,0.606807241530153,0.718311752916654,1.18157718582434e-06,0.0838656092455575,0.631951485918537,-0.0430710345104906,0.805936545610466,-0.123336540666212,0.480268133072381
"PGEN_.00g275670","PGEN_.00g275670","PGEN_.00g275670","green",NA,NA,NA,NA,-0.496828714927897,0.00239725566794977,0.668267870387599,1.14962213221215e-05,0.24400941460583,0.157770771818919,0.861868209914396,2.94275634424942e-11,0.0983551496531085,0.574040695714949,-0.13497807069445,0.439470242007777,0.554969066530868,0.000540026154197739,-0.0172217675936737,0.921779606886737,-0.162767752182964,0.350187331941828,-0.229345772068633,0.185072563149349
"PGEN_.00g085800","PGEN_.00g085800","PGEN_.00g085800","green","P74615","Y1483_SYNY3","GO:0005615; GO:0030288","extracellular space [GO:0005615]; outer membrane-bounded periplasmic space [GO:0030288]",-0.494362949978188,0.00253935348583333,0.671900378879253,9.88886467101013e-06,0.336222449862679,0.0482914697491144,0.915295730181302,1.38927549658777e-14,0.0269733500561761,0.877760414458028,-0.0996710949044403,0.568902325696568,0.610266240310937,9.91777169617837e-05,0.153072775776178,0.380002290571775,0.0125110101360946,0.943134524166648,-0.233543220237659,0.17693872194995
"PGEN_.00g284500","PGEN_.00g284500","PGEN_.00g284500","green",NA,NA,NA,NA,-0.491328486224067,0.00272425858651659,0.725015498258833,8.39706610683396e-07,0.351255032687548,0.0385432469668287,0.968016548104794,2.16482720058554e-21,0.137777337261695,0.429951683340072,-0.0862226363175524,0.622370580654833,0.656478351213897,1.84861499761033e-05,0.0642785318564978,0.713733863409008,-0.0826587123663311,0.636880354741537,-0.1780990763144,0.306026473048179
"PGEN_.00g281940","PGEN_.00g281940","PGEN_.00g281940","green",NA,NA,NA,NA,-0.489926570412047,0.00281357117509358,0.731565606313725,5.95664530870543e-07,0.30957155433761,0.0703448765757287,0.960818938292337,5.84387489251296e-20,0.0890945439977298,0.610778830890064,-0.0984062722901105,0.573840686458854,0.611717843538315,9.44561059846271e-05,-0.00573891143341015,0.973898645214578,-0.125791328016841,0.471505139060561,-0.171719599040469,0.323954559970742
"PGEN_.00g057190","PGEN_.00g057190","PGEN_.00g057190","green","P03952","KLKB1_HUMAN","GO:0002542; GO:0004252; GO:0005576; GO:0005615; GO:0005886; GO:0006508; GO:0007597; GO:0022617; GO:0031638; GO:0031639; GO:0042730; GO:0051919; GO:0070062","extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; blood coagulation, intrinsic pathway [GO:0007597]; extracellular matrix disassembly [GO:0022617]; Factor XII activation [GO:0002542]; fibrinolysis [GO:0042730]; plasminogen activation [GO:0031639]; positive regulation of fibrinolysis [GO:0051919]; proteolysis [GO:0006508]; zymogen activation [GO:0031638]",-0.487949274243668,0.00294386725866259,0.617216992191541,7.83475845733599e-05,0.214383927946602,0.216201974529293,0.947530107140868,6.55247936348762e-18,0.0629451789635234,0.719429697459508,-0.133222929009575,0.445496722536985,0.72963652541648,6.59725139038852e-07,-0.0555526456722115,0.751271731941031,-0.18159749032266,0.296466777950895,-0.1735952420963,0.318617112125085
"PGEN_.00g216740","PGEN_.00g216740","PGEN_.00g216740","green",NA,NA,NA,NA,-0.487224409736416,0.00299293066472828,0.688258523358562,4.8877864202301e-06,0.348455508417514,0.0402263640644446,0.907854726669506,5.26708349211682e-14,0.152269104232456,0.382538740580817,-0.100261111299611,0.566605315251149,0.63650435245158,3.9515364393548e-05,-0.075475106204794,0.666529429339592,-0.136579679359314,0.434010118456016,-0.150299265319289,0.388797414811753
"PGEN_.00g230890","PGEN_.00g230890","PGEN_.00g230890","green",NA,NA,NA,NA,-0.48687245211506,0.00301700871973909,0.843141768299197,2.07093741659205e-10,0.399687452693233,0.0173685330523161,0.845594099699925,1.62784538445997e-10,0.211597162011262,0.222374868393852,-0.0632463933008885,0.718141653609486,0.303950184244142,0.075872219708973,0.018828697376294,0.91450657673505,-0.110180470565106,0.528638009925635,-0.126125579545498,0.470318483568423
"PGEN_.00g211330","PGEN_.00g211330","PGEN_.00g211330","green","Q6UVY6","MOXD1_HUMAN","GO:0004500; GO:0005507; GO:0005615; GO:0005737; GO:0005789; GO:0006589; GO:0016021; GO:0016715; GO:0030667; GO:0042420; GO:0042421","cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; secretory granule membrane [GO:0030667]; copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]; dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]",-0.48402919026264,0.00321777533439341,0.782821228126798,2.74766286774801e-08,0.3747688902676,0.0265420680955892,0.867788572881719,1.49569112146345e-11,0.295324934429609,0.0850031171677098,0.104351400262224,0.550799127449346,0.467901977069517,0.00459066938342426,-0.181602121272284,0.296454251225157,-0.263959946615564,0.125469478774205,-0.101969632144962,0.559977862734777
"PGEN_.00g095550","PGEN_.00g095550","PGEN_.00g095550","green","P47990","XDH_CHICK","GO:0004854; GO:0004855; GO:0005506; GO:0005777; GO:0005829; GO:0009055; GO:0009115; GO:0030151; GO:0034418; GO:0043546; GO:0050660; GO:0051537; GO:0070674; GO:0071949","cytosol [GO:0005829]; peroxisome [GO:0005777]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; hypoxanthine dehydrogenase activity [GO:0070674]; iron ion binding [GO:0005506]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; xanthine dehydrogenase activity [GO:0004854]; xanthine oxidase activity [GO:0004855]; urate biosynthetic process [GO:0034418]; xanthine catabolic process [GO:0009115]",-0.482487876604702,0.00333138353891876,0.76579100777238,8.31514104816474e-08,0.613057005244698,9.02805972870634e-05,0.764186814895896,9.18544931955654e-08,0.203200219073664,0.241697941607285,0.113270531770912,0.517068502142908,0.299168238216628,0.0808351541992834,0.391238887654748,0.0201233055910677,0.296292724382299,0.0839382928319194,-0.188650946412224,0.277778592677839
"PGEN_.00g293270","PGEN_.00g293270","PGEN_.00g293270","green","P86854","PLCL_MYTGA","GO:0005576; GO:0030246","extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]",-0.481760622621805,0.00338618655547329,0.542457339198259,0.000761454478872871,0.22728521094503,0.189160601331084,0.682413369778095,6.31953227019311e-06,0.287086027594334,0.0944947455184464,-0.0361766319426743,0.836542180256355,0.508574689196189,0.00181138880745892,-0.0110221115581325,0.949892851744453,-0.146800997541038,0.400057667775519,-0.242385557588808,0.160641937066343
"PGEN_.00g244450","PGEN_.00g244450","PGEN_.00g244450","green",NA,NA,NA,NA,-0.47562878136596,0.00388021500924111,0.857966470512828,4.52013272242854e-11,0.403410621951585,0.0162587602929353,0.909216174359223,4.16302833379343e-14,0.185927237276891,0.284902252440758,-0.0837573219366223,0.632393090104465,0.37715913866946,0.0255175407447195,0.0207472584386511,0.90583207269414,-0.103127697756335,0.555506143404341,-0.137820893169174,0.429804485188206
"PGEN_.00g340090","PGEN_.00g340090","PGEN_.00g340090","green","A6H584","CO6A5_MOUSE","GO:0005576; GO:0005581; GO:0007155; GO:0031012; GO:0062023","collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; cell adhesion [GO:0007155]",-0.475223239807354,0.00391498211962505,0.674202785024018,8.97887318511721e-06,0.248793854575749,0.149527135327961,0.950770448856545,2.34497125434082e-18,0.0444509095187974,0.799843383885734,-0.138216834966267,0.428467672106096,0.641335817444776,3.30453709455191e-05,-0.0249223161206605,0.886993442056462,-0.139450788242323,0.42431632289962,-0.221199104283474,0.201604544836063
"PGEN_.00g057170","PGEN_.00g057170","PGEN_.00g057170","green","P14272","KLKB1_RAT","GO:0004252; GO:0005615; GO:0006954; GO:0007596; GO:0031639; GO:0042730; GO:0051919; GO:0097421","extracellular space [GO:0005615]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; inflammatory response [GO:0006954]; liver regeneration [GO:0097421]; plasminogen activation [GO:0031639]; positive regulation of fibrinolysis [GO:0051919]",-0.470447978482968,0.00434509352737917,0.688844965901617,4.76186593176458e-06,0.266068111518604,0.122367646836336,0.978070733453549,4.60627649462975e-24,0.0524859422624892,0.764603948858921,-0.174799286860115,0.315219925600059,0.688616909438446,4.81047817615264e-06,0.00910721989025706,0.95858981545393,-0.126863580569934,0.46770402213875,-0.222884496764755,0.19810295444169
"PGEN_.00g062570","PGEN_.00g062570","PGEN_.00g062570","green","Q8K385","FRRS1_MOUSE","GO:0000293; GO:0016021; GO:0046872","integral component of membrane [GO:0016021]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]",-0.469687436824471,0.00441723386009068,0.766646175106861,7.8828840285136e-08,0.310148914753396,0.0697955052211703,0.907332969166829,5.75843019059944e-14,0.0942466953225687,0.590216281318818,-0.159035183470953,0.36149420152451,0.486168011525538,0.00306570706507331,0.0407921300218951,0.816024068597275,-0.105761911773586,0.545396877834125,-0.264372925856597,0.124857289905602
"PGEN_.00g236660","PGEN_.00g236660","PGEN_.00g236660","green",NA,NA,NA,NA,-0.467622959699598,0.00461829670736738,0.731983653418514,5.82557524903259e-07,0.28129216759826,0.101640203699668,0.94180996996873,3.46158769459681e-17,0.137730695023929,0.430109342766494,-0.0636777576565326,0.71629839653827,0.608745735955046,0.000104350050431432,-0.12569931628662,0.471832074058516,-0.240098705274127,0.164748926759098,-0.160516903620218,0.356979845473182
"PGEN_.00g078540","PGEN_.00g078540","PGEN_.00g078540","green","A6H584","CO6A5_MOUSE","GO:0005576; GO:0005581; GO:0007155; GO:0031012; GO:0062023","collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; cell adhesion [GO:0007155]",-0.464775823762351,0.00490851457393142,0.753459592683009,1.75290578010517e-07,0.338020279036981,0.047030987934133,0.942273442359944,3.04426288440533e-17,0.101769126680027,0.56075377514281,-0.135010320212808,0.439359928950199,0.536928919663865,0.000882580577624983,0.0174410384903294,0.920786797039602,-0.0893741623759808,0.609655114654509,-0.171412852884351,0.324832709471263
"PGEN_.00g247650","PGEN_.00g247650","PGEN_.00g247650","green",NA,NA,NA,NA,-0.463559510776875,0.00503721083222102,0.559371618619423,0.0004769767858037,0.235804842640499,0.172662990166287,0.906974291771834,6.12067347145258e-14,0.0384060839179369,0.826617074733363,-0.105686088238112,0.545686642406065,0.758056539382921,1.33427397179029e-07,-0.0459752581560054,0.793125761303746,-0.145117271999588,0.405543199833091,-0.0914016290012525,0.601533604605037
"PGEN_.00g156660","PGEN_.00g156660","PGEN_.00g156660","green",NA,NA,NA,NA,-0.462079695837874,0.00519769973195949,0.869240560431342,1.26067751314512e-11,0.452965165225475,0.00628660262322967,0.884431503873093,1.84783722376302e-12,0.207268765332796,0.232199265566616,-0.0464870266768209,0.790873711656194,0.327762988536087,0.0545902186109154,0.0847926911912651,0.628175909608075,-0.0332432420475111,0.849638751531947,-0.137285464659144,0.431615914431167
"PGEN_.00g215630","PGEN_.00g215630","PGEN_.00g215630","green","P72745","Y1101_SYNY3","","",-0.460744839384452,0.0053462260348284,0.762537650103821,1.01669996906213e-07,0.514527246333069,0.00156557147831649,0.817041130158887,2.13557416216859e-09,0.243312705247876,0.158998058476224,0.069439303286463,0.691833532657048,0.472662318091211,0.00414082156618434,-0.018881500142798,0.914267701842681,-0.0582882829955588,0.739438132557586,-0.131343141127569,0.452000687191802
"PGEN_.00g227770","PGEN_.00g227770","PGEN_.00g227770","green",NA,NA,NA,NA,-0.457973205491094,0.00566632358270108,0.601412570847427,0.000132863445755798,0.221856961135841,0.200232689216777,0.957145921660411,2.49424869015539e-19,-0.00625343292066007,0.971559437642548,-0.153923324035904,0.377328661913694,0.731612607307136,5.94177528111238e-07,0.00383428527190711,0.982559502938397,-0.115472102295603,0.508902619901175,-0.210255523504758,0.225389193045371
"PGEN_.00g050040","PGEN_.00g050040","PGEN_.00g050040","green","B3EWZ9","HEPHL_ACRMI","GO:0005507; GO:0006825; GO:0016021; GO:0016491","integral component of membrane [GO:0016021]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]; copper ion transport [GO:0006825]",-0.457150028040502,0.00576451031549654,0.775203287913964,4.5625114156276e-08,0.450930264571005,0.00655479750654273,0.879643301032644,3.47961841531224e-12,0.15943126521553,0.360284130593422,-0.0395793636198327,0.821404340724128,0.441096804682558,0.00799340379192461,0.0807577499772174,0.644674834047799,0.00146132991218259,0.993352613863382,-0.133002019044041,0.446258410725512
"PGEN_.00g029060","PGEN_.00g029060","PGEN_.00g029060","green","Q9VCA2","ORCT_DROME","GO:0006811; GO:0006915; GO:0016021; GO:0022857","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; apoptotic process [GO:0006915]; ion transport [GO:0006811]",-0.452694589749892,0.00632171189540382,0.786597434581603,2.12091027379996e-08,0.664956728405489,1.31645640029746e-05,0.762383182117711,1.02637172420202e-07,0.182135980135974,0.295012425722361,0.0817494242005034,0.640603976775998,0.290269186302384,0.0907360020387008,0.290968875310755,0.0899253849626349,0.264194558016314,0.125121424357559,-0.0527331656592165,0.763526641215339
"PGEN_.00g315380","PGEN_.00g315380","PGEN_.00g315380","green","P41366","VMO1_CHICK","GO:0005615; GO:0005623","cell [GO:0005623]; extracellular space [GO:0005615]",-0.450800740910556,0.00657219544464498,0.723004107295547,9.31279945625882e-07,0.403727561924991,0.0161670979862665,0.844115667231058,1.88303872971919e-10,0.160509944732867,0.357000967619993,0.0349541249682466,0.841995209690859,0.504067628981767,0.00201938291914512,-0.0324685437335456,0.853104276201714,-0.107463700418751,0.538912611020871,-0.0691015074236119,0.693259742028942
"PGEN_.00g147360","PGEN_.00g147360","PGEN_.00g147360","green",NA,NA,NA,NA,-0.450125665505408,0.00666351544581657,0.732564208801087,5.64794111566553e-07,0.344104163517712,0.0429599862499195,0.961515340064612,4.36957343108615e-20,0.07223631538088,0.680064683159106,-0.124865562649661,0.474799982168063,0.582941005662431,0.000238034886739357,0.0881153006709467,0.61472104946552,-0.0503866282336975,0.773769304069264,-0.184781274792251,0.287934332554829
"PGEN_.00g208950","PGEN_.00g208950","PGEN_.00g208950","green",NA,NA,NA,NA,-0.449711791263848,0.00672003771990849,0.626553549723101,5.65730447053525e-05,0.222258426640589,0.199398697472653,0.951322132215425,1.95510955618475e-18,0.0224979198373309,0.897926016502863,-0.20763614698143,0.231354175407584,0.69276809284739,3.99276047195666e-06,0.0583304520621388,0.739256172856406,-0.0914694587535883,0.601262702668909,-0.288707663499959,0.0925652880295594
