"","substanceBXH","geneSymbol","moduleColor","Uniprot","HGNC","GO.terms","GO.description","GS.taocTAOC","p.GS.taocTAOC","MM.pink","p.MM.pink","MM.blue","p.MM.blue","MM.green","p.MM.green","MM.yellow","p.MM.yellow","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.turquoise","p.MM.turquoise","MM.red","p.MM.red"
"PGEN_.00g129800","PGEN_.00g129800","PGEN_.00g129800","pink","Q04336","YM54_YEAST","GO:0004573; GO:0005737; GO:0009311","cytoplasm [GO:0005737]; mannosyl-oligosaccharide glucosidase activity [GO:0004573]; oligosaccharide metabolic process [GO:0009311]",-0.536475919997681,0.00089322149450685,0.84379022919289,1.94398878429106e-10,0.586614044593167,0.000212569124384923,0.693478397940171,3.86629232045119e-06,0.268470111333759,0.118903537445576,0.0563494612718927,0.747819034094818,0.142927493480609,0.412741152264618,0.124987915321508,0.4743638330417,0.117441415481151,0.501653229499344,-0.209064991805511,0.228087216902547
"PGEN_.00g010050","PGEN_.00g010050","PGEN_.00g010050","pink","P0C6B8","SVEP1_RAT","GO:0003682; GO:0005509; GO:0005576; GO:0005737; GO:0007155; GO:0016020","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell adhesion [GO:0007155]",-0.526840909467276,0.00114805002337655,0.7788117445099,3.59711299577122e-08,0.563928434349973,0.000418692424246261,0.484174830063471,0.00320721651763839,0.668498019243102,1.13877355592009e-05,0.281910879902696,0.100858158238581,0.0525748588986985,0.764216433071149,-0.00725637809889009,0.967000360969686,-0.0823406333393473,0.63818193045745,0.00709136451624863,0.967750394463477
"PGEN_.00g325810","PGEN_.00g325810","PGEN_.00g325810","pink",NA,NA,NA,NA,-0.525573357885568,0.00118593932572397,0.936448563999282,1.4234797263501e-16,0.507704278451015,0.00185002823511171,0.740332855756366,3.70306936571431e-07,0.529986751377023,0.00105858476330463,0.0514877021280789,0.768958309345115,0.127463304028689,0.465585097045864,-0.0548555911420342,0.75429605513523,-0.158771523591412,0.36230105530737,-0.098706907207379,0.572665137321395
"PGEN_.00g195210","PGEN_.00g195210","PGEN_.00g195210","pink","Q9NR16","C163B_HUMAN","GO:0005044; GO:0005576; GO:0009897; GO:0016021","external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; scavenger receptor activity [GO:0005044]",-0.511414950109685,0.00169017505726521,0.9075354865545,5.56284443164816e-14,0.58707788079959,0.000209533139111072,0.585590251093545,0.000219409966073101,0.613818900178174,8.79798491277006e-05,0.131244124035836,0.452344693950396,-0.0367577304368706,0.833952780946213,-0.221089586407853,0.201833559942348,-0.216379954631994,0.211853604933411,0.172203508456792,0.322572230984609
"PGEN_.00g299490","PGEN_.00g299490","PGEN_.00g299490","pink",NA,NA,NA,NA,-0.510828083840974,0.00171462083394875,0.790490399050946,1.61521000445949e-08,0.354947179721663,0.0364111990794739,0.62656032100459,5.65594700081825e-05,0.476866164495735,0.00377578096826764,-0.0282181862934677,0.87216424858021,0.142022523434735,0.415736799073392,-0.272850140837693,0.112776231885906,-0.325640392617422,0.0562689616533725,0.202361337663465,0.243688403289245
"PGEN_.00g258380","PGEN_.00g258380","PGEN_.00g258380","pink","Q9NPA5",NA,NA,NA,-0.506371254126868,0.00191060321590638,0.706209394038431,2.13744293509578e-06,0.539542897596778,0.000823337738884083,0.439607876305005,0.00823314003016689,0.653415405317571,2.08445830799692e-05,-0.0265228555731865,0.879787065117129,0.0626792392732256,0.720567532964534,0.0398568693560294,0.820172508030086,0.0185487952298377,0.915772950984611,0.213706219753177,0.217692204398772
"PGEN_.00g070390","PGEN_.00g070390","PGEN_.00g070390","pink",NA,NA,NA,NA,-0.503618003260369,0.00204123519760894,0.728182886994428,7.12107102997855e-07,0.602252635320822,0.000129275767995686,0.514053755531033,0.00158399193565478,0.49128687129742,0.00272687378302006,0.176560568389099,0.310291556366681,0.0628302857240878,0.719921201019784,-0.0329299873532061,0.851039730827128,-0.00684313541794005,0.968878717108867,0.507219056684247,0.00187188003250981
"PGEN_.00g065700","PGEN_.00g065700","PGEN_.00g065700","pink","P80174","SODC_CARCR","GO:0004784; GO:0005634; GO:0005737; GO:0046872","cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]",-0.502933813027476,0.00207488427733152,0.900100892736193,1.88287187389965e-13,0.57426037456742,0.000309368895515035,0.710522003554609,1.73635517193986e-06,0.381092127720029,0.0239028604373911,0.102782392952913,0.556837751113958,0.102934437334947,0.556251235733284,-0.0894903536114574,0.60918842904999,-0.122510984778795,0.483234068912168,0.0167259023122087,0.924025201055839
"PGEN_.00g030070","PGEN_.00g030070","PGEN_.00g030070","pink",NA,NA,NA,NA,-0.501433434513768,0.00215037650171306,0.881596635691663,2.69666431215806e-12,0.684142527787979,5.86060068038526e-06,0.597923997424502,0.000148737657253246,0.596391482743955,0.000156233610359295,0.0931334436218796,0.594633520197256,0.0300591333081484,0.863899513867197,0.179677556593446,0.301689293485859,0.149351384187494,0.391830130207994,-0.145922759611084,0.40291361563719
"PGEN_.00g194390","PGEN_.00g194390","PGEN_.00g194390","pink","Q9UGM3","DMBT1_HUMAN","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]; calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]",-0.497516210964638,0.00235889472003507,0.84147454701137,2.43354227083667e-10,0.499297747023723,0.00226197054799274,0.672076383714297,9.81644922194454e-06,0.486983652620032,0.00300938315969313,0.126860496773245,0.467714930870437,0.114619325424996,0.512058002200347,-0.132044067346781,0.449569555718072,-0.192278267821502,0.268472759425876,-0.0870494963257124,0.619023835007375
"PGEN_.00g059520","PGEN_.00g059520","PGEN_.00g059520","pink",NA,NA,NA,NA,-0.495696466051471,0.00246161977608411,0.631671669712221,4.71117714325628e-05,0.417131390157034,0.012667829081086,0.569579045664123,0.000355270457466267,0.153494604744508,0.37867492066518,0.283838328087614,0.0984511759264891,0.183246485149448,0.292027594751649,-0.145373686810842,0.404705052432525,-0.150209580676673,0.389083772789462,0.131050478475088,0.453017868037623
"PGEN_.00g196070","PGEN_.00g196070","PGEN_.00g196070","pink","Q9UGM3","DMBT1_HUMAN","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]; calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]",-0.482553024088588,0.00332651206587033,0.924707378879668,2.1366931227926e-15,0.598931643565401,0.000143986417165022,0.632028089088973,4.6509488251107e-05,0.601189272085312,0.000133832005224272,0.0730171256690663,0.676792390747668,-0.0117638867082229,0.946525367436821,-0.135780615500251,0.436729559191332,-0.151918369916762,0.383648779930424,0.159862949584576,0.358968055344605
"PGEN_.00g171540","PGEN_.00g171540","PGEN_.00g171540","pink","Q13951","PEBB_HUMAN","GO:0000122; GO:0000209; GO:0000981; GO:0001649; GO:0001959; GO:0003677; GO:0003700; GO:0003712; GO:0003713; GO:0005634; GO:0005654; GO:0006366; GO:0006367; GO:0016020; GO:0016513; GO:0030098; GO:0030099; GO:0030111; GO:0033146; GO:0043371; GO:0043378; GO:0043565; GO:0045589; GO:0045616; GO:0045637; GO:0045652; GO:0045944; GO:0048469; GO:0050855; GO:0060216; GO:1902036; GO:2000810","core-binding factor complex [GO:0016513]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; cell maturation [GO:0048469]; definitive hemopoiesis [GO:0060216]; lymphocyte differentiation [GO:0030098]; myeloid cell differentiation [GO:0030099]; negative regulation of CD4-positive, alpha-beta T cell differentiation [GO:0043371]; negative regulation of transcription by RNA polymerase II [GO:0000122]; osteoblast differentiation [GO:0001649]; positive regulation of CD8-positive, alpha-beta T cell differentiation [GO:0043378]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein polyubiquitination [GO:0000209]; regulation of B cell receptor signaling pathway [GO:0050855]; regulation of bicellular tight junction assembly [GO:2000810]; regulation of cytokine-mediated signaling pathway [GO:0001959]; regulation of hematopoietic stem cell differentiation [GO:1902036]; regulation of intracellular estrogen receptor signaling pathway [GO:0033146]; regulation of keratinocyte differentiation [GO:0045616]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of myeloid cell differentiation [GO:0045637]; regulation of regulatory T cell differentiation [GO:0045589]; regulation of Wnt signaling pathway [GO:0030111]; transcription by RNA polymerase II [GO:0006366]; transcription initiation from RNA polymerase II promoter [GO:0006367]",-0.476755091424108,0.00378505490162641,0.721363150977682,1.01267145186085e-06,0.655248879718005,1.94020791255579e-05,0.370636089023834,0.0283933290415609,0.575330386569289,0.000299651464067896,-0.01376284504567,0.937455263762914,-0.101122014998341,0.56326133706103,0.378344310835901,0.0250217713748538,0.348626258982001,0.0401220327881182,-0.150369523774342,0.388573169049611
"PGEN_.00g156620","PGEN_.00g156620","PGEN_.00g156620","pink","Q61555","FBN2_MOUSE","GO:0001527; GO:0005201; GO:0005509; GO:0005576; GO:0030326; GO:0030501; GO:0031012; GO:0035108; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023","collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; microfibril [GO:0001527]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; bone trabecula formation [GO:0060346]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; embryonic limb morphogenesis [GO:0030326]; limb morphogenesis [GO:0035108]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; sequestering of TGFbeta in extracellular matrix [GO:0035583]",-0.476662608180099,0.00379279174269111,0.656024914879227,1.88192816389133e-05,0.5778786366685,0.000277597219177439,0.416318187432374,0.0128601706840689,0.278485239628403,0.105246065502562,0.149354258856964,0.391820912154174,-0.0869174801737008,0.619557672359479,0.250433253202841,0.146775857440671,0.233123251529142,0.177740906025253,-0.151371340365711,0.385383823316165
"PGEN_.00g092530","PGEN_.00g092530","PGEN_.00g092530","pink","Q9CQV1","TIM16_MOUSE","GO:0001405; GO:0001503; GO:0005737; GO:0005739; GO:0005743; GO:0005744; GO:0005759; GO:0030150; GO:0031314; GO:0032780; GO:0032991; GO:0043066; GO:0071897; GO:0090201; GO:1902511; GO:2001234","cytoplasm [GO:0005737]; extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; PAM complex, Tim23 associated import motor [GO:0001405]; protein-containing complex [GO:0032991]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; DNA biosynthetic process [GO:0071897]; negative regulation of apoptotic DNA fragmentation [GO:1902511]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of ATPase activity [GO:0032780]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; ossification [GO:0001503]; protein import into mitochondrial matrix [GO:0030150]",-0.471538095617633,0.00424346797957515,0.60832288644552,0.000105830925124928,0.456209110657045,0.00587852849364274,0.443845573817431,0.00756644909568247,0.17214726886341,0.322732695515055,0.219001909859629,0.206233767549709,-0.0013696209136923,0.99376977696093,0.251045916295349,0.145757208696981,0.166733654743344,0.338411034067827,-0.135464893745022,0.437806623876827
"PGEN_.00g116020","PGEN_.00g116020","PGEN_.00g116020","pink","B3EWY8","SAAR2_ACRMI","GO:0016021","integral component of membrane [GO:0016021]",-0.471132122088287,0.00428107189433867,0.835841564362463,4.14178000738469e-10,0.532714860999919,0.000986036075562767,0.684391620787563,5.79705318187553e-06,0.394879548322475,0.0188946735037463,0.103222237728083,0.555141825297214,0.104325488591637,0.550898603324679,0.157474084950079,0.366287135849822,0.0270567602399137,0.877385258437417,-0.167262722050615,0.336858581629003
"PGEN_.00g038910","PGEN_.00g038910","PGEN_.00g038910","pink","Q9Z1T5","DEAF1_MOUSE","GO:0000122; GO:0000977; GO:0001227; GO:0001650; GO:0001662; GO:0001843; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006357; GO:0006366; GO:0008542; GO:0033599; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048706","cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; behavioral fear response [GO:0001662]; embryonic skeletal system development [GO:0048706]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; neural tube closure [GO:0001843]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of mammary gland epithelial cell proliferation [GO:0033599]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]; visual learning [GO:0008542]",-0.459497344703844,0.00548831972480652,0.87811670495169,4.23379313494839e-12,0.706073266253276,2.15138201850891e-06,0.583957912038015,0.000230724922250297,0.687184061842655,5.12640108373406e-06,0.114179019124497,0.513690992381978,0.0579890581253427,0.740729688227828,0.0927470937350268,0.596169866169928,0.077907640883818,0.656430980662696,-0.0404817254029722,0.817400359135162
"PGEN_.00g046040","PGEN_.00g046040","PGEN_.00g046040","pink","B8D0W1","ALR_HALOH","GO:0008784; GO:0030170; GO:0030632","alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]",-0.438888733663591,0.00835111030312547,0.774368515973022,4.81749416840746e-08,0.598535430415287,0.000145838144808517,0.632318094088441,4.60245740952271e-05,0.348518758246106,0.0401876918762673,-0.0499814205279328,0.775541903620405,0.159628797453852,0.359681556407838,0.147647808694065,0.397314941132497,0.140322738394633,0.421396424786161,0.00536354582353506,0.975605334188592
"PGEN_.00g210210","PGEN_.00g210210","PGEN_.00g210210","pink","Q6DFJ6","TBK1_XENLA","GO:0004674; GO:0005524; GO:0005737; GO:0018105; GO:0018107; GO:0032479; GO:0045087","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; innate immune response [GO:0045087]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; regulation of type I interferon production [GO:0032479]",-0.436255671264392,0.00879542601985036,0.659495374441342,1.64023959129726e-05,0.502539550525083,0.00209449385554284,0.574527853272751,0.00030691376706533,0.225143013806705,0.193477468342325,-0.143508548314859,0.410824183943932,0.2024182687261,0.243552973427009,0.449499754826908,0.00674915405515361,0.335029525859124,0.0491426740616725,-0.320577545873403,0.0604387422369239
"PGEN_.00g213500","PGEN_.00g213500","PGEN_.00g213500","pink","P9WQE8","PHAS_MYCTO","GO:0006633; GO:0016491; GO:0016746; GO:0031177","oxidoreductase activity [GO:0016491]; phosphopantetheine binding [GO:0031177]; transferase activity, transferring acyl groups [GO:0016746]; fatty acid biosynthetic process [GO:0006633]",-0.432280176486451,0.00950434762035056,0.645592070907591,2.8157055389253e-05,0.333793924289181,0.0500369444911609,0.535940241128095,0.000905950641854932,0.388844413351038,0.0209670627247161,-0.0742448216220686,0.67165901646133,0.118079257829495,0.499316451923747,0.0501500260798619,0.77480419490148,-0.0676146065609322,0.69954986626769,-0.231958241313578,0.17997970541598
"PGEN_.00g227660","PGEN_.00g227660","PGEN_.00g227660","pink","P60843","IF4A1_MOUSE","GO:0002183; GO:0003723; GO:0003724; GO:0003725; GO:0003743; GO:0005524; GO:0005737","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; translation initiation factor activity [GO:0003743]; cytoplasmic translational initiation [GO:0002183]",-0.427788679663068,0.0103631639500891,0.674672264017924,8.80294725790216e-06,0.676523285232209,8.13946062277287e-06,0.348761670681351,0.040039449788114,0.414978320126074,0.0131824524827201,0.167838711473318,0.335173419275292,-0.164569698133753,0.344806267943476,0.395710434911592,0.0186232171602943,0.401929564277642,0.0166928885131162,-0.106322046259223,0.543258546374827
