"","substanceBXH","geneSymbol","moduleColor","Uniprot","HGNC","GO.terms","GO.description","GS.taocTAOC","p.GS.taocTAOC","MM.pink","p.MM.pink","MM.blue","p.MM.blue","MM.green","p.MM.green","MM.yellow","p.MM.yellow","MM.black","p.MM.black","MM.brown","p.MM.brown","MM.grey","p.MM.grey","MM.turquoise","p.MM.turquoise","MM.red","p.MM.red"
"PGEN_.00g228590","PGEN_.00g228590","PGEN_.00g228590","blue","O35344","IMA4_MOUSE","GO:0005643; GO:0005654; GO:0005829; GO:0006607; GO:0008022; GO:0008139; GO:0061608","cytosol [GO:0005829]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; protein C-terminus binding [GO:0008022]; NLS-bearing protein import into nucleus [GO:0006607]",-0.580496911481883,0.000256457731071459,0.52516509109917,0.00119837534345865,0.658043691431517,1.73768205376285e-05,0.466870486103277,0.00469352052748737,0.181126156226295,0.297743503748431,0.223073271083385,0.19771341365868,0.0997966360516741,0.568413222550992,0.625881931627907,5.79341651735898e-05,0.593172962391584,0.000173089066415995,-0.147818414445208,0.396763680151615
"PGEN_.00g058030","PGEN_.00g058030","PGEN_.00g058030","blue","Q962Q6","RS24_SPOFR","GO:0003735; GO:0005840; GO:0006412","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]",-0.575593669462805,0.000297302586925275,0.740680552273011,3.6325121452923e-07,0.901068723554906,1.61537400615336e-13,0.370453556574989,0.0284774777414258,0.560416616849791,0.000463008456863933,0.51354328338305,0.00160406385101363,-0.10342878147896,0.554346278344938,0.159800316985047,0.359158824268359,0.299012315458157,0.0810011086575424,0.0921524866767377,0.598537723957129
"PGEN_.00g046400","PGEN_.00g046400","PGEN_.00g046400","blue","P62263","RS14_HUMAN","GO:0000028; GO:0000122; GO:0000184; GO:0000462; GO:0003723; GO:0003735; GO:0005654; GO:0005730; GO:0005829; GO:0005925; GO:0006364; GO:0006412; GO:0006413; GO:0006614; GO:0014069; GO:0016020; GO:0019083; GO:0022627; GO:0030218; GO:0030490; GO:0045182; GO:0048027; GO:0070062; GO:0070181","cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]; erythrocyte differentiation [GO:0030218]; maturation of SSU-rRNA [GO:0030490]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]",-0.575426978913821,0.000298787799740101,0.60227883786367,0.000129165276737788,0.887542804854859,1.20643991469484e-12,0.286790459132817,0.0948497066498353,0.597165620959045,0.000152405780062706,0.495632770380227,0.00246528498772076,-0.0576055509200662,0.742386054018646,0.394152338694187,0.0191349573672987,0.483883916558176,0.00322833767291621,0.0654005224240215,0.708952676212097
"PGEN_.00g131210","PGEN_.00g131210","PGEN_.00g131210","blue","Q90240","CBPD_ANAPL","GO:0004181; GO:0004185; GO:0005886; GO:0006508; GO:0008270; GO:0016021","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metallocarboxypeptidase activity [GO:0004181]; serine-type carboxypeptidase activity [GO:0004185]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]",-0.571707807449837,0.00033369464669241,0.438563270716374,0.00840497213964982,0.672842374066584,9.50687408150008e-06,0.277913250581831,0.105992585930016,0.267686490870514,0.120025502703179,0.242818177080142,0.159873363942984,-0.0136998566074068,0.937740956307319,0.653027104776025,2.11622865397663e-05,0.651430462453789,2.25153095616587e-05,-0.00707357200231854,0.967831268117568
"PGEN_.00g111800","PGEN_.00g111800","PGEN_.00g111800","blue","Q9DBG7","SRPRA_MOUSE","GO:0003924; GO:0005047; GO:0005525; GO:0005785; GO:0005789; GO:0006605; GO:0006614; GO:0016020; GO:0045047","endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; signal recognition particle receptor complex [GO:0005785]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; protein targeting [GO:0006605]; protein targeting to ER [GO:0045047]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",-0.569602132455429,0.000355029950726473,0.612540709851375,9.18703171005061e-05,0.733418286593614,5.39563796097868e-07,0.416283525896602,0.0128684233853122,0.546292298706218,0.000686311859585042,0.42501561525457,0.0109255873056513,0.0769428687814424,0.660429109467607,0.307689811378818,0.0721589039636012,0.323630422672906,0.0578961586952474,0.00996093801843183,0.954711799402129
"PGEN_.00g243720","PGEN_.00g243720","PGEN_.00g243720","blue","Q9Y3D5","RT18C_HUMAN","GO:0003735; GO:0005743; GO:0005763; GO:0006412; GO:0070125; GO:0070126; GO:0070181","mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; mitochondrial translational elongation [GO:0070125]; mitochondrial translational termination [GO:0070126]; translation [GO:0006412]",-0.569267305813166,0.000358532253674578,0.432312028222997,0.00949848032193721,0.821554925146175,1.46583639344164e-09,0.226697560893993,0.190338009253805,0.14714355365027,0.398946861937886,0.502202628488492,0.00211137964300762,-0.0796430562439751,0.649262844917956,0.531697876407488,0.00101255094968849,0.68072608789176,6.79868078133395e-06,0.0145015999816281,0.934105123769076
"PGEN_.00g126260","PGEN_.00g126260","PGEN_.00g126260","blue","Q9U639","HSP7D_MANSE","GO:0005524; GO:0005634","nucleus [GO:0005634]; ATP binding [GO:0005524]",-0.565901495738557,0.000395486749800925,0.804074831939466,5.9598361763985e-09,0.768577598781679,6.9817185902483e-08,0.540552905456968,0.000801406309275344,0.426658845301212,0.0105892748153808,0.476309032456213,0.00382249713947314,0.0411973961068995,0.814227990520265,0.00806036960087362,0.963346401728851,0.0874328947524223,0.617474563243021,-0.0253433566122637,0.885096833125835
"PGEN_.00g300260","PGEN_.00g300260","PGEN_.00g300260","blue","P81439","EQST_ACTEQ","GO:0004869; GO:0005576","extracellular region [GO:0005576]; cysteine-type endopeptidase inhibitor activity [GO:0004869]",-0.56324277339483,0.000427035823251326,0.468669621394004,0.00451539489884943,0.833223304455791,5.26753309945855e-10,0.280701310706298,0.102391329625036,0.168749844792521,0.33251832874667,0.500906489963419,0.00217745361328688,-0.0221407763555895,0.899538131045715,0.583278248590901,0.000235588016751855,0.697325906978746,3.2425564380049e-06,0.0264058875233355,0.880313395542981
"PGEN_.00g078270","PGEN_.00g078270","PGEN_.00g078270","blue","Q8VHE0","SEC63_MOUSE","GO:0001889; GO:0005783; GO:0006614; GO:0006620; GO:0006807; GO:0010259; GO:0016020; GO:0016021; GO:0031204; GO:0031207","endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; Sec62/Sec63 complex [GO:0031207]; liver development [GO:0001889]; multicellular organism aging [GO:0010259]; nitrogen compound metabolic process [GO:0006807]; posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",-0.562862154040662,0.000431730913605407,0.605954056881829,0.000114481780377687,0.78383853937411,2.56383774514532e-08,0.193832414622065,0.264548868588815,0.741146215283775,3.53995037922066e-07,0.426312597752643,0.0106594002178789,-0.201426289717108,0.245919952491962,0.351148938998775,0.0386059745696874,0.369313863184844,0.0290075277230603,-0.00232525911812092,0.989422899065414
"PGEN_.00g238340","PGEN_.00g238340","PGEN_.00g238340","blue","I3J7Q8","HISAT_ORENI","GO:0047981","histidine N-acetyltransferase activity [GO:0047981]",-0.561432021243777,0.000449785276353932,0.799248524236532,8.56676216363616e-09,0.746637436318252,2.6001961386405e-07,0.653793452969713,2.05394296936246e-05,0.289298509016952,0.0918698352485117,0.307760426359986,0.0720901769629832,0.147986490093768,0.396221025099026,0.140118684955365,0.422078728685805,0.185921462328875,0.284917480432912,0.10458712102334,0.549894573931241
"PGEN_.00g015320","PGEN_.00g015320","PGEN_.00g015320","blue","A7SL20","RRP36_NEMVE","GO:0000462; GO:0000469; GO:0005730; GO:0030686","90S preribosome [GO:0030686]; nucleolus [GO:0005730]; cleavage involved in rRNA processing [GO:0000469]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",-0.55842949970876,0.00048988966897671,0.570099549089133,0.00034988322354115,0.647713906115418,2.59735232436558e-05,0.362766323902271,0.0322117567439407,0.379046091417772,0.0247319762460749,0.429780831053922,0.00997445269751921,0.011443648246682,0.947979066160975,0.157458265214263,0.366335898722713,0.210689483534344,0.224411165445725,0.00602065674670721,0.972617697645145
"PGEN_.00g156550","PGEN_.00g156550","PGEN_.00g156550","blue","Q5SSI6","UTP18_MOUSE","GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0031965; GO:0032040; GO:0034388","nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; rRNA processing [GO:0006364]",-0.5560993901337,0.000523170331613619,0.516778899436041,0.00148052248068155,0.795828193915711,1.10141066774597e-08,0.262418386572031,0.127774355237855,0.213197430071815,0.218815612923695,0.470915402571477,0.00430126352501697,-0.127197421479521,0.466523877032494,0.393593903480085,0.0193211988034137,0.491814055708434,0.00269390509315646,0.150365603874095,0.388585678319746
"PGEN_.00g047700","PGEN_.00g047700","PGEN_.00g047700","blue","Q9GPH3","ATFC_BOMMO","GO:0003677; GO:0003700; GO:0005634; GO:0006986","nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; response to unfolded protein [GO:0006986]",-0.554686983431393,0.000544307132150608,0.512887161033812,0.00163019024845036,0.729776724904171,6.54864691308069e-07,0.110684671577545,0.526741685874489,0.570232962961906,0.000348514159138912,0.602196488376979,0.000129512815005975,-0.247081366844025,0.152440943795243,0.347114653498826,0.041053294420693,0.387588153679868,0.0214213644691349,-0.10355190339478,0.553872301449137
"PGEN_.00g229190","PGEN_.00g229190","PGEN_.00g229190","blue","Q6P0V6","RL8_DANRE","GO:0002181; GO:0003735; GO:0019843; GO:0022625","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]",-0.553200325308944,0.00056737072924218,0.681205577898397,6.65925854150299e-06,0.808534680203316,4.22396729866585e-09,0.397486437914226,0.0180538805419276,0.611098689640005,9.64447103239781e-05,0.59794869677952,0.000148619534235737,0.00434933374227263,0.980217202116627,0.0781264337585658,0.655525576172949,0.165838393619429,0.341047975258798,0.191126131122228,0.271406138270296
"PGEN_.00g183580","PGEN_.00g183580","PGEN_.00g183580","blue","P53568","CEBPG_MOUSE","GO:0000978; GO:0001228; GO:0001889; GO:0003677; GO:0003690; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006357; GO:0006955; GO:0008134; GO:0016071; GO:0030183; GO:0042267; GO:0042803; GO:0043353; GO:0043433; GO:0043565; GO:0044377; GO:0044877; GO:0045078; GO:0045739; GO:0045944; GO:0046982","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; double-stranded DNA binding [GO:0003690]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II cis-regulatory region sequence-specific DNA binding, bending [GO:0044377]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; B cell differentiation [GO:0030183]; chromatin remodeling [GO:0006338]; enucleate erythrocyte differentiation [GO:0043353]; immune response [GO:0006955]; liver development [GO:0001889]; mRNA metabolic process [GO:0016071]; natural killer cell mediated cytotoxicity [GO:0042267]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; nucleosome disassembly [GO:0006337]; positive regulation of DNA repair [GO:0045739]; positive regulation of interferon-gamma biosynthetic process [GO:0045078]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]",-0.551153349753199,0.000600544882938894,0.582514569903499,0.000241161408161169,0.691732554945694,4.18390741284664e-06,0.344503098041618,0.0427032946407518,0.345924272561158,0.0417988810189769,0.289786787737487,0.0912981352875593,-0.113496390855778,0.516227796081369,0.33367809763041,0.0501214368343567,0.402466277784794,0.0165344592856399,-0.00838451408924074,0.961873441975167
"PGEN_.00g299320","PGEN_.00g299320","PGEN_.00g299320","blue","Q9BSV6","SEN34_HUMAN","GO:0000213; GO:0000214; GO:0000379; GO:0003676; GO:0005654; GO:0005730; GO:0006388; GO:0006397; GO:0016829","nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; tRNA-intron endonuclease complex [GO:0000214]; lyase activity [GO:0016829]; nucleic acid binding [GO:0003676]; tRNA-intron endonuclease activity [GO:0000213]; mRNA processing [GO:0006397]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]; tRNA-type intron splice site recognition and cleavage [GO:0000379]",-0.546704298419701,0.000678643621775053,0.503325510863665,0.0020555613858015,0.628635379410618,5.25352862103701e-05,0.345529711993891,0.0420484087894997,0.472255531336975,0.00417771226414681,0.328104660173451,0.0543237550389989,0.104498727082498,0.550233694521781,0.24327554938991,0.159063703228534,0.246496094865789,0.153446173548653,0.0380315255955939,0.8282827370885
"PGEN_.00g054940","PGEN_.00g054940","PGEN_.00g054940","blue","Q8R035","ICT1_MOUSE","GO:0004045; GO:0005739; GO:0005762; GO:0016150; GO:0070126","mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; aminoacyl-tRNA hydrolase activity [GO:0004045]; translation release factor activity, codon nonspecific [GO:0016150]; mitochondrial translational termination [GO:0070126]",-0.546107201690433,0.000689781841868316,0.572041282464676,0.00033042274402033,0.611705941017451,9.44939842101845e-05,0.372601258459161,0.0275002398856628,0.487597297315982,0.00296760320538671,0.444441773096548,0.00747646180097193,0.0662746822118725,0.70523513424398,0.219920951744916,0.204288583342967,0.181323107941163,0.297209585485414,-0.067920167464839,0.698255611424271
"PGEN_.00g242080","PGEN_.00g242080","PGEN_.00g242080","blue","P81134","RENR_BOVIN","GO:0000421; GO:0005765; GO:0005789; GO:0009897; GO:0016021; GO:0030054; GO:0030177; GO:0030424; GO:0031410; GO:0032591; GO:0038023; GO:0045211","autophagosome membrane [GO:0000421]; axon [GO:0030424]; cell junction [GO:0030054]; cytoplasmic vesicle [GO:0031410]; dendritic spine membrane [GO:0032591]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; postsynaptic membrane [GO:0045211]; signaling receptor activity [GO:0038023]; positive regulation of Wnt signaling pathway [GO:0030177]",-0.546103898072728,0.000689843915104865,0.500598301387376,0.00219342757430329,0.559658204136856,0.000473109253076543,0.539380998874745,0.000826902131060125,0.296717789312256,0.0834738764331575,0.249536285897353,0.148276557671498,0.356249973191424,0.0356821710781474,0.187428924346958,0.28096026181949,0.206804135909177,0.23327104426337,-0.0291504973462272,0.867977018476436
"PGEN_.00g094780","PGEN_.00g094780","PGEN_.00g094780","blue","Q9D1C9","RRP7A_MOUSE","GO:0000028; GO:0001825; GO:0003723; GO:0005737; GO:0006364; GO:0032545; GO:0034456","CURI complex [GO:0032545]; cytoplasm [GO:0005737]; UTP-C complex [GO:0034456]; RNA binding [GO:0003723]; blastocyst formation [GO:0001825]; ribosomal small subunit assembly [GO:0000028]; rRNA processing [GO:0006364]",-0.545540596772441,0.000700500668217806,0.455077700506217,0.00601819105502011,0.609305971679502,0.000102416728423357,0.235512107063492,0.17321223315501,0.470109919071377,0.00437703310049465,0.497506163553636,0.0023594514657975,0.0262877067365234,0.880845234236619,0.128956008155985,0.460333281804449,0.191502144559656,0.270446503295777,0.0820877769937377,0.639217375277425
