"","Pgen_ID","gene","day_count","Days","Category"
"19","PGEN_.00g007040","Perlucin-like protein",3,"c(Day14, Day21, Day7)","all_days"
"20","PGEN_.00g007170","Violaxanthin de-epoxidase, chloroplastic (EC 1.23.5.1)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"21","PGEN_.00g007180",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"22","PGEN_.00g007320",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"23","PGEN_.00g008030","Non-specific lipid-transfer protein (NSL-TP) (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase) (SCP-chi) (SCPX) (Sterol carrier protein 2) (SCP-2) (Sterol carrier protein X) (SCP-X) (Fragment)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"24","PGEN_.00g008880","Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-)",3,"c(Day7, Day14, Day21)","all_days"
"25","PGEN_.00g009000",NA,2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"26","PGEN_.00g009370","Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"27","PGEN_.00g009610","Vitellogenin [Cleaved into: Vitellin]",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"28","PGEN_.00g009630",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"29","PGEN_.00g009920",NA,3,"c(Day7, Day21, Day14)","all_days"
"30","PGEN_.00g009930","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)",3,"c(Day21, Day14, Day7)","all_days"
"31","PGEN_.00g009970","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein) (EC 3.6.4.-)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"32","PGEN_.00g010140",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"33","PGEN_.00g010860","Cytochrome P450 2U1 (EC 1.14.14.1)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"34","PGEN_.00g011120","GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"35","PGEN_.00g011630","Tubulin polyglutamylase TTLL6 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 6)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"36","PGEN_.00g012190","AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma-adaptin 3b) (Sigma2-adaptin)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"37","PGEN_.00g012450",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"38","PGEN_.00g012750",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"39","PGEN_.00g013300","DNA replication complex GINS protein PSF1 (GINS complex subunit 1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"40","PGEN_.00g013810","Sarcoplasmic calcium-binding protein (SCP)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"41","PGEN_.00g013860","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"42","PGEN_.00g014020","3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"43","PGEN_.00g014140","Tectonin beta-propeller repeat-containing protein 2 (WD repeat-containing protein KIAA0329/KIAA0297)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"44","PGEN_.00g014740","NPC intracellular cholesterol transporter 2 (EPI-1) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"45","PGEN_.00g014830","Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"46","PGEN_.00g014860","Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]",3,"c(Day21, Day14, Day7)","all_days"
"47","PGEN_.00g015030","Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"48","PGEN_.00g015940","Cell division cycle-associated protein 4 (Hematopoietic progenitor protein)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"49","PGEN_.00g016780",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"50","PGEN_.00g017170","Zinc finger FYVE domain-containing protein 26",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"51","PGEN_.00g017530","Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"52","PGEN_.00g017830","Calcium-independent protein kinase C (EC 2.7.11.13) (APL II)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"53","PGEN_.00g018560",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"54","PGEN_.00g018570","Mammalian ependymin-related protein 1 (MERP-1)",3,"c(Day14, Day7, Day21)","all_days"
"55","PGEN_.00g018750","Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RSKL)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"56","PGEN_.00g019210","Proteasome subunit alpha type-6 (EC 3.4.25.1) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"57","PGEN_.00g019360","Protein FAM50A-A",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"58","PGEN_.00g019450","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)",3,"c(Day7, Day14, Day21)","all_days"
"59","PGEN_.00g019980","Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) (Beta-mannanase) (Endo-beta-1,4-mannanase) (Man5A) (ManA)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"60","PGEN_.00g020290","Cdc42 homolog (25 kDa GTP-binding protein)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"61","PGEN_.00g021170","Kinesin light chain (KLC)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"62","PGEN_.00g021240","Vam6/Vps39-like protein (TRAP1-like protein) (hVam6p)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"63","PGEN_.00g021430","T-complex protein 1 subunit delta (TCP-1-delta) (A45) (CCT-delta)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"64","PGEN_.00g021440","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"65","PGEN_.00g021650",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"66","PGEN_.00g021910",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"67","PGEN_.00g022390","G patch domain-containing protein 2",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"68","PGEN_.00g022820","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"69","PGEN_.00g023050",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"70","PGEN_.00g023670","Tyrosine-protein kinase receptor torso (EC 2.7.10.1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"71","PGEN_.00g024130","Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]",3,"c(Day7, Day21, Day14)","all_days"
"72","PGEN_.00g024660","Stress-induced-phosphoprotein 1 (STI1) (mSTI1) (Hsc70/Hsp90-organizing protein) (Hop)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"73","PGEN_.00g024970",NA,3,"c(Day21, Day14, Day7)","all_days"
"74","PGEN_.00g025110","Zinc finger protein 69 (hZNF3)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"75","PGEN_.00g025590","TNF receptor-associated factor 3 (EC 2.3.2.27) (CAP-1) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"76","PGEN_.00g025650","Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"77","PGEN_.00g025870","Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"78","PGEN_.00g026050",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"79","PGEN_.00g026190","Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)",3,"c(Day7, Day21, Day14)","all_days"
"80","PGEN_.00g026210",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"81","PGEN_.00g026480","Ras-related protein Rab-32B",3,"c(Day7, Day21, Day14)","all_days"
"82","PGEN_.00g027000","Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]",3,"c(Day21, Day14, Day7)","all_days"
"83","PGEN_.00g027430","Endoplasmic reticulum lectin 1 (ER lectin) (Erlectin)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"84","PGEN_.00g027620","V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)",3,"c(Day14, Day7, Day21)","all_days"
"85","PGEN_.00g027970",NA,3,"c(Day14, Day21, Day7)","all_days"
"86","PGEN_.00g028530","Methyltransferase-like protein 24 (EC 2.1.1.-)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"87","PGEN_.00g029590","Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)",3,"c(Day14, Day7, Day21)","all_days"
"88","PGEN_.00g029620",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"89","PGEN_.00g030010","Homeobox protein prospero",3,"c(Day14, Day7, Day21)","all_days"
"90","PGEN_.00g031490",NA,3,"c(Day21, Day14, Day7)","all_days"
"91","PGEN_.00g032420","Protein phosphatase 1 regulatory subunit 21 (Coiled-coil domain-containing protein 128) (KLRAQ motif-containing protein 1)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"92","PGEN_.00g032500",NA,3,"c(Day21, Day14, Day7)","all_days"
"93","PGEN_.00g033030","Centromere-associated protein E (Centromere protein E) (CENP-E) (Kinesin superfamily protein 10) (KIF10) (Motor domain of KIF10)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"94","PGEN_.00g033490","von Willebrand factor A domain-containing protein 5A (Breast cancer suppressor candidate 1) (BCSC-1) (Loss of heterozygosity 11 chromosomal region 2 gene A protein)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"95","PGEN_.00g033640","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",3,"c(Day7, Day14, Day21)","all_days"
"96","PGEN_.00g034470","ATP-binding cassette sub-family A member 5",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"97","PGEN_.00g034480","ATP-binding cassette sub-family A member 5",3,"c(Day14, Day7, Day21)","all_days"
"98","PGEN_.00g034940","Cilia- and flagella-associated protein 299",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"99","PGEN_.00g035190",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"100","PGEN_.00g035210","Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"101","PGEN_.00g035430",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"102","PGEN_.00g035820","Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]",3,"c(Day14, Day7, Day21)","all_days"
"103","PGEN_.00g036250","Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)",3,"c(Day7, Day14, Day21)","all_days"
"104","PGEN_.00g037670","Integrin beta-like protein 1",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"105","PGEN_.00g038400","Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Plasmin light chain B] (Fragment)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"106","PGEN_.00g038430","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)",3,"c(Day7, Day14, Day21)","all_days"
"107","PGEN_.00g038510","L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)",3,"c(Day21, Day7, Day14)","all_days"
"108","PGEN_.00g038920","Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"109","PGEN_.00g039120","Heavy metal-binding protein HIP",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"110","PGEN_.00g039290","L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (Sperm antigen P26h)",2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"111","PGEN_.00g039480",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"112","PGEN_.00g039520",NA,3,"c(Day21, Day14, Day7)","all_days"
"113","PGEN_.00g039850","Cytochrome P450 4V2 (EC 1.14.14.-) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (EC 1.14.14.79)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"114","PGEN_.00g040090","Sorting nexin-8",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"115","PGEN_.00g040430","Transmembrane protein 104",3,"c(Day21, Day14, Day7)","all_days"
"116","PGEN_.00g040550","cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"117","PGEN_.00g040690","L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"118","PGEN_.00g040960","Collectin-12 (Collectin-3) (CL-3) (cCL-3)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"119","PGEN_.00g041430","S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)",3,"c(Day21, Day14, Day7)","all_days"
"120","PGEN_.00g041530","Cytochrome c oxidase assembly protein COX18, mitochondrial (COX18Hs) (Cytochrome c oxidase assembly protein 18)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"121","PGEN_.00g041780",NA,2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"122","PGEN_.00g041830",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"123","PGEN_.00g042000","ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"124","PGEN_.00g042010",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"125","PGEN_.00g042190","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)",3,"c(Day7, Day21, Day14)","all_days"
"126","PGEN_.00g042480",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"127","PGEN_.00g042850","Probable flavin-containing monoamine oxidase A (EC 1.4.3.4)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"128","PGEN_.00g042910","Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.-) (Sulfotransferase 1C2) (SULT1C#2)",3,"c(Day21, Day14, Day7)","all_days"
"129","PGEN_.00g043220","Myosin heavy chain, striated muscle",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"130","PGEN_.00g044180","Folliculin-interacting protein 1",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"131","PGEN_.00g044210","Fatty acid-binding protein, adipocyte (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (AFABP) (Fatty acid-binding protein 4)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"132","PGEN_.00g044430","Folliculin-interacting protein 1",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"133","PGEN_.00g045740","Protein Dok-7 (Downstream of tyrosine kinase 7)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"134","PGEN_.00g046020","Ependymin-related protein 2",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"135","PGEN_.00g046260",NA,2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"136","PGEN_.00g046580","V-type proton ATPase 116 kDa subunit a isoform 4 (V-ATPase 116 kDa isoform a4) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 4) (Vacuolar proton translocating ATPase 116 kDa subunit a kidney isoform)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"137","PGEN_.00g046630","L-rhamnonate dehydratase (RhamD) (EC 4.2.1.90)",3,"c(Day14, Day21, Day7)","all_days"
"138","PGEN_.00g046720",NA,3,"c(Day21, Day14, Day7)","all_days"
"139","PGEN_.00g046790","Neutral ceramidase B (N-CDase B) (NCDase B) (EC 3.5.1.23) (Acylsphingosine deacylase 2B) (N-acylsphingosine amidohydrolase 2B)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"140","PGEN_.00g047170","RUN and FYVE domain-containing protein 2",3,"c(Day7, Day14, Day21)","all_days"
"141","PGEN_.00g047200","Trypsin beta (EC 3.4.21.4)",3,"c(Day14, Day21, Day7)","all_days"
"142","PGEN_.00g048000","Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase) (Phytanate--CoA ligase) (EC 6.2.1.24)",3,"c(Day14, Day21, Day7)","all_days"
"143","PGEN_.00g048070","26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5)",2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"144","PGEN_.00g048440",NA,3,"c(Day21, Day7, Day14)","all_days"
"145","PGEN_.00g048560","Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3) (Lingual lipase)",3,"c(Day14, Day21, Day7)","all_days"
"146","PGEN_.00g048930","Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)",3,"c(Day14, Day7, Day21)","all_days"
"147","PGEN_.00g049060","Peroxisomal 2,4-dienoyl-CoA reductase (EC 1.3.1.34) (2,4-dienoyl-CoA reductase 2)",2,"c(Day21, Day14)","recovery_prep_reg_14&21"
"148","PGEN_.00g049360","Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)",3,"c(Day21, Day7, Day14)","all_days"
"149","PGEN_.00g049840","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)",3,"c(Day7, Day21, Day14)","all_days"
"150","PGEN_.00g050250","AP-4 complex accessory subunit Tepsin (ENTH domain-containing protein 2) (Tetra-epsin)",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"151","PGEN_.00g050520",NA,2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"152","PGEN_.00g051530","Vacuolar protein 8",2,"c(Day7, Day21)","rapid_induced_under_exposures_7&21"
"153","PGEN_.00g052550","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11) (C1qTNF11) (CTRP11)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"154","PGEN_.00g052650","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11) (C1qTNF11) (CTRP11)",2,"c(Day14, Day7)","stress_induc_recovery_7&14"
"155","PGEN_.00g052840","Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]",3,"c(Day21, Day14, Day7)","all_days"
"156","PGEN_.00g052850",NA,2,"c(Day14, Day21)","recovery_prep_reg_14&21"
"157","PGEN_.00g053750",NA,2,"c(Day7, Day14)","stress_induc_recovery_7&14"
"158","PGEN_.00g054520","Follistatin-related protein 5 (Follistatin-like protein 5) (m-D/Bsp120I 1-2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"159","PGEN_.00g055310","Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"160","PGEN_.00g055980","Voltage-dependent T-type calcium channel subunit alpha-1H (Voltage-gated calcium channel subunit alpha Cav3.2)",2,"c(Day21, Day7)","rapid_induced_under_exposures_7&21"
"161","PGEN_.00g056330","Low-density lipoprotein receptor-related protein 3 (LRP-3) (105 kDa low-density lipoprotein receptor-related protein) (rLRp105)",3,"c(Day21, Day14, Day7)","all_days"
"162","PGEN_.00g057120","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)",3,"c(Day14, Day7, Day21)","all_days"
"163","PGEN_.00g057130","Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Chitin-binding protein b04) (CBPb04)",3,"c(Day7, Day14, Day21)","all_days"
