"","Gene","Gene_Description","AA","AM","AS","MA","MM","MS","foldChangeRatioModerate","ControlRatioModerate","foldChangeRatioSevere","ControlRatioSevere","baseMeanNAIVE_control","baseMeanPRIMED_control","baseMeanNAIVE_foldChangeModerate","baseMeanPRIMED_foldChangeModerate","baseMeanNAIVE_foldChangeSevere","baseMeanPRIMED_foldChangeSevere"
"11","PGEN_.00g009920",NA,158.775614961816,364.719903236749,225.917699061133,92.7883636785686,343.834609856698,167.114835764101,1.61317102744053,0.584399334248419,1.26577069815431,0.584399334248419,158.775614961816,92.7883636785686,2.29707756650454,3.70557897806871,1.42287402958864,1.80103225381804
"12","PGEN_.00g009930","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)",80.9971144523013,226.868414120849,141.389042635058,44.7809459409111,135.214162033768,53.2817615437509,1.07801407159153,0.552870879953165,0.681614945971501,0.552870879953165,80.9971144523013,44.7809459409111,2.80094439974711,3.01945747667288,1.74560592178035,1.18983108606184
"13","PGEN_.00g014860","Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]",23.0455788606698,19.5292141621357,23.367802855119,21.8135519870078,21.9014893190822,18.0838834845976,NA,NA,0.817589023427783,0.946539556193806,23.0455788606698,21.8135519870078,0.847416950565941,1.00403131650118,1.01398203084406,0.829020578371117
"14","PGEN_.00g018570","Mammalian ependymin-related protein 1 (MERP-1)",84.1335893171533,69.75263060061,55.4608827563984,22.016111242267,87.7468263772748,13.013643299,NA,NA,NA,NA,84.1335893171533,22.016111242267,0.829069948955437,3.98557335633446,0.659200245782108,0.591096363740028
"15","PGEN_.00g019450","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)",127.328346907096,167.117459791711,160.120960873801,111.815618698341,125.120390890079,89.8540261042279,0.852567741635482,0.878167520543764,0.63901636921548,0.878167520543764,127.328346907096,111.815618698341,1.31249218144367,1.11898849504765,1.25754370305799,0.803591011257904
"16","PGEN_.00g024130","Sorting nexin-6 [Cleaved into: Sorting nexin-6, N-terminally processed]",64.8763354049104,65.9260159318631,59.5809309962738,61.0389886195171,67.3917321848152,46.626264150873,1.08649759570125,0.940851363421756,NA,NA,64.8763354049104,61.0389886195171,1.01617971361054,1.10407681563824,0.918376949382443,0.763876748376599
"17","PGEN_.00g024970",NA,19.1687914491327,31.9490013250816,30.5404219418028,16.0263368646653,39.0590855961082,9.12292192202792,1.46226218772733,0.836064021416977,0.357288790019747,0.836064021416977,19.1687914491327,16.0263368646653,1.66671964739473,2.43718111792754,1.59323669532565,0.569245611087963
"18","PGEN_.00g026190","Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)",291.010445734047,473.996825980573,341.85496363398,274.619340821354,382.097113080634,278.319156053222,0.854231890552493,0.943675200828794,0.862737481882693,0.943675200828794,291.010445734047,274.619340821354,1.62879660482619,1.39137000306616,1.17471715756348,1.01347252244071
"19","PGEN_.00g026480","Ras-related protein Rab-32B",19.8630122169407,31.2912311575986,25.4899140837304,22.0767263783649,27.4914207377629,17.3545751920142,0.790469228549472,1.11144906609563,0.612570460741835,1.11144906609563,19.8630122169407,22.0767263783649,1.57535175510344,1.24526708655067,1.28328542545982,0.786102744337204
"20","PGEN_.00g027000","Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]",13.2280940521567,13.1882533245842,10.7869821183947,9.75599471277717,13.3340834859704,12.2250947850366,NA,NA,NA,NA,13.2280940521567,9.75599471277717,0.996988173245872,1.36675796559289,0.815460041020498,1.25308542541805
"21","PGEN_.00g027620","V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)",33.5186637116996,49.3549706270965,40.6929461307297,35.4337924381193,49.658768935254,31.8666297498498,0.951774600058564,1.05713618964324,0.740774561982467,1.05713618964324,33.5186637116996,35.4337924381193,1.47246235863124,1.40145227248754,1.21403843783086,0.899328792014034
"22","PGEN_.00g027970",NA,94.8028303229501,90.4710072090155,73.7967411856584,32.438466798552,62.4400605979715,31.6549356386355,NA,NA,NA,NA,94.8028303229501,32.438466798552,0.954307027552046,1.92487705987259,0.778423396582849,0.975845616724663
"23","PGEN_.00g029590","Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)",24.850235152985,24.6757318656912,23.5185701298992,13.2502439019386,25.4323791313005,12.2922722188009,NA,NA,NA,NA,24.850235152985,13.2502439019386,0.992977801368094,1.91938950856441,0.9464123773925,0.927701581176363
"24","PGEN_.00g030010","Homeobox protein prospero",11.236600516522,15.4589970784803,10.4604476862085,10.5244544587377,9.49852714815975,8.94751062608188,0.656009760568401,0.936622641631057,NA,NA,11.236600516522,10.5244544587377,1.37577170744388,0.902519668397042,0.930926366104026,0.850163840906107
"25","PGEN_.00g031490",NA,27.4587783068959,29.7986593121789,24.757995497176,7.67009558665912,28.1278830734742,13.2831520667443,3.37925338573513,0.279331276174544,NA,NA,27.4587783068959,7.67009558665912,1.0852143157693,3.66721415081164,0.901642280674896,1.73181049918702
"26","PGEN_.00g032500",NA,12.1574753653896,11.5420734263516,15.4448529191375,12.4843401533926,13.5194795907167,11.0116430488992,NA,NA,0.694298382013788,1.02688590995904,12.1574753653896,12.4843401533926,0.949380778447639,1.08291502991792,1.27039968866452,0.882036448350595
"27","PGEN_.00g033640","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",135.944796517925,262.234719019626,186.969995588507,59.8074061003895,202.499493508715,74.4971380320193,1.75525966419899,0.43993891367886,0.905681074912182,0.43993891367886,135.944796517925,59.8074061003895,1.92897945148676,3.38585982426341,1.37533763981805,1.24561727199759
"28","PGEN_.00g034480","ATP-binding cassette sub-family A member 5",17.0371920200592,19.2189017716263,16.2559775480904,11.2908001538953,14.674492268604,17.0497685429264,1.15214679054759,0.662714849994161,NA,NA,17.0371920200592,11.2908001538953,1.12805571182143,1.29968576793394,0.954146524201345,1.51005848217448
"29","PGEN_.00g035820","Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]",21.4642200380771,39.7150256417163,22.8713951211841,9.88287485449916,28.347213135628,9.11358939889141,1.55019859026325,0.460434846314805,0.865423366868738,0.460434846314805,21.4642200380771,9.88287485449916,1.85028971801737,2.86831651244911,1.06555910629926,0.922159749371152
"30","PGEN_.00g036250","Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)",22.5819511379314,25.7038098773204,29.5778268921254,23.661547318277,28.1484184801417,24.9351991653783,1.04514084524838,1.04780792296252,0.804571974010187,1.04780792296252,22.5819511379314,23.661547318277,1.13824574857684,1.18962712376797,1.30979943723476,1.0538279187734
"31","PGEN_.00g038430","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)",11.9381982718667,28.2507536641014,17.1428278204041,8.68422780549315,17.748995687641,10.0446235955804,0.863676943011962,0.727432030171441,0.805487460461205,0.727432030171441,11.9381982718667,8.68422780549315,2.36641685962584,2.04381967921361,1.43596440853245,1.15665132474148
"32","PGEN_.00g038510","L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103)",25.2672396164987,27.7903258626685,15.8449764133459,9.4667242077321,21.4504145897055,7.43543909588512,2.06015608401812,0.374663966124366,NA,NA,25.2672396164987,9.4667242077321,1.09985603035649,2.26587509248294,0.627095664339988,0.785428933253607
"33","PGEN_.00g039520",NA,161.588327782652,239.460396455163,206.87617014799,74.8827447378666,178.117631097884,78.1511447652256,1.60509760006596,0.463416793560669,0.815179235067267,0.463416793560669,161.588327782652,74.8827447378666,1.48191642144632,2.37862049156184,1.28026679269962,1.0436469047549
"34","PGEN_.00g040430","Transmembrane protein 104",23.4062400982724,24.2704998062737,26.3057639939714,17.8985271393865,20.4886372384379,16.3352495472331,1.10394824722899,0.76469040154414,0.812062049803264,0.76469040154414,23.4062400982724,17.8985271393865,1.03692432891283,1.14471079541242,1.12387824287563,0.912658869638871
"35","PGEN_.00g041430","S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2) (Methionine adenosyltransferase II) (MAT-II)",47.371500809796,63.9667323821491,40.4857142021314,40.4525955172613,51.4439453145845,35.5842252250127,0.941783015273875,0.853943717757325,NA,NA,47.371500809796,40.4525955172613,1.35032100078453,1.2717093837065,0.854642844538279,0.879652461603577
"36","PGEN_.00g042190","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)",28.7130092146835,47.0200371063784,22.8463006513124,21.9450791887232,36.0098071030009,12.913688206931,1.00202691118736,0.764290465852696,NA,NA,28.7130092146835,21.9450791887232,1.63758652932598,1.64090577178254,0.795677683258258,0.588454846568376
"37","PGEN_.00g042910","Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.-) (Sulfotransferase 1C2) (SULT1C#2)",13.9038851751441,10.8893821714435,14.6569076785724,5.5497948080136,14.324106624343,6.45786776666056,NA,NA,1.10383978223658,0.399154246320656,13.9038851751441,5.5497948080136,0.783189880689632,2.58101553658521,1.05415914285414,1.16362279869082
"38","PGEN_.00g046630","L-rhamnonate dehydratase (RhamD) (EC 4.2.1.90)",18.8993707963411,29.3319913533174,19.6369921443224,9.10490203272067,24.0971636319706,8.94081209090649,1.70528293870103,0.481756886556424,0.94509196209169,0.481756886556424,18.8993707963411,9.10490203272067,1.55200888269762,2.64661426837671,1.03902888386761,0.981977846524379
"39","PGEN_.00g046720",NA,152.112418174895,191.015512224238,201.985061382371,77.6017133355539,121.397030515603,54.1733155361453,1.24575542395448,0.510160276633887,0.525726085196255,0.510160276633887,152.112418174895,77.6017133355539,1.25575225557596,1.56436018352683,1.32786700655915,0.69809432301961
"40","PGEN_.00g047170","RUN and FYVE domain-containing protein 2",12.7766611797007,13.5675703416078,9.64317926715774,10.1327087286805,12.0836891543095,11.0319765267477,1.12302463241291,0.79306389878908,NA,NA,12.7766611797007,10.1327087286805,1.06190264817883,1.19254283112932,0.754749549317205,1.08874900306981
"41","PGEN_.00g047200","Trypsin beta (EC 3.4.21.4)",326.325192003689,401.370573784783,330.713292177978,121.515202961291,415.342339663802,173.72430711382,2.77894954215372,0.37237456972037,1.41068134487035,0.37237456972037,326.325192003689,121.515202961291,1.22997115644153,3.41802778205547,1.01344701629483,1.42965079990164
"42","PGEN_.00g048000","Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase) (Phytanate--CoA ligase) (EC 6.2.1.24)",39.1902073000227,64.3774482579213,39.2316582810857,19.3616288499675,54.8429135766315,28.0582263269416,1.72433812499627,0.49404252194288,1.4476354790507,0.49404252194288,39.1902073000227,19.3616288499675,1.64269221045646,2.83255680612448,1.00105768721114,1.44916662458328
"43","PGEN_.00g048440",NA,68.2920552324673,90.0785055741133,58.535576061405,26.2984815536212,89.8635266046699,34.0436346082757,2.59060855235983,0.38508844790365,NA,NA,68.2920552324673,26.2984815536212,1.31901881218078,3.41706141555903,0.85713595618332,1.2945095152685
"44","PGEN_.00g048560","Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3) (Lingual lipase)",61.5534888199657,60.1775341553605,83.2711777638699,58.2673155113658,36.3208181757616,54.0816434324378,NA,NA,0.686092760900181,0.946612720552502,61.5534888199657,58.2673155113658,0.977646195350036,0.623348061550506,1.35282628751434,0.928164322619058
"45","PGEN_.00g048930","Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)",8.57336864465902,10.8450551388415,11.0658024422236,10.8192237047533,7.15887887318388,7.27749917441214,0.52308064133965,1.26195713180879,0.521140289642952,1.26195713180879,8.57336864465902,10.8192237047533,1.26497011715432,0.661681380156571,1.29071814135944,0.672645226035472
"46","PGEN_.00g049360","Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)",39.315811496845,74.0721683552593,41.2996843170919,19.2895019720498,40.6088067901792,13.7515579682873,1.11740703129528,0.490629628072099,0.678658669069039,0.490629628072099,39.315811496845,19.2895019720498,1.88403000053053,2.10522836976407,1.05045992298559,0.712903733243768
"47","PGEN_.00g049840","Meprin A subunit alpha (EC 3.4.24.18) (Endopeptidase-2) (Endopeptidase-24.18 subunit alpha) (E-24.18) (MEP-1)",125.547735430211,163.137461131909,121.761715155757,56.0526404060903,132.912295787666,65.9933213642868,1.82483780129812,0.446464766680309,NA,NA,125.547735430211,56.0526404060903,1.29940584410297,2.37120490354678,0.969843977977937,1.17734545395504
"48","PGEN_.00g052840","Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]",13.871498574304,22.0062162459312,13.9069099555117,7.87520064473706,22.9788211688676,8.6258312379576,1.83926422252771,0.567725296769688,1.09252672252999,0.567725296769688,13.871498574304,7.87520064473706,1.58643394785738,2.91787120169747,1.00255281583442,1.0953157420468
"49","PGEN_.00g056330","Low-density lipoprotein receptor-related protein 3 (LRP-3) (105 kDa low-density lipoprotein receptor-related protein) (rLRp105)",25.7073352934622,38.7746483483785,33.4069571886735,15.075212404698,45.3934504621359,14.0263415921731,1.99636041550268,0.586416765199769,0.715980365741804,0.586416765199769,25.7073352934622,15.075212404698,1.50831067886836,3.01113173357277,1.29951069635636,0.930424143662613
"50","PGEN_.00g057120","Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)",22.2605100209496,33.8471712754397,13.212480351433,8.39435186452894,18.6168875913775,10.0229676958367,1.45858800715753,0.377096115795592,NA,NA,22.2605100209496,8.39435186452894,1.52050295539436,2.21778737558581,0.593538977274045,1.19401329103079
"51","PGEN_.00g057130","Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Chitin-binding protein b04) (CBPb04)",103.500380978344,156.251891687301,180.952345912997,69.8042402103676,96.6738370629441,48.3347335274556,0.917368485354015,0.674434620921569,0.396054776119313,0.674434620921569,103.500380978344,69.8042402103676,1.50967455588395,1.38492786070875,1.74832540907128,0.692432628473432
"52","PGEN_.00g057150","Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (YNL)",104.416719253357,166.291270649613,123.955681830554,100.447494196598,127.779692423513,91.8302231379883,0.798772901853145,0.961986690588046,0.770105344815639,0.961986690588046,104.416719253357,100.447494196598,1.59257321852952,1.27210433117843,1.18712484664249,0.914211189362831
"53","PGEN_.00g057170","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",149.308177781972,309.631457695907,184.94665100238,66.869188172133,209.80552289943,94.902121804137,1.5129667490203,0.44786018532608,1.14574242701338,0.44786018532608,149.308177781972,66.869188172133,2.0737742720834,3.13755151863596,1.23869069832498,1.41922048701776
"54","PGEN_.00g057190","Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]",153.86476963965,252.91246259443,186.618908229831,66.0639460034855,208.785443206475,63.410924268005,1.92266962800742,0.429363694874445,0.791376444923733,0.429363694874445,153.86476963965,66.0639460034855,1.64373211090979,3.16035380622676,1.21287614225719,0.95984160959231
"55","PGEN_.00g057310","Four-domain proteases inhibitor (McaPI)",50.7253328732551,55.5912320850161,64.776149730043,13.6099400420492,37.7150417684148,13.0876170008868,2.52858168075763,0.268306569343876,0.753033229215456,0.268306569343876,50.7253328732551,13.6099400420492,1.09592641262541,2.77113945042304,1.27699802171621,0.961621943994706
"56","PGEN_.00g057660","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)",9.18266384462031,8.63041310054997,12.5191148837527,6.07774403810899,9.12168757550823,8.89574207296801,NA,NA,1.07358105134286,0.661871559380849,9.18266384462031,6.07774403810899,0.939859418419865,1.50083444092297,1.36334239122638,1.4636585577131
"57","PGEN_.00g059510","Protein GDAP2 homolog",27.441242561629,33.2624969085973,22.8391750910748,22.7176717081788,27.479620624201,16.0466447570025,0.997920257759609,0.827865999768713,NA,NA,27.441242561629,22.7176717081788,1.21213523162789,1.20961430278561,0.832293765115824,0.706350763543493
"58","PGEN_.00g059680",NA,49.06996576867,86.5150530079519,57.9862092135326,22.6562469042438,74.406638105572,33.1480316569138,1.86272091213863,0.461713118184185,1.23811450882224,0.461713118184185,49.06996576867,22.6562469042438,1.76309585003195,3.28415550995936,1.18170470073072,1.46308573511815
"59","PGEN_.00g064390","Putative defense protein 1 (DFP-1)",11.2518625961846,14.7130444838924,24.2400491252631,10.8267943162507,22.9264156589866,6.927517597823,1.619414962953,0.962222407508061,0.297008361439524,0.962222407508061,11.2518625961846,10.8267943162507,1.30760968311873,2.11756268654469,2.1543143562278,0.639849376968861
"60","PGEN_.00g064470","Catalase (EC 1.11.1.6)",48.2757539197647,60.0622918804138,65.0183984852726,49.0899545901964,70.1725877511165,50.4565139806433,1.14895237344103,1.01686562309902,0.763163179348355,1.01686562309902,48.2757539197647,49.0899545901964,1.24415026185274,1.42946939627299,1.34681270008407,1.0278378621829
"61","PGEN_.00g068980","Chloride intracellular channel protein 5",60.432638502409,59.0074730437596,44.3973683866043,47.5234230520261,49.0595101755004,46.32543077553,NA,NA,NA,NA,60.432638502409,47.5234230520261,0.976417288836518,1.0323227373961,0.734658778547862,0.974791540685429
"62","PGEN_.00g069200","Aldo-keto reductase IolS (EC 1.1.1.-) (AKR11A) (Vegetative protein 147) (VEG147)",47.5748644524649,53.964307027344,56.2325514957072,35.015150156285,41.8192686040932,32.6192602139978,1.05291035046302,0.736001049278256,0.788148192938845,0.736001049278256,47.5748644524649,35.015150156285,1.13430290655401,1.19431927087101,1.18198027767147,0.931575619936128
"63","PGEN_.00g070040","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]",1207.42482025402,2040.68528287932,1309.18275593392,519.197752813531,1047.68537118442,490.142478139708,1.1939390106188,0.430004207387673,0.87066154057853,0.430004207387673,1207.42482025402,519.197752813531,1.69011374343788,2.01789273067346,1.08427682947456,0.944038134763928
"64","PGEN_.00g070790",NA,18.0097068512116,35.7358061119082,23.6727744039495,9.96101851828386,23.8927647685102,9.79383019023758,1.20883136650076,0.55309165221719,0.748008110103424,0.55309165221719,18.0097068512116,9.96101851828386,1.98425251488778,2.39862667905436,1.31444529328121,0.983215739661622
"65","PGEN_.00g073190","Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)]",10.1196710558011,33.6892667927762,19.7280340307641,11.6036019748555,19.4758767278954,11.8849560431987,0.50417235710381,1.14663825640891,0.52539670395748,1.14663825640891,10.1196710558011,11.6036019748555,3.32908714196433,1.67843371136814,1.94947384376244,1.02424713196411
"66","PGEN_.00g074890","Uncharacterized methyltransferase-like C25B8.10 (EC 2.1.1.-)",19.214630097892,26.5304974466546,25.2089463422031,9.47596669318387,39.110605433759,18.0177025539915,2.98921841126032,0.49316414861525,1.44928307979442,0.49316414861525,19.214630097892,9.47596669318387,1.38074463632611,4.12734728815494,1.31196625767824,1.90141049851428
"67","PGEN_.00g077860","Sorting nexin-12",11.6930615104226,13.1973045010165,9.02944854489317,9.06924800326099,12.1532084876563,10.8250913695532,1.18730601281181,0.775609364166703,NA,NA,11.6930615104226,9.06924800326099,1.12864406718918,1.34004588729809,0.772205682561817,1.19360407452314
"68","PGEN_.00g078540","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)",36.4274242956827,127.659219156874,51.913407221755,17.9240521225003,75.047648073365,29.6236015687133,1.19475035669278,0.49204829792549,1.15971317303584,0.49204829792549,36.4274242956827,17.9240521225003,3.50448107779071,4.18698001771355,1.42511880061494,1.65272904621418
"69","PGEN_.00g078550","Collagen alpha-6(VI) chain",45.2593345397053,119.067858756634,75.6430377876189,22.1138354759079,91.7324595787753,38.525420187287,1.576785380098,0.488602753460898,1.04237146140306,0.488602753460898,45.2593345397053,22.1138354759079,2.63079119407241,4.14819309290394,1.67132456888553,1.74214103334805
"70","PGEN_.00g079270",NA,50.5425473872494,87.9859707319203,79.5092124726236,26.9217035167482,88.0974713269981,32.6224859654771,1.8797695180616,0.532654266720633,0.770289877750276,0.532654266720633,50.5425473872494,26.9217035167482,1.74082976185955,3.27235872247802,1.57311446657874,1.21175415014813
"71","PGEN_.00g080030","Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen)",28.9905606749808,39.5516457554821,32.3773065727064,28.1486091357308,35.0430030274187,29.0530847394289,0.912507475314333,0.970957735219773,0.924168597310382,0.970957735219773,28.9905606749808,28.1486091357308,1.36429392307737,1.24492840333402,1.11682236627622,1.03213215968635
"72","PGEN_.00g081470","Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase-I) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)",14.8942211606698,20.1976498651428,15.379850033575,8.98094722371076,20.5798571449235,8.93721379496393,1.68980725565605,0.602981997301488,0.963708524278465,0.602981997301488,14.8942211606698,8.98094722371076,1.35607291225656,2.29150184632977,1.03260518745268,0.995130421362306
"73","PGEN_.00g082240","Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Melibiase)",53.8412261509765,70.3203750556018,67.7483274349191,57.4228492652311,60.3174476077944,61.1402158789772,0.804251687858016,1.06652194554803,0.846171889717236,1.06652194554803,53.8412261509765,57.4228492652311,1.30606934653412,1.05040847640969,1.25829837613552,1.06473671476272
"74","PGEN_.00g084890","Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome)",23.9054176649323,28.2043525474379,20.8703712951347,21.9052368837967,23.3022249271896,24.9896724277021,0.901632665072021,0.916329394065776,NA,NA,23.9054176649323,21.9052368837967,1.17983098822038,1.06377415824369,0.87303939164176,1.14080813461492
