"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","effect","dir","Gene_terms"
"15","PGEN_.00g033640","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Plasma kallikrein"
"16","PGEN_.00g046020","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Ependymin-related protein 2"
"17","PGEN_.00g046020","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Ependymin-related protein 2"
"18","PGEN_.00g046020","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Ependymin-related protein 2"
"19","PGEN_.00g057120","catabolic process",0.00867899046825536,"GO:0006032","chitin catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"20","PGEN_.00g057120","carbohydrate metabolic process",0.00757498443753248,"GO:0000272","polysaccharide catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"21","PGEN_.00g057120","catabolic process",0.00757498443753248,"GO:0000272","polysaccharide catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"22","PGEN_.00g057120","catabolic process",0.0239468346114708,"GO:0051603","proteolysis involved in cellular protein catabolic process","BP","MAvAM","Down","Chitotriosidase-1"
"23","PGEN_.00g057120","immune system process",0.00826224525162063,"GO:0006955","immune response","BP","MAvAM","Down","Chitotriosidase-1"
"24","PGEN_.00g057120","immune system process",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Chitotriosidase-1"
"25","PGEN_.00g057170","protein maturation",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Plasma kallikrein"
"26","PGEN_.00g057170","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Plasma kallikrein"
"27","PGEN_.00g057170","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Plasma kallikrein"
"28","PGEN_.00g057170","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Plasma kallikrein"
"29","PGEN_.00g057170","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Plasma kallikrein"
"30","PGEN_.00g057170","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Plasma kallikrein"
"31","PGEN_.00g057170","protein maturation",1.457158181236e-05,"GO:0031639","plasminogen activation","BP","MAvAM","Down","Plasma kallikrein"
"32","PGEN_.00g057170","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Plasma kallikrein"
"33","PGEN_.00g057170","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Plasma kallikrein"
"34","PGEN_.00g057170","protein maturation",0.000483117788349283,"GO:0031638","zymogen activation","BP","MAvAM","Down","Plasma kallikrein"
"35","PGEN_.00g057170","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Plasma kallikrein"
"36","PGEN_.00g057190","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","Plasma kallikrein"
"37","PGEN_.00g057190","protein maturation",1.457158181236e-05,"GO:0031639","plasminogen activation","BP","MAvAM","Down","Plasma kallikrein"
"38","PGEN_.00g057190","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Plasma kallikrein"
"39","PGEN_.00g057190","protein maturation",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Plasma kallikrein"
"40","PGEN_.00g057190","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","Plasma kallikrein"
"41","PGEN_.00g057190","extracellular matrix organization",0.00226003700068322,"GO:0022617","extracellular matrix disassembly","BP","MAvAM","Down","Plasma kallikrein"
"42","PGEN_.00g057190","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","Plasma kallikrein"
"43","PGEN_.00g057190","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","Plasma kallikrein"
"44","PGEN_.00g057190","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","Plasma kallikrein"
"45","PGEN_.00g057190","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","Plasma kallikrein"
"46","PGEN_.00g057190","protein maturation",0.000483117788349283,"GO:0031638","zymogen activation","BP","MAvAM","Down","Plasma kallikrein"
"47","PGEN_.00g057190","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","Plasma kallikrein"
"48","PGEN_.00g085780","cell differentiation",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"49","PGEN_.00g085780","cell adhesion",0.00919313440833922,"GO:0007162","negative regulation of cell adhesion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"50","PGEN_.00g085780","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"51","PGEN_.00g085780","cell differentiation",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"52","PGEN_.00g085780","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"53","PGEN_.00g085780","cell differentiation",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"54","PGEN_.00g085780","nervous system process",0.0333343873250373,"GO:0007601","visual perception","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"55","PGEN_.00g085780","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"56","PGEN_.00g085780","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"57","PGEN_.00g085780","cell differentiation",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"58","PGEN_.00g085780","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"59","PGEN_.00g085780","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"60","PGEN_.00g085780","cell adhesion",0.0447773961316237,"GO:0007160","cell-matrix adhesion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"61","PGEN_.00g085780","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"62","PGEN_.00g086610","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"63","PGEN_.00g086610","anatomical structure formation invo...",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"64","PGEN_.00g086610","transport",0.00446205096326051,"GO:1901998","toxin transport","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"65","PGEN_.00g086610","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"66","PGEN_.00g086610","cell differentiation",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"67","PGEN_.00g086610","cell population proliferation",0.0332607792990571,"GO:0010839","negative regulation of keratinocyte proliferation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"68","PGEN_.00g086610","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"69","PGEN_.00g086610","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"70","PGEN_.00g086610","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"71","PGEN_.00g086610","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"72","PGEN_.00g086610","vesicle-mediated transport",0.0304972839472758,"GO:0002576","platelet degranulation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"73","PGEN_.00g086610","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"74","PGEN_.00g086610","cell differentiation",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"75","PGEN_.00g086610","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"76","PGEN_.00g086610","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"77","PGEN_.00g086610","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"78","PGEN_.00g086610","immune system process",0.00826224525162063,"GO:0006955","immune response","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"79","PGEN_.00g086610","immune system process",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"80","PGEN_.00g086610","cell differentiation",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"81","PGEN_.00g086610","signal transduction",0.0439003243500573,"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"82","PGEN_.00g086610","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"83","PGEN_.00g086610","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"84","PGEN_.00g086610","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"85","PGEN_.00g086610","cell differentiation",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"86","PGEN_.00g086610","transport",0.0304972839472758,"GO:0002576","platelet degranulation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"87","PGEN_.00g086610","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"88","PGEN_.00g086660","response to stress",2.07703789921831e-05,"GO:0051919","positive regulation of fibrinolysis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"89","PGEN_.00g086660","response to stress",0.0185025700361656,"GO:0048678","response to axon injury","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"90","PGEN_.00g086660","anatomical structure development",0.0302698915177349,"GO:0001942","hair follicle development","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"91","PGEN_.00g086660","transport",0.00446205096326051,"GO:1901998","toxin transport","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"92","PGEN_.00g086660","cell differentiation",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"93","PGEN_.00g086660","response to stress",0.0135643774505265,"GO:0061045","negative regulation of wound healing","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"94","PGEN_.00g086660","anatomical structure formation invo...",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"95","PGEN_.00g086660","cell differentiation",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"96","PGEN_.00g086660","response to stress",0.0214399770840207,"GO:0006954","inflammatory response","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"97","PGEN_.00g086660","response to stress",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"98","PGEN_.00g086660","anatomical structure development",0.0109413531905409,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"99","PGEN_.00g086660","response to stress",0.00032262359552838,"GO:0042730","fibrinolysis","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"100","PGEN_.00g086660","anatomical structure development",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"101","PGEN_.00g086660","anatomical structure development",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"102","PGEN_.00g086660","anatomical structure development",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"103","PGEN_.00g086660","response to stress",9.21070801984554e-05,"GO:0002542","Factor XII activation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"104","PGEN_.00g086660","signal transduction",0.0439003243500573,"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"105","PGEN_.00g086660","immune system process",0.00826224525162063,"GO:0006955","immune response","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"106","PGEN_.00g086660","immune system process",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"107","PGEN_.00g086660","transport",0.0304972839472758,"GO:0002576","platelet degranulation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"108","PGEN_.00g086660","cell differentiation",0.00979748749170972,"GO:0002062","chondrocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"109","PGEN_.00g086660","vesicle-mediated transport",0.0304972839472758,"GO:0002576","platelet degranulation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"110","PGEN_.00g086660","anatomical structure development",0.00638654806121398,"GO:0042246","tissue regeneration","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"111","PGEN_.00g086660","cell differentiation",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"112","PGEN_.00g086660","response to stress",0.000294978178868725,"GO:0007597","blood coagulation, intrinsic pathway","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"113","PGEN_.00g086660","cell population proliferation",0.0332607792990571,"GO:0010839","negative regulation of keratinocyte proliferation","BP","MAvAM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"114","PGEN_.00g095380","nervous system process",0.0333343873250373,"GO:0007601","visual perception","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"115","PGEN_.00g095380","cell differentiation",0.0136732452249056,"GO:0045616","regulation of keratinocyte differentiation","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"116","PGEN_.00g095380","cell differentiation",0.0109392901568378,"GO:0072675","osteoclast fusion","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"117","PGEN_.00g095380","cell adhesion",0.0343701490021544,"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","MAvAM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
