"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_terms"
"44","crg:105338951","crg04146","Peroxisome","105317035/105319409/105325181/105329358/105332999/105333701/105336995/105338951/105339902/105346656",10,"105338951","alkyldihydroxyacetonephosphate synthase, peroxisomal"
"45","crg:105339902","crg04146","Peroxisome","105317035/105319409/105325181/105329358/105332999/105333701/105336995/105338951/105339902/105346656",10,"105339902","catalase"
"46","crg:105340324","crg04142","Lysosome","105340324/105318146/105318218/105320723/105321566/105323285/105326821/105328916/105329527/105331028/105334333/105342463/105345520/105347059/105348036/105348190",16,"105340324","lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"47","crg:105342463","crg04142","Lysosome","105340324/105318146/105318218/105320723/105321566/105323285/105326821/105328916/105329527/105331028/105334333/105342463/105345520/105347059/105348036/105348190",16,"105342463","clathrin light chain A"
"48","crg:105345520","crg04142","Lysosome","105340324/105318146/105318218/105320723/105321566/105323285/105326821/105328916/105329527/105331028/105334333/105342463/105345520/105347059/105348036/105348190",16,"105345520","cation-dependent mannose-6-phosphate receptor"
"49","crg:105346656","crg01212","Fatty acid metabolism","105319409/105321895/105332999/105333323/105333437/105346656/105348652",7,"105346656","peroxisomal acyl-coenzyme A oxidase 3"
"50","crg:105346656","crg04146","Peroxisome","105317035/105319409/105325181/105329358/105332999/105333701/105336995/105338951/105339902/105346656",10,"105346656","peroxisomal acyl-coenzyme A oxidase 3"
"51","crg:105346656","crg00071","Fatty acid degradation","105319409/105321895/105332999/105333323/105333437/105335621/105336470/105346656/105348652/105326193",10,"105346656","peroxisomal acyl-coenzyme A oxidase 3"
"52","crg:105347059","crg04142","Lysosome","105340324/105318146/105318218/105320723/105321566/105323285/105326821/105328916/105329527/105331028/105334333/105342463/105345520/105347059/105348036/105348190",16,"105347059","prosaposin"
"53","crg:105348036","crg04142","Lysosome","105340324/105318146/105318218/105320723/105321566/105323285/105326821/105328916/105329527/105331028/105334333/105342463/105345520/105347059/105348036/105348190",16,"105348036","lysosomal acid phosphatase"
"54","crg:105348190","crg04142","Lysosome","105340324/105318146/105318218/105320723/105321566/105323285/105326821/105328916/105329527/105331028/105334333/105342463/105345520/105347059/105348036/105348190",16,"105348190","sphingomyelin phosphodiesterase"
"55","crg:105348652","crg00071","Fatty acid degradation","105319409/105321895/105332999/105333323/105333437/105335621/105336470/105346656/105348652/105326193",10,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"56","crg:105348652","crg01212","Fatty acid metabolism","105319409/105321895/105332999/105333323/105333437/105346656/105348652",7,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
