name	term	lev	seq	value
"signal transduction"	GO:0007165	2	PGEN_.00g035820	3.02956742887579
"signal transduction"	GO:0007165	2	PGEN_.00g078840	4.91637724090334
"signal transduction"	GO:0007165	2	PGEN_.00g188250	2.90489739685297
"signal transduction"	GO:0007165	2	PGEN_.00g258930	-8.23704321979617
"chitin metabolic process"	GO:0006030;GO:0006022	1	PGEN_.00g155650	-7.42098729483524
"chitin metabolic process"	GO:0006030;GO:0006022	1	PGEN_.00g169480	3.5034660437272
"chitin metabolic process"	GO:0006030;GO:0006022	1	PGEN_.00g288580	-12.8171941336744
"anterior/posterior axis specification"	GO:0003428;GO:0016477;GO:0032486;GO:0007265;GO:0007264;GO:0032525;GO:0000578;GO:0009948;GO:0009798;GO:0009880	3	PGEN_.00g215970	-1.25791769663445
"response to oxidative stress"	GO:0006979	1	PGEN_.00g254940	4.59611911543788
"response to oxidative stress"	GO:0006979	1	PGEN_.00g279590	3.45960927912626
"response to insulin"	GO:0032868;GO:0043434	1	PGEN_.00g039930	-1.78449844953785
"response to insulin"	GO:0032868;GO:0043434	1	PGEN_.00g238430	-1.03978160621539
"zymogen activation"	GO:0006887;GO:0032940;GO:0031638;GO:0016485;GO:0006508;GO:0019538	3	PGEN_.00g344990	4.14385743083641
"extracellular matrix organization"	GO:0030198;GO:0043062	1	PGEN_.00g085790	3.75890567805423
"cell differentiation"	GO:0030154;GO:0048869	1	PGEN_.00g205860	3.53687840342772
"cell differentiation"	GO:0030154;GO:0048869	1	PGEN_.00g332980	4.29712444465146
"amine metabolic process"	GO:0009308	1	PGEN_.00g156050	3.06523622207983
"glutathione biosynthetic process"	GO:0006750;GO:0006749;GO:0019184;GO:0042398;GO:0044272;GO:0006518;GO:0006575;GO:0006790;GO:0019370;GO:0006691;GO:0046456;GO:0006690	2	PGEN_.00g084780	2.74679719398583
"developmental process"	GO:0032502	1	PGEN_.00g066340	3.95218770279158
"developmental process"	GO:0032502	1	PGEN_.00g082950	-2.18180257957352
"developmental process"	GO:0032502	1	PGEN_.00g279590	3.45960927912626
"glucose metabolic process"	GO:0006006;GO:0019318;GO:0010642;GO:0009968;GO:0010648;GO:0023057	3	PGEN_.00g238430	-1.03978160621539
"glucose metabolic process"	GO:0006006;GO:0019318;GO:0010642;GO:0009968;GO:0010648;GO:0023057	3	PGEN_.00g279590	3.45960927912626
""	GO:0071702		PGEN_.00g044960	3.28233445305782
""	GO:0071702		PGEN_.00g266130	-12.4612236516763
""	GO:0071702		PGEN_.00g279590	3.45960927912626
"protein glycosylation"	GO:0006486;GO:0006464	1	PGEN_.00g039930	-1.78449844953785
"protein glycosylation"	GO:0006486;GO:0006464	1	PGEN_.00g188250	2.90489739685297
"transition metal ion transport"	GO:0006824;GO:0000041;GO:0072511;GO:0030001;GO:0006812;GO:0006811;GO:0015889;GO:0051180;GO:0071705	4	PGEN_.00g266130	-12.4612236516763
"somitogenesis"	GO:0001756;GO:0009952;GO:0035282;GO:0003002;GO:0007389;GO:0007507	4	PGEN_.00g066340	3.95218770279158
"somitogenesis"	GO:0001756;GO:0009952;GO:0035282;GO:0003002;GO:0007389;GO:0007507	4	PGEN_.00g215970	-1.25791769663445
"cell morphogenesis"	GO:0000902;GO:0001745;GO:0048592;GO:0006417;GO:0010608;GO:0034248;GO:0007411;GO:0097485;GO:0008360;GO:0022604;GO:0065008;GO:0022603;GO:0022416;GO:0007423;GO:0030031;GO:0022607;GO:0030030;GO:0016043;GO:0030866;GO:0030036;GO:0030865;GO:0007010;GO:0030029;GO:0006996;GO:0033627	3	PGEN_.00g082950	-2.18180257957352
""	GO:1901564		PGEN_.00g035820	3.02956742887579
""	GO:1901564		PGEN_.00g156050	3.06523622207983
"negative regulation of protein phosphorylation"	GO:0001933;GO:0001932;GO:0031400;GO:0042326;GO:0031399;GO:0032269;GO:0031324;GO:0001942;GO:0022405;GO:0022404;GO:0002576;GO:0045055;GO:0051649;GO:0010839;GO:0010837;GO:0050680;GO:0030512;GO:0017015;GO:0090101	4	PGEN_.00g086610	3.08527452940315
"negative regulation of protein phosphorylation"	GO:0001933;GO:0001932;GO:0031400;GO:0042326;GO:0031399;GO:0032269;GO:0031324;GO:0001942;GO:0022405;GO:0022404;GO:0002576;GO:0045055;GO:0051649;GO:0010839;GO:0010837;GO:0050680;GO:0030512;GO:0017015;GO:0090101	4	PGEN_.00g088220	-4.68125864038876
"negative regulation of protein phosphorylation"	GO:0001933;GO:0001932;GO:0031400;GO:0042326;GO:0031399;GO:0032269;GO:0031324;GO:0001942;GO:0022405;GO:0022404;GO:0002576;GO:0045055;GO:0051649;GO:0010839;GO:0010837;GO:0050680;GO:0030512;GO:0017015;GO:0090101	4	PGEN_.00g092260	-11.6415014540936
"negative regulation of protein phosphorylation"	GO:0001933;GO:0001932;GO:0031400;GO:0042326;GO:0031399;GO:0032269;GO:0031324;GO:0001942;GO:0022405;GO:0022404;GO:0002576;GO:0045055;GO:0051649;GO:0010839;GO:0010837;GO:0050680;GO:0030512;GO:0017015;GO:0090101	4	PGEN_.00g092270	-6.07250865590374
"cell population proliferation"	GO:0008283	2	PGEN_.00g085790	3.75890567805423
"cell population proliferation"	GO:0008283	2	PGEN_.00g205860	3.53687840342772
"cell adhesion"	GO:0007155;GO:0022610	2	PGEN_.00g082950	-2.18180257957352
"cell adhesion"	GO:0007155;GO:0022610	2	PGEN_.00g085790	3.75890567805423
"cell adhesion"	GO:0007155;GO:0022610	2	PGEN_.00g116150	3.55770407266274
"cell adhesion"	GO:0007155;GO:0022610	2	PGEN_.00g238430	-1.03978160621539
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g238060	2.71773843829607
"protein ubiquitination"	GO:0016567;GO:0032446	1	PGEN_.00g055380	-1.39393215986
"protein transport"	GO:0015031;GO:0015833;GO:0045184	1	PGEN_.00g024000	-10.1206514668635
"protein transport"	GO:0015031;GO:0015833;GO:0045184	1	PGEN_.00g205860	3.53687840342772
"sprouting angiogenesis"	GO:0002040	1	PGEN_.00g044960	3.28233445305782
"sprouting angiogenesis"	GO:0002040	1	PGEN_.00g339220	4.61056180766694
"sprouting angiogenesis"	GO:0002040	1	PGEN_.00g339230	5.30839308240351
"mRNA metabolic process"	GO:0016071;GO:0016070	1	PGEN_.00g122110	2.31917232164453
"homophilic cell adhesion via plasma membrane adhesion molecules"	GO:0007156;GO:0098742;GO:0016339	1	PGEN_.00g041940	4.05801132614633
"negative regulation of gene expression"	GO:0010629;GO:0010605	2	PGEN_.00g211040	4.31113945646865
"negative regulation of gene expression"	GO:0010629;GO:0010605	2	PGEN_.00g211250	3.25945152608481
"negative regulation of gene expression"	GO:0010629;GO:0010605	2	PGEN_.00g238430	-1.03978160621539
"negative regulation of gene expression"	GO:0010629;GO:0010605	2	PGEN_.00g328190	3.02402308974011
"lipid transport"	GO:0006869;GO:0006629;GO:0044238;GO:0071704	1	PGEN_.00g044960	3.28233445305782
"lipid transport"	GO:0006869;GO:0006629;GO:0044238;GO:0071704	1	PGEN_.00g279590	3.45960927912626
""	GO:0046942		PGEN_.00g312840	-8.28755911153309
"response to stress"	GO:0006950	1	PGEN_.00g164540	3.72708948040961
"response to stress"	GO:0006950	1	PGEN_.00g164660	3.91733279432933
"response to stress"	GO:0006950	1	PGEN_.00g254940	4.59611911543788
"response to stress"	GO:0006950	1	PGEN_.00g279590	3.45960927912626
"animal organ morphogenesis"	GO:0001701;GO:0043009;GO:0003007;GO:0009887;GO:0003300;GO:0014897;GO:0014896;GO:0003012;GO:0006936;GO:0007512;GO:0010628;GO:0010604;GO:0009893;GO:0010737;GO:0035556;GO:0021591;GO:0048731;GO:0030240;GO:0030241;GO:0071688	3	PGEN_.00g066340	3.95218770279158
""	GO:0048513		PGEN_.00g066340	3.95218770279158
""	GO:0048513		PGEN_.00g215970	-1.25791769663445
""	GO:0048513		PGEN_.00g279590	3.45960927912626
""	GO:2000112		PGEN_.00g082950	-2.18180257957352
""	GO:2000112		PGEN_.00g332980	4.29712444465146
"vesicle-mediated transport"	GO:0006897;GO:0016192	2	PGEN_.00g040970	3.77110843903446
"vesicle-mediated transport"	GO:0006897;GO:0016192	2	PGEN_.00g205860	3.53687840342772
"vesicle-mediated transport"	GO:0006897;GO:0016192	2	PGEN_.00g238430	-1.03978160621539
"vesicle-mediated transport"	GO:0006897;GO:0016192	2	PGEN_.00g344990	4.14385743083641
"carbohydrate metabolic process"	GO:0005975;GO:0005996	1	PGEN_.00g169480	3.5034660437272
"carbohydrate metabolic process"	GO:0005975;GO:0005996	1	PGEN_.00g180630	1.85070361241376
"carbohydrate metabolic process"	GO:0005975;GO:0005996	1	PGEN_.00g238430	-1.03978160621539
"carbohydrate metabolic process"	GO:0005975;GO:0005996	1	PGEN_.00g279590	3.45960927912626
"fatty acid metabolic process"	GO:0006631;GO:0044255	2	PGEN_.00g076740	3.81151813670945
"growth plate cartilage chondrocyte morphogenesis"	GO:0003429;GO:0003414;GO:0003422	1	PGEN_.00g116150	3.55770407266274
"growth plate cartilage chondrocyte morphogenesis"	GO:0003429;GO:0003414;GO:0003422	1	PGEN_.00g119470	3.70836093660859
"digestion"	GO:0001579;GO:0007586;GO:0015909;GO:0015908;GO:0015849	2	PGEN_.00g044960	3.28233445305782
""	GO:1901700		PGEN_.00g078840	4.91637724090334
""	GO:1901700		PGEN_.00g279590	3.45960927912626
"regulation of transcription, DNA-templated"	GO:0006355;GO:1903506	1	PGEN_.00g332980	4.29712444465146
