"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"55","crg:105342463","crg04142","Lysosome","105340688/105340690/105347059/105321566/105326821/105331028/105348190/105340059/105325216/105340323/105334333/105328916/105338347/105341804/105342463/105318065/105320698/105331760",18,"105342463","clathrin light chain A isoform X1"
"56","crg:105342535","crg04144","Endocytosis","105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"105342535","actin-related protein 2/3 complex subunit 4"
"57","crg:105342876","crg04144","Endocytosis","105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"105342876","actin-related protein 2/3 complex subunit 2 isoform X2"
"58","crg:105342888","crg00830","Retinol metabolism","105336470/105333941/105336995/105342888/105320167",5,"105342888","estradiol 17-beta-dehydrogenase 11"
"59","crg:105342944","crg04144","Endocytosis","105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"105342944","caveolin-1"
"60","crg:105344087","crg04144","Endocytosis","105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"105344087","endophilin-A3 isoform X1"
"61","crg:105346656","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105333323/105326193/105321895/105339789",9,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"62","crg:105346656","crg01212","Fatty acid metabolism","105348652/105330728/105333437/105346656/105341564/105342284/105333323/105321895/105339789",9,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"63","crg:105346656","crg04146","Peroxisome","105325411/105339902/105338951/105346656/105329358/105338087/105330227/105324179/105336995/105325181/105333701/105339789",12,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"64","crg:105347059","crg04142","Lysosome","105340688/105340690/105347059/105321566/105326821/105331028/105348190/105340059/105325216/105340323/105334333/105328916/105338347/105341804/105342463/105318065/105320698/105331760",18,"105347059","prosaposin isoform X1"
"65","crg:105347356","crg04144","Endocytosis","105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"105347356","RUN and FYVE domain-containing protein 2-like isoform X3"
"66","crg:105348190","crg04142","Lysosome","105340688/105340690/105347059/105321566/105326821/105331028/105348190/105340059/105325216/105340323/105334333/105328916/105338347/105341804/105342463/105318065/105320698/105331760",18,"105348190","sphingomyelin phosphodiesterase"
"67","crg:105348652","crg00071","Fatty acid degradation","105336470/105348652/105333437/105346656/105335622/105333323/105326193/105321895/105339789",9,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"68","crg:105348652","crg01212","Fatty acid metabolism","105348652/105330728/105333437/105346656/105341564/105342284/105333323/105321895/105339789",9,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"69","crg:109619106","crg04144","Endocytosis","105342074/105347356/105320043/109619106/105344087/105327720/105318650/105340059/105342245/105335021/105342944/105322050/105342535/105342876/105342463/105329694",16,"109619106","sorting nexin-3-like"
