"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"11","crg:105322600","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105322600","U2 snRNP-associated SURP motif-containing protein-like isoform X1"
"12","crg:105322652","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105322652","transcription elongation regulator 1 isoform X1"
"13","crg:105322817","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105322817","regulator of nonsense transcripts 3A"
"14","crg:105323847","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105323847","transducin beta-like protein 3"
"15","crg:105324065","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105324065","U2 small nuclear ribonucleoprotein A'"
"16","crg:105325010","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105325010","hypoxia up-regulated protein 1 isoform X1"
"17","crg:105325130","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105325130","cullin-1"
"18","crg:105326395","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105326395","ER degradation-enhancing alpha-mannosidase-like protein 3"
"19","crg:105326651","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105326651","guanine nucleotide-binding protein-like 3 homolog"
"20","crg:105326953","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105326953","pre-mRNA-processing factor 40 homolog B"
"21","crg:105327414","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105327414","LOW QUALITY PROTEIN: U3 small nucleolar RNA-associated protein 18 homolog"
"22","crg:105327664","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105327664","ribonuclease 3 isoform X4"
"23","crg:105327851","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105327851","serine/arginine-rich splicing factor 1A"
"24","crg:105328488","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105328488","neutral alpha-glucosidase AB isoform X1"
"25","crg:105328593","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105328593","nucleoporin seh1"
"26","crg:105329502","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105329502","U3 small nucleolar RNA-associated protein 14 homolog A"
"27","crg:105329551","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105329551","nucleolar protein 56"
"28","crg:105330153","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105330153","THO complex subunit 2"
"29","crg:105330153","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105330153","THO complex subunit 2"
"30","crg:105330973","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105330973","UBX domain-containing protein 6 isoform X1"
"31","crg:105331448","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105331448","serine/arginine repetitive matrix protein 1 isoform X1"
"32","crg:105331513","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105331513","protein transport protein Sec31A isoform X1"
"33","crg:105331595","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105331595","eukaryotic translation initiation factor 2 subunit 2"
"34","crg:105331793","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105331793","probable ATP-dependent RNA helicase DDX20"
"35","crg:105332140","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105332140","nucleolar protein 58"
"36","crg:105332856","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105332856","casein kinase II subunit alpha isoform X1"
"37","crg:105333111","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105333111","splicing factor 3B subunit 1 isoform X1"
"38","crg:105333434","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105333434","heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog isoform X1"
"39","crg:105334252","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105334252","H/ACA ribonucleoprotein complex subunit 4"
"40","crg:105334527","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105334527","cell division cycle 5-like protein"
"41","crg:105335023","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105335023","ubiquilin-1"
"42","crg:105336042","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105336042","translation initiation factor eIF-2B subunit beta"
"43","crg:105336187","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105336187","probable ATP-dependent RNA helicase DDX23"
"44","crg:105336785","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105336785","UBX domain-containing protein 1"
"45","crg:105337306","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105337306","LOW QUALITY PROTEIN: dnaJ homolog subfamily C member 1-like"
"46","crg:105338957","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105338957","elongation factor 1-alpha"
"47","crg:105339039","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105339039","small ubiquitin-related modifier 2"
"48","crg:105339951","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105339951","eukaryotic translation initiation factor 3 subunit A"
"49","crg:105340246","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105340246","U4/U6 small nuclear ribonucleoprotein Prp3"
"50","crg:105340370","crg04141","Protein processing in endoplasmic reticulum","105336785/105328488/105331513/105325010/105318855/105325130/105335023/105330973/105322320/105337306/105340370/105326395/105319990",13,"105340370","78 kDa glucose-regulated protein precursor"
"51","crg:105340745","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105340745","WW domain-binding protein 11"
"52","crg:105340884","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105340884","rRNA 2'-O-methyltransferase fibrillarin"
"53","crg:105341403","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105341403","ribosomal RNA-processing protein 7 homolog A"
"54","crg:105342694","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105342694","RNA cytidine acetyltransferase"
"55","crg:105342933","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105342933","fragile X mental retardation syndrome-related protein 1 isoform X1"
"56","crg:105343247","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105343247","small nuclear ribonucleoprotein-associated protein B"
"57","crg:105343479","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105343479","eukaryotic translation initiation factor 3 subunit C-like isoform X1"
"58","crg:105344597","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105344597","regulator of nonsense transcripts 2-like"
"59","crg:105344728","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105344728","splicing factor 3B subunit 3"
"60","crg:105345480","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105345480","probable ATP-dependent RNA helicase DDX46"
"61","crg:105345876","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105345876","eukaryotic translation initiation factor 4 gamma 3 isoform X2"
"62","crg:105347185","crg03040","Spliceosome","105324065/105319620/105340745/105345480/105334527/105330153/105333434/105327851/105344728/105343247/105317596/105322600/105347185/105322652/105326953/105333111/105336187/105319209/105340246",19,"105347185","splicing factor 3A subunit 1"
"63","crg:105347334","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105347334","large subunit GTPase 1 homolog"
"64","crg:105347464","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"105347464","eukaryotic translation initiation factor 3 subunit E"
"65","crg:105347537","crg03008","Ribosome biogenesis in eukaryotes","105323847/105329502/105341403/105340884/105318560/105327414/105342694/105332856/105347537/105326651/105334252/105329551/105327664/105347334/105332140",15,"105347537","U3 small nucleolar ribonucleoprotein protein MPP10"
"66","crg:109617380","crg03013","RNA transport","105347464/105336042/105338957/105331448/105330153/105339039/109617380/105343479/105317347/105321705/105331595/105328593/105331793/105344597/105322817/105342933/105339951/105319209/105345876",19,"109617380","eukaryotic translation initiation factor 4B-like"
