"","Gene","Gene_Description","AA","AM","AS","MA","MM","MS","foldChangeRatioModerate","ControlRatioModerate","foldChangeRatioSevere","ControlRatioSevere","baseMeanNAIVE_control","baseMeanPRIMED_control","baseMeanNAIVE_foldChangeModerate","baseMeanPRIMED_foldChangeModerate","baseMeanNAIVE_foldChangeSevere","baseMeanPRIMED_foldChangeSevere","Frontloaded_Moderate","Frontloaded_Severe","Shared"
"11","PGEN_.00g006300","Src kinase-associated phosphoprotein 2",55.4061617317823,61.3242801935529,57.8757448694982,68.4610947157541,68.9077861891563,63.0119062083312,0.909389769689026,1.23562240328377,0.881130532441645,1.23562240328377,55.4061617317823,68.4610947157541,1.10681336293281,1.0065247492062,1.0445723555021,0.92040459577739,"frontloaded","frontloaded","True"
"12","PGEN_.00g006470","Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)",14.7434594188494,16.0983003945912,13.3008006290585,15.5681415786779,14.4404832561519,18.7202481476307,0.849501845116702,1.05593545832087,NA,NA,14.7434594188494,15.5681415786779,1.09189437412563,0.927566285492268,0.902149234531313,1.20247160221551,"frontloaded","high expression relative to naive","False"
"13","PGEN_.00g007330","Zinc finger protein 616",254.04008586305,256.954416162298,241.151092394273,273.109456941836,283.630224289621,276.27345742204,1.02674343452462,1.07506441754655,NA,NA,254.04008586305,273.109456941836,1.01147193085432,1.03852216421061,0.949263938307256,1.01158510040492,"high expression relative to naive","high expression relative to naive","False"
"14","PGEN_.00g007650",NA,8.26123717094697,17.1207425271298,11.3515411124743,11.2679885365464,14.2033573849686,12.3609114437417,0.608228985368141,1.36395896926595,0.798351898941592,1.36395896926595,8.26123717094697,11.2679885365464,2.07241871560593,1.26050513265094,1.37407277839635,1.09699361191667,"frontloaded","frontloaded","True"
"15","PGEN_.00g007860","Actin, cytoplasmic type 5",261.048616807573,227.224191975348,230.043567514682,308.042453961564,260.509894434813,293.065751132081,NA,NA,NA,NA,261.048616807573,308.042453961564,0.870428637983713,0.845694777081988,0.881228831349274,0.951381042980032,"high expression relative to naive","high expression relative to naive","False"
"16","PGEN_.00g007870","Actin-3",87.6701845906367,83.4417967822066,84.1070583340659,107.642149624332,94.4873450841486,101.007177624114,NA,NA,NA,NA,87.6701845906367,107.642149624332,0.951769374865879,0.877791324438494,0.959357605174344,0.938360837057104,"high expression relative to naive","high expression relative to naive","False"
"17","PGEN_.00g008400","Proto-oncogene tyrosine-protein kinase Yrk (EC 2.7.10.2) (Yes-related kinase) (p60-Yrk)",114.480237803086,92.1417125025212,95.2839166922084,108.438525173374,114.568006326356,117.537631094966,NA,NA,NA,NA,114.480237803086,108.438525173374,0.804870030590005,1.0565249402201,0.832317599270741,1.08391026996211,"high expression relative to naive","high expression relative to naive","False"
"18","PGEN_.00g009630",NA,9.17127751984502,13.9991536977987,6.77271770496781,5.9195917640067,13.429048109664,12.891572483569,1.48621460898891,0.645448984745883,NA,NA,9.17127751984502,5.9195917640067,1.52641261454655,2.26857672708404,0.738470479201272,2.17778066419284,"more responsive relative to naive","high expression relative to naive","False"
"19","PGEN_.00g011050","Protein max (Class D basic helix-loop-helix protein 4) (bHLHd4) (Myc-associated factor X)",40.689346679885,38.9647182689793,31.1209381279316,33.6544134834189,43.7983155759042,36.8491012249378,NA,NA,NA,NA,40.689346679885,33.6544134834189,0.957614743129844,1.30141372386368,0.764842413734709,1.09492626407211,"high expression relative to naive","high expression relative to naive","False"
"20","PGEN_.00g012070","Serum amyloid A protein (SAA)",12.2677684454683,18.6805655853307,10.5180103894749,20.3745846734325,23.8144987854653,10.8184737064869,0.767588094143999,1.66082240335722,NA,NA,12.2677684454683,20.3745846734325,1.52273542399892,1.16883358199288,0.857369491136773,0.53097885821416,"frontloaded","high expression relative to naive","False"
"21","PGEN_.00g012190","AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma-adaptin 3b) (Sigma2-adaptin)",22.7002984939204,28.0994025157889,23.3607333108357,30.7214652464489,15.3690199649667,24.6290390244813,0.404146416047615,1.35335071715804,0.779023642047661,1.35335071715804,22.7002984939204,30.7214652464489,1.23784286463522,0.500269757372436,1.02909366223057,0.801688292759024,"frontloaded","frontloaded","True"
"22","PGEN_.00g012200","Cytochrome P450 1A1 (CYP1A1) (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Cytochrome P450MT2) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) [Cleaved into: Cytochrome P450MT2A; Cytochrome P450MT2B]",33.8724847986827,28.6225995757634,21.6305734499685,36.7369750121231,32.9922850695513,34.7462222272473,NA,NA,NA,NA,33.8724847986827,36.7369750121231,0.845010330534609,0.898067547985753,0.638588328506969,0.945810650326575,"high expression relative to naive","high expression relative to naive","False"
"23","PGEN_.00g012380",NA,13.9870639144765,12.4196642234989,5.63477403146869,12.2923499641385,10.0360686170827,13.7537637523888,NA,NA,NA,NA,13.9870639144765,12.2923499641385,0.887939334476386,0.816448331389995,0.402856100888819,1.11888807205407,"high expression relative to naive","high expression relative to naive","False"
"24","PGEN_.00g012860","NF-kappa-B inhibitor cactus",54.7539351784209,53.2581287734855,48.5158850218535,66.7480400504213,62.6723085102369,68.6708638947789,NA,NA,NA,NA,54.7539351784209,66.7480400504213,0.972681298612398,0.938938558538864,0.886071199517621,1.02880719558065,"high expression relative to naive","high expression relative to naive","False"
"25","PGEN_.00g013370","Zinc finger protein 839 (Renal carcinoma antigen NY-REN-50)",24.229546367213,31.1411568961753,26.086984723064,30.8666458487892,32.1432830017833,32.8072600862987,0.810235623024743,1.27392586641892,0.987192669724252,1.27392586641892,24.229546367213,30.8666458487892,1.2852554655466,1.04135976287311,1.07666005494698,1.06287091402857,"frontloaded","frontloaded","True"
"26","PGEN_.00g014620","Chromatin-remodeling ATPase INO80 (hINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80) (INO80 complex subunit A)",22.1500006400336,25.6259209830527,19.7054582031156,25.028596253988,22.5608035581727,27.6370205019005,0.779134314498324,1.129959166175,NA,NA,22.1500006400336,25.028596253988,1.15692642178695,0.901401074563975,0.889636913486146,1.10421776041462,"frontloaded","high expression relative to naive","False"
"27","PGEN_.00g014940",NA,31.0794845193769,42.3543781305963,33.0678295153266,35.4318592714605,43.9240737884942,37.539211008586,0.909670618324024,1.1400401203363,0.995770635780571,1.1400401203363,31.0794845193769,35.4318592714605,1.36277608157207,1.23967736076086,1.06397612530253,1.05947618274785,"frontloaded","frontloaded","True"
"28","PGEN_.00g015770","Transcriptional adapter 2-beta",34.8212927432944,42.5166756274073,28.9968962552408,39.0221458119523,45.4201374855352,38.2210085566677,0.953285281417578,1.12064035357983,NA,NA,34.8212927432944,39.0221458119523,1.22099647307307,1.16395796644333,0.832734627890138,0.979469677061194,"frontloaded","high expression relative to naive","False"
"29","PGEN_.00g016780",NA,12.0872131699343,13.156125484619,11.1999769028926,18.3535379675568,13.3807638792055,14.0957865021529,0.669821813504272,1.5184259356995,NA,NA,12.0872131699343,18.3535379675568,1.08843331375536,0.729056376098081,0.926597119239317,0.768014675266953,"frontloaded","high expression relative to naive","False"
"30","PGEN_.00g017410",NA,6.40952367765903,11.0112978557766,13.1858791782803,19.2469978045557,15.478800453913,14.4701891579176,0.468124693306843,3.00287490498597,0.365449923917397,3.00287490498597,6.40952367765903,19.2469978045557,1.71795883899414,0.804218954617912,2.05723230639445,0.751815389852262,"frontloaded","frontloaded","True"
"31","PGEN_.00g017990","Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha)",67.2796067246838,69.0858293278997,65.0549649810137,62.1980557620965,68.0271825852049,69.3679048737536,1.06512393490014,0.924471155377266,NA,NA,67.2796067246838,62.1980557620965,1.02684650953159,1.09371879477076,0.966934382467876,1.11527448927152,"more responsive relative to naive","high expression relative to naive","False"
"32","PGEN_.00g018000","RNA-binding protein 25 (RNA-binding motif protein 25)",357.947996786329,382.481251792826,370.062148041683,387.99138318845,428.976301697854,411.29146242545,1.03471561809469,1.08393226578121,1.0253517686568,1.08393226578121,357.947996786329,387.99138318845,1.06853860121235,1.10563357921147,1.03384332742218,1.06005308428637,"high expression relative to naive","high expression relative to naive","False"
"33","PGEN_.00g018370",NA,416.227947546044,501.922959805151,363.855026896937,424.520517683357,576.370675773139,534.205903129713,1.12589364262493,1.0199231459257,NA,NA,416.227947546044,424.520517683357,1.20588481086948,1.35769804229591,0.874172503413377,1.2583747566429,"high expression relative to naive","high expression relative to naive","False"
"34","PGEN_.00g018550","ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-)",68.145245901823,62.7087850294961,59.2908672284545,70.7211612393859,70.8580172922477,75.8340061326234,NA,NA,NA,NA,68.145245901823,70.7211612393859,0.920222448383865,1.00193514996733,0.870066083756965,1.07229582777821,"high expression relative to naive","high expression relative to naive","False"
"35","PGEN_.00g018860","SNW domain-containing protein 1 (Nuclear protein SkiP) (Ski-interacting protein)",27.8780501951791,31.1942480598822,26.4815890532512,35.060511618793,32.2979306443852,32.6105983251035,0.823273853344083,1.25763858567325,NA,NA,27.8780501951791,35.060511618793,1.11895372314369,0.921205343366211,0.94990822054803,0.930123287408724,"frontloaded","high expression relative to naive","False"
"36","PGEN_.00g019730","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)",80.3917096279375,68.777582147007,73.8813100961009,101.552328225481,75.0929862278737,94.6598865193273,NA,NA,NA,NA,80.3917096279375,101.552328225481,0.855530781287249,0.739451153312229,0.919016530908878,0.93212916112716,"high expression relative to naive","high expression relative to naive","False"
"37","PGEN_.00g021850","Metallophosphoesterase domain-containing protein 1 (EC 3.1.-.-) (Adult brain protein 239) (239AB)",6.84673932755413,10.1370970544719,7.00599334309932,7.0918158802751,8.78932888383249,10.2799745494626,0.837082866081495,1.03579463756341,1.41660464284636,1.03579463756341,6.84673932755413,7.0918158802751,1.48057295151811,1.23936224969951,1.02325983332012,1.44955463071947,"frontloaded","high expression relative to naive","False"
"38","PGEN_.00g022810","Zinc finger protein 106 (Zfp-106) (Zinc finger protein 474)",69.5495762862936,73.8597365113774,73.7650600843198,85.3028101439615,81.0716804537655,69.3195317412927,0.894937221393016,1.22650366398814,0.766189277518949,1.22650366398814,69.5495762862936,85.3028101439615,1.06197248718441,0.950398706876651,1.06061120747413,0.812628934783102,"frontloaded","frontloaded","True"
"39","PGEN_.00g023320","Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (Neuropathy target esterase-related esterase) (NRE) (NTE-related esterase)",12.9786778726776,11.4387475522001,12.7154555390239,12.4500261171544,19.3273431746809,14.1499316962584,NA,NA,NA,NA,12.9786778726776,12.4500261171544,0.881349214797959,1.55239378558818,0.979718863798301,1.13653831430617,"high expression relative to naive","high expression relative to naive","False"
"40","PGEN_.00g023890",NA,14.5690108503364,19.9523355824232,14.2192059829151,16.5177495779347,21.2014945736197,17.1507492538966,0.937242395877686,1.13375916509481,NA,NA,14.5690108503364,16.5177495779347,1.36950516321171,1.2835583003354,0.975989799787041,1.03832239210161,"frontloaded","high expression relative to naive","False"
"41","PGEN_.00g024100",NA,62.5908637806137,64.875727137055,47.1548459997779,71.1568559107519,76.8089131815025,73.7925716606858,1.04141439436975,1.13685690870416,NA,NA,62.5908637806137,71.1568559107519,1.03650474236064,1.07943095852689,0.75338225343973,1.03704092481601,"high expression relative to naive","high expression relative to naive","False"
"42","PGEN_.00g024500","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta)",134.800984482082,155.598744413041,132.794679727532,161.147206282648,166.817565475942,174.315844524915,0.896821422634154,1.19544532187054,NA,NA,134.800984482082,161.147206282648,1.15428492611435,1.03518744956303,0.985116542269641,1.08171806726311,"frontloaded","high expression relative to naive","False"
"43","PGEN_.00g025170","Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)",74.2994616398544,68.1445320325848,60.2595694933403,81.1772573502765,74.6241796724378,72.4635096154594,NA,NA,NA,NA,74.2994616398544,81.1772573502765,0.917160508684385,0.919274463171841,0.81103642157505,0.892657771163447,"high expression relative to naive","high expression relative to naive","False"
"44","PGEN_.00g026180","Furin-1 (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE)",22.4042776046413,24.9693709763604,21.8398797062825,32.6018415103005,31.9000421265087,26.52381764461,0.877955427895913,1.45516146896638,NA,NA,22.4042776046413,32.6018415103005,1.11449123319145,0.978473627522847,0.974808475938456,0.813568081306998,"frontloaded","high expression relative to naive","False"
"45","PGEN_.00g027220","Presenilin-1 (PS-1) (EC 3.4.23.-) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit]",19.3967897553264,20.2494388798883,9.94270416459694,19.0836769418257,20.9470256646724,18.5195280146425,1.05142227610406,0.983857493046509,NA,NA,19.3967897553264,19.0836769418257,1.04395825986244,1.0976409697422,0.512595346447298,0.970438143084118,"more responsive relative to naive","high expression relative to naive","False"
"46","PGEN_.00g027760",NA,10.2650535962888,12.6857984146735,8.1315786127128,15.8830025146431,14.3951267330188,17.2741522426326,0.733375341430911,1.5472888052319,NA,NA,10.2650535962888,15.8830025146431,1.23582388495856,0.906322763579961,0.792161340068665,1.08758732655913,"frontloaded","high expression relative to naive","False"
"47","PGEN_.00g029220","Protein dispatched homolog 1 (Mdispa)",14.0148026283793,9.72838454589859,10.8973395809757,19.5774714437732,15.7120407249358,13.8404025259585,NA,NA,NA,NA,14.0148026283793,19.5774714437732,0.694150663684629,0.802557203061744,0.777559261441835,0.706955572158965,"high expression relative to naive","high expression relative to naive","False"
"48","PGEN_.00g029240","Low-density lipoprotein receptor-related protein 11 (LRP-11)",30.5132070384514,32.0548201846062,28.0635868258314,29.0358222551427,33.1833536227161,30.1802211304034,1.08787915893865,0.95158212044224,NA,NA,30.5132070384514,29.0358222551427,1.05052281604527,1.14284187756518,0.919719346133199,1.0394133448402,"more responsive relative to naive","high expression relative to naive","False"
"49","PGEN_.00g029720","Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]",27.7779438075647,28.4073000548782,15.9049426325898,25.6772925337611,33.4631677857341,30.6706780880838,1.27434775602043,0.924377006147176,NA,NA,27.7779438075647,25.6772925337611,1.02265668948261,1.30322025742145,0.572574512453957,1.19446698080638,"more responsive relative to naive","high expression relative to naive","False"
"50","PGEN_.00g029750","von Willebrand factor D and EGF domain-containing protein",22.3555835286985,15.1071458908328,12.5874097542278,23.9299061406,15.1361178119903,17.9931710133268,NA,NA,NA,NA,22.3555835286985,23.9299061406,0.675766117732479,0.63251889593959,0.56305440374969,0.751911474604541,"high expression relative to naive","high expression relative to naive","False"
"51","PGEN_.00g030460","Pleckstrin homology domain-containing family D member 1 (PH domain-containing family D member 1)",171.802808219125,168.468009380421,153.022575998645,236.863386232193,207.235237653379,197.116336352604,NA,NA,NA,NA,171.802808219125,236.863386232193,0.980589381085959,0.874914611962146,0.890687280288652,0.832194200581826,"high expression relative to naive","high expression relative to naive","False"
"52","PGEN_.00g030500","Pleckstrin homology domain-containing family D member 1 (PH domain-containing family D member 1)",17.5422600044627,23.2296542096962,33.942945472463,37.6866829548928,27.7879915672829,32.2030118426576,0.556816431758691,2.14833681323304,0.441615791639267,2.14833681323304,17.5422600044627,37.6866829548928,1.32421103117766,0.737342461275839,1.93492431783749,0.854493134383872,"frontloaded","frontloaded","True"
"53","PGEN_.00g030650","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)",63.1473733178434,70.4077201937851,70.1360052679569,72.4380849347899,70.6488729682886,88.1380951013486,0.874728518959387,1.14712744376845,1.09549642324304,1.14712744376845,63.1473733178434,72.4380849347899,1.11497464572909,0.975300120535876,1.11067177592546,1.21673695792334,"frontloaded","high expression relative to naive","False"
"54","PGEN_.00g030660",NA,81.9474901665348,77.7834245201825,68.9701340395786,98.2990475474961,92.3463566260258,100.650117986634,NA,NA,NA,NA,81.9474901665348,98.2990475474961,0.949186172292891,0.939443045787457,0.841638150227866,1.02391753020803,"high expression relative to naive","high expression relative to naive","False"
"55","PGEN_.00g030980","Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)",25.2530382514969,18.0238839696122,18.8837334680606,31.2971920873293,24.9891303484472,22.9225228696809,NA,NA,NA,NA,25.2530382514969,31.2971920873293,0.713731305916977,0.798446399878922,0.747780654351214,0.732414678151307,"high expression relative to naive","high expression relative to naive","False"
"56","PGEN_.00g031670","AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Breast cancer-associated antigen BRCAA1) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1)",137.361505800691,133.839109791002,121.847601419785,144.864871022293,146.814999008117,144.71150720594,NA,NA,NA,NA,137.361505800691,144.864871022293,0.974356745806213,1.01346170380757,0.887057845715402,0.998941331909719,"high expression relative to naive","high expression relative to naive","False"
"57","PGEN_.00g031840","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)",33.4753972706948,39.5987897465209,36.2526914409663,43.796074412666,38.6031582886619,41.8914984977511,0.745129022780083,1.30830633789091,0.883234848137776,1.30830633789091,33.4753972706948,43.796074412666,1.18292217494269,0.881429644239936,1.08296523407365,0.956512634055529,"frontloaded","frontloaded","True"
"58","PGEN_.00g033950",NA,68.0980237321231,61.2264340554605,64.8516070364253,103.921579569471,83.7120723066415,83.3062102741562,NA,NA,NA,NA,68.0980237321231,103.921579569471,0.899092671122244,0.805531177003331,0.952327299416673,0.801625712573645,"high expression relative to naive","high expression relative to naive","False"
"59","PGEN_.00g034140","Transcription factor MafK",13.3473328341335,18.3631680396901,14.4097781063712,16.2105885784063,19.6459992747134,16.6248728760929,0.88089109962342,1.21451894396088,0.949941249587395,1.21451894396088,13.3473328341335,16.2105885784063,1.37579307176108,1.2119238718379,1.07959981858853,1.02555640072431,"frontloaded","frontloaded","True"
"60","PGEN_.00g034580",NA,30.1161311843912,28.5802461143062,29.4606375509558,28.3930909148969,37.4174472126128,29.4167822092002,NA,NA,NA,NA,30.1161311843912,28.3930909148969,0.949001249175025,1.3178363470453,0.978234467454599,1.03605423929968,"high expression relative to naive","high expression relative to naive","False"
"61","PGEN_.00g034750","Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase) (Phytanate--CoA ligase) (EC 6.2.1.24)",15.8975595926848,17.0716791370654,14.5605589323914,17.1560654037783,16.3522338720263,15.2895418029167,0.887592489394468,1.07916345925651,NA,NA,15.8975595926848,17.1560654037783,1.07385533216814,0.953145927528642,0.915898999937787,0.891203282516596,"frontloaded","high expression relative to naive","False"
"62","PGEN_.00g034960","TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa)",76.157722707894,85.6304631848351,73.3715955274944,73.9645308352292,90.8020472432078,79.3520109273638,1.09183695468224,0.971201976704623,NA,NA,76.157722707894,73.9645308352292,1.124383189782,1.22764311782748,0.963416353833401,1.07283869756622,"more responsive relative to naive","high expression relative to naive","False"
"63","PGEN_.00g035110","Vesicle transport through interaction with t-SNAREs homolog 1A (Vesicle transport v-SNARE protein Vti1-like 2) (Vti1-rp2)",16.5519503310023,16.1440354560537,13.1209593113227,15.1516329658079,20.5355885249637,19.7301420173411,NA,NA,NA,NA,16.5519503310023,15.1516329658079,0.975355479759713,1.35533830388483,0.792713791966061,1.30217924773292,"high expression relative to naive","high expression relative to naive","False"
"64","PGEN_.00g037110","Testis-expressed protein 2 (Transmembrane protein 96)",84.0971037264654,85.015517199702,71.9166075067745,87.0474613952103,85.9505898535848,77.6349405223678,0.976732388612608,1.0350827500355,NA,NA,84.0971037264654,87.0474613952103,1.01092086923973,0.987399155310853,0.855161525427685,0.891869093917535,"frontloaded","high expression relative to naive","False"
"65","PGEN_.00g038730",NA,12.7496811647124,14.2422577172791,8.61835761879308,17.6286422020635,16.5789211949665,16.1352702344996,0.841894918385059,1.38267318016192,NA,NA,12.7496811647124,17.6286422020635,1.11706775512926,0.94045366653513,0.675966520844952,0.915287181483037,"frontloaded","high expression relative to naive","False"
"66","PGEN_.00g038790",NA,8.82867105738588,8.37681232153477,7.99572944793167,12.362699027183,9.92787389916159,10.8715114442384,NA,NA,NA,NA,8.82867105738588,12.362699027183,0.948819167356666,0.80305068313418,0.905654927673696,0.879380094939959,"high expression relative to naive","high expression relative to naive","False"
"67","PGEN_.00g038830",NA,8.25997354567541,10.2729384457302,8.34660902649318,12.549492081735,17.4020928572152,7.37100241630864,1.11496004190371,1.51931383464363,0.581258063140408,1.51931383464363,8.25997354567541,12.549492081735,1.2437011315985,1.38667706580275,1.01048859059157,0.587354640992735,"high expression relative to naive","frontloaded","False"
"68","PGEN_.00g039930","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)",229.126547245589,219.326047820295,146.030116201524,327.308713444969,298.976334946071,283.67723977893,NA,NA,NA,NA,229.126547245589,327.308713444969,0.957226696150624,0.913438361598455,0.637333901099648,0.866696266021116,"high expression relative to naive","high expression relative to naive","False"
"69","PGEN_.00g041210","Integrator complex subunit 1 (Int1)",8.77286966007296,8.24185977349415,7.0487444449679,7.56066119483984,8.48769017110559,5.93378161548724,NA,NA,NA,NA,8.77286966007296,7.56066119483984,0.939471358044274,1.12261215684396,0.803470781863785,0.78482310773786,"high expression relative to naive","high expression relative to naive","False"
"70","PGEN_.00g041490","Protein FAM234B",15.8298622484894,21.6188712513222,18.4235404725062,21.600109462047,19.1464303244516,18.3114125732189,0.649046756781212,1.3645165777806,0.72840000263595,1.3645165777806,15.8298622484894,21.600109462047,1.36570179272313,0.886404319297236,1.16384717588205,0.847746285980326,"frontloaded","frontloaded","True"
"71","PGEN_.00g042640","Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)",31.0989845455434,29.0601370010975,32.1638374367092,33.5636709584453,41.12830023237,33.3644918304388,NA,NA,0.9611549564353,1.07925295468385,31.0989845455434,33.5636709584453,0.934440060528017,1.2253814632878,1.03424076080704,0.994065633397102,"high expression relative to naive","frontloaded","False"
