"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"11","PGEN_.00g045080","ion binding",0.000498877868837862,"GO:0005507","copper ion binding","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"12","PGEN_.00g045080","ion binding",0.00035488477393553,"GO:0050897","cobalt ion binding","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"13","PGEN_.00g045080","oxidoreductase activity",4.1370543904335e-05,"GO:0016716","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"14","PGEN_.00g054330","DNA-binding transcription factor ac...",0.0473199556110944,"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF","Day14","Down","Protein pangolin, isoforms A/H/I/S (dTCF)"
"15","PGEN_.00g054330","DNA binding",0.0023542177083002,"GO:0043565","sequence-specific DNA binding","MF","Day14","Down","Protein pangolin, isoforms A/H/I/S (dTCF)"
"16","PGEN_.00g054330","DNA-binding transcription factor ac...",0.0170996212490476,"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF","Day14","Down","Protein pangolin, isoforms A/H/I/S (dTCF)"
"17","PGEN_.00g110440","ion binding",0.000498877868837862,"GO:0005507","copper ion binding","MF","Day14","Down","Serine hydroxymethyltransferase, mitochondrial (SHMT)"
"18","PGEN_.00g110440","ion binding",0.00035488477393553,"GO:0050897","cobalt ion binding","MF","Day14","Down","Serine hydroxymethyltransferase, mitochondrial (SHMT)"
"19","PGEN_.00g163390","transmembrane transporter activity",0.000732141485021461,"GO:0008271","secondary active sulfate transmembrane transporter activity","MF","Day14","Down","Prestin (Solute carrier family 26 member 5)"
"20","PGEN_.00g168590","ion binding",0.00035488477393553,"GO:0050897","cobalt ion binding","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"21","PGEN_.00g168590","ion binding",0.000498877868837862,"GO:0005507","copper ion binding","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"22","PGEN_.00g168590","oxidoreductase activity",4.1370543904335e-05,"GO:0016716","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"23","PGEN_.00g169010","ion binding",0.000498877868837862,"GO:0005507","copper ion binding","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"24","PGEN_.00g169010","oxidoreductase activity",4.1370543904335e-05,"GO:0016716","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"25","PGEN_.00g169010","ion binding",0.00035488477393553,"GO:0050897","cobalt ion binding","MF","Day14","Down","Putative tyrosinase-like protein tyr-3"
"26","PGEN_.00g229320","transcription factor binding",0.000131547419583938,"GO:0035258","steroid hormone receptor binding","MF","Day14","Down","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"27","PGEN_.00g229340","transcription factor binding",0.000131547419583938,"GO:0035258","steroid hormone receptor binding","MF","Day14","Down","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"28","PGEN_.00g279740","ion binding",0.000498877868837862,"GO:0005507","copper ion binding","MF","Day14","Down","DBH-like monooxygenase protein 1 homolog"
"29","PGEN_.00g279740","ion binding",0.00035488477393553,"GO:0050897","cobalt ion binding","MF","Day14","Down","DBH-like monooxygenase protein 1 homolog"
"30","PGEN_.00g316240","DNA-binding transcription factor ac...",0.0170996212490476,"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF","Day14","Down","Zinc finger protein 384 (Cas-associated zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4)"
"31","PGEN_.00g316240","DNA-binding transcription factor ac...",0.0473199556110944,"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF","Day14","Down","Zinc finger protein 384 (Cas-associated zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4)"
"32","PGEN_.00g316240","DNA binding",0.0023542177083002,"GO:0043565","sequence-specific DNA binding","MF","Day14","Down","Zinc finger protein 384 (Cas-associated zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4)"
"33","PGEN_.00g319930","DNA binding",0.0023542177083002,"GO:0043565","sequence-specific DNA binding","MF","Day14","Down","Transcription factor HES-1-A (Hairy and enhancer of split 1-A) (Protein hairy-1) (Xhairy-1) (Xhairy1) (Xlh1)"
"34","PGEN_.00g321390","DNA-binding transcription factor ac...",0.0170996212490476,"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF","Day14","Down","Calmodulin-binding transcription activator 1"
"35","PGEN_.00g321390","DNA-binding transcription factor ac...",0.0473199556110944,"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","MF","Day14","Down","Calmodulin-binding transcription activator 1"
"36","PGEN_.00g321390","DNA binding",0.0023542177083002,"GO:0043565","sequence-specific DNA binding","MF","Day14","Down","Calmodulin-binding transcription activator 1"
"37","PGEN_.00g331370","DNA binding",0.0023542177083002,"GO:0043565","sequence-specific DNA binding","MF","Day14","Down","Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)"
