"","slim_term","slim_cat","GO_count","GO_terms","GO_list","Gene_count","Gene_IDs","module_day"
"11","transport","GO:0006810",13,"GO:0002576","GO:0002576;GO:0006625;GO:0006825;GO:0010765;GO:0015918;GO:0032367;GO:0033344;GO:0050715;GO:0070165;GO:0070633;GO:1900165;GO:1901998;GO:1902307",16,"PGEN_.00g013170;PGEN_.00g014740;PGEN_.00g019450;PGEN_.00g050040;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g164540;PGEN_.00g164660;PGEN_.00g211250;PGEN_.00g251840;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190;PGEN_.00g348220;PGEN_.00g348570","Day14_Up"
"12","vesicle-mediated transport","GO:0016192",1,"GO:0002576","GO:0002576",3,"PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350","Day14_Up"
"13","growth","GO:0040007",2,"GO:0003429","GO:0003429;GO:0042246",7,"PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g261960;PGEN_.00g279590;PGEN_.00g346230","Day14_Up"
"14","cell morphogenesis","GO:0000902",1,"GO:0003429","GO:0003429",5,"PGEN_.00g116150;PGEN_.00g119470;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g261960","Day14_Up"
"15","biosynthetic process","GO:0009058",3,"GO:0006589","GO:0006589;GO:0042421;GO:0045721",5,"PGEN_.00g211250;PGEN_.00g211330;PGEN_.00g280310;PGEN_.00g281550;PGEN_.00g328190","Day14_Up"
"16","protein transport","GO:0015031",4,"GO:0006625","GO:0006625;GO:0050715;GO:0070165;GO:1900165",4,"PGEN_.00g211250;PGEN_.00g267990;PGEN_.00g268270;PGEN_.00g328190","Day14_Up"
"17","protein targeting","GO:0006605",1,"GO:0006625","GO:0006625",2,"PGEN_.00g267990;PGEN_.00g268270","Day14_Up"
"18","membrane organization","GO:0061024",1,"GO:0007009","GO:0007009",3,"PGEN_.00g025030;PGEN_.00g038430;PGEN_.00g042190","Day14_Up"
"19","cell adhesion","GO:0007155",3,"GO:0007157","GO:0007157;GO:0007160",9,"PGEN_.00g005530;PGEN_.00g018570;PGEN_.00g025030;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g046020;PGEN_.00g116130;PGEN_.00g211890;PGEN_.00g332560","Day14_Up"
"20","signal transduction","GO:0007165",5,"GO:0010642","GO:0010642;GO:0030512;GO:0035329;GO:0070373;GO:1901223",13,"PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g152150;PGEN_.00g157360;PGEN_.00g211250;PGEN_.00g279590;PGEN_.00g328190;PGEN_.00g348850","Day14_Up"
"21","cell population proliferation","GO:0008283",4,"GO:0010839","GO:0010839;GO:0048147;GO:0048662;GO:0072137",10,"PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g152150;PGEN_.00g279590;PGEN_.00g313060","Day14_Up"
"22","extracellular matrix organization","GO:0030198",2,"GO:0022617","GO:0022617",2,"PGEN_.00g033640;PGEN_.00g057190","Day14_Up"
"23","homeostatic process","GO:0042592",1,"GO:0035356","GO:0035356",2,"PGEN_.00g211250;PGEN_.00g328190","Day14_Up"
"24","anatomical structure formation invo...","GO:0048646",2,"GO:0035987","GO:0035987;GO:0072675",8,"PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350;PGEN_.00g116150;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g261960;PGEN_.00g327700","Day14_Up"
"25","embryo development","GO:0009790",1,"GO:0035987","GO:0035987",5,"PGEN_.00g116150;PGEN_.00g122020;PGEN_.00g127990;PGEN_.00g261960;PGEN_.00g327700","Day14_Up"
"26","protein folding","GO:0006457",1,"GO:0042026","GO:0042026",2,"PGEN_.00g183520;PGEN_.00g255870","Day14_Up"
"27","developmental maturation","GO:0021700",2,"GO:0043931","GO:0043931;GO:0060074",4,"PGEN_.00g005530;PGEN_.00g038430;PGEN_.00g042190;PGEN_.00g318440","Day14_Up"
"28","symbiotic process","GO:0044403",1,"GO:0046718","GO:0046718",2,"PGEN_.00g298200;PGEN_.00g345610","Day14_Up"
"29","cell-cell signaling","GO:0007267",3,"GO:0050715","GO:0050715;GO:0070165;GO:1900165",2,"PGEN_.00g211250;PGEN_.00g328190","Day14_Up"
"30","cell junction organization","GO:0034330",1,"GO:0060074","GO:0060074",2,"PGEN_.00g005530;PGEN_.00g318440","Day14_Up"
"31","cellular component assembly","GO:0022607",1,"GO:0070206","GO:0070206",2,"PGEN_.00g211250;PGEN_.00g328190","Day14_Up"
"32","protein-containing complex assembly","GO:0065003",1,"GO:0070206","GO:0070206",2,"PGEN_.00g211250;PGEN_.00g328190","Day14_Up"
"33","cellular protein modification proce...","GO:0006464",1,"GO:0070373","GO:0070373",3,"PGEN_.00g052550;PGEN_.00g052650;PGEN_.00g152150","Day14_Up"
"34","immune system process","GO:0002376",1,"GO:0072675","GO:0072675",3,"PGEN_.00g086610;PGEN_.00g086660;PGEN_.00g091350","Day14_Up"
"35","transmembrane transport","GO:0055085",1,"GO:1902307","GO:1902307",2,"PGEN_.00g348220;PGEN_.00g348570","Day14_Up"
