"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"117","PGEN_.00g258130","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","Glucose dehydrogenase [FAD, quinone]"
"118","PGEN_.00g258130","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","Glucose dehydrogenase [FAD, quinone]"
"119","PGEN_.00g258130","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","Glucose dehydrogenase [FAD, quinone]"
"120","PGEN_.00g263590","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","E3 ubiquitin-protein ligase HERC2"
"121","PGEN_.00g263590","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","E3 ubiquitin-protein ligase HERC2"
"122","PGEN_.00g263590","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","E3 ubiquitin-protein ligase HERC2"
"123","PGEN_.00g267990","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"124","PGEN_.00g267990","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"125","PGEN_.00g267990","lyase activity",0.000212837593733231,"GO:0016830","carbon-carbon lyase activity","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"126","PGEN_.00g267990","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"127","PGEN_.00g268270","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"128","PGEN_.00g268270","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"129","PGEN_.00g268270","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"130","PGEN_.00g268270","lyase activity",0.000212837593733231,"GO:0016830","carbon-carbon lyase activity","MF","Day14","Up","2-hydroxyacyl-CoA lyase 1"
"131","PGEN_.00g276360","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"132","PGEN_.00g276360","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"133","PGEN_.00g276360","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"134","PGEN_.00g279590","lipid binding",0.000103825534715288,"GO:0015485","cholesterol binding","MF","Day14","Up","Apolipoprotein D (Apo-D) (ApoD)"
"135","PGEN_.00g279590","lipid binding",2.68886403611722e-05,"GO:0032934","sterol binding","MF","Day14","Up","Apolipoprotein D (Apo-D) (ApoD)"
"136","PGEN_.00g280310","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"137","PGEN_.00g280310","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"138","PGEN_.00g280310","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"139","PGEN_.00g280310","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"140","PGEN_.00g280310","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"141","PGEN_.00g280310","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"142","PGEN_.00g280310","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","DBH-like monooxygenase protein 1 homolog"
"143","PGEN_.00g281550","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","DBH-like monooxygenase protein 1"
"144","PGEN_.00g281550","oxidoreductase activity",0.00223949973104442,"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","Day14","Up","DBH-like monooxygenase protein 1"
"145","PGEN_.00g281550","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","DBH-like monooxygenase protein 1"
"146","PGEN_.00g281550","oxidoreductase activity",0.00223949973104442,"GO:0004500","dopamine beta-monooxygenase activity","MF","Day14","Up","DBH-like monooxygenase protein 1"
"147","PGEN_.00g281550","oxidoreductase activity",0.0212093682381838,"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","MF","Day14","Up","DBH-like monooxygenase protein 1"
"148","PGEN_.00g281550","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","DBH-like monooxygenase protein 1"
"149","PGEN_.00g281550","oxidoreductase activity",0.00921373450742517,"GO:0004602","glutathione peroxidase activity","MF","Day14","Up","DBH-like monooxygenase protein 1"
"150","PGEN_.00g282910","isomerase activity",0.0452982634113146,"GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF","Day14","Up","FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)"
"151","PGEN_.00g285590","peptidase activity",0.0308931484993564,"GO:0004222","metalloendopeptidase activity","MF","Day14","Up","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7)"
"152","PGEN_.00g285590","peptidase activity",2.26830398109192e-06,"GO:0004252","serine-type endopeptidase activity","MF","Day14","Up","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7)"
"153","PGEN_.00g308130","ion binding",0.001957774191225,"GO:0030976","thiamine pyrophosphate binding","MF","Day14","Up","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
"154","PGEN_.00g308130","ion binding",0.036240846636215,"GO:0008270","zinc ion binding","MF","Day14","Up","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
"155","PGEN_.00g308130","ion binding",0.000109832024201435,"GO:0005507","copper ion binding","MF","Day14","Up","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
