"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"20","PGEN_.00g164660","response to stress",0.00354457061019584,"GO:0048678","response to axon injury","BP","Day7","Up","Meprin A subunit beta"
"21","PGEN_.00g199810","transport",3.9577394668602e-05,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"22","PGEN_.00g199810","transport",0.000956233380663834,"GO:1901998","toxin transport","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"23","PGEN_.00g199810","transport",0.00106857170136221,"GO:0010765","positive regulation of sodium ion transport","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"24","PGEN_.00g199810","transport",0.00412374658258501,"GO:0050714","positive regulation of protein secretion","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"25","PGEN_.00g199810","transport",0.000506189369195254,"GO:0070633","transepithelial transport","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"26","PGEN_.00g199810","response to stress",0.0249766218828526,"GO:0006954","inflammatory response","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"27","PGEN_.00g199810","protein transport",0.00412374658258501,"GO:0050714","positive regulation of protein secretion","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"28","PGEN_.00g199810","response to stress",0.00354457061019584,"GO:0048678","response to axon injury","BP","Day7","Up","Neuroendocrine convertase 1 (NEC 1)"
"29","PGEN_.00g279590","response to stress",0.00354457061019584,"GO:0048678","response to axon injury","BP","Day7","Up","Apolipoprotein D (Apo-D) (ApoD)"
"30","PGEN_.00g279590","response to stress",0.0249766218828526,"GO:0006954","inflammatory response","BP","Day7","Up","Apolipoprotein D (Apo-D) (ApoD)"
"31","PGEN_.00g348220","transport",0.000956233380663834,"GO:1901998","toxin transport","BP","Day7","Up","Prostasin"
"32","PGEN_.00g348220","transport",3.9577394668602e-05,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day7","Up","Prostasin"
"33","PGEN_.00g348220","transport",0.00412374658258501,"GO:0050714","positive regulation of protein secretion","BP","Day7","Up","Prostasin"
"34","PGEN_.00g348220","transport",0.00106857170136221,"GO:0010765","positive regulation of sodium ion transport","BP","Day7","Up","Prostasin"
"35","PGEN_.00g348220","transmembrane transport",3.9577394668602e-05,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day7","Up","Prostasin"
"36","PGEN_.00g348220","transport",0.000506189369195254,"GO:0070633","transepithelial transport","BP","Day7","Up","Prostasin"
"37","PGEN_.00g348570","transport",0.00412374658258501,"GO:0050714","positive regulation of protein secretion","BP","Day7","Up","Prostasin"
"38","PGEN_.00g348570","transport",0.000956233380663834,"GO:1901998","toxin transport","BP","Day7","Up","Prostasin"
"39","PGEN_.00g348570","transport",0.00106857170136221,"GO:0010765","positive regulation of sodium ion transport","BP","Day7","Up","Prostasin"
"40","PGEN_.00g348570","transmembrane transport",3.9577394668602e-05,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day7","Up","Prostasin"
"41","PGEN_.00g348570","transport",0.000506189369195254,"GO:0070633","transepithelial transport","BP","Day7","Up","Prostasin"
"42","PGEN_.00g348570","transport",3.9577394668602e-05,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day7","Up","Prostasin"
